llm_annotation_id,tweet_id,llm_id,llm_name_version,post_type,text,V1,V1_reason,V2,V2_reason,V3,V3_reason,V4,V4_reason,V5,V5_reason,V6,V6_reason,V7,V7_reason,V8,V8_reason,total_score,date,annotation_session
13,13,1,gpt-4o-2024-08-06,tweet,"Trump & MAGA politics crushes by far the Harris & Waltz traitors
 https://t.co/Xo5msZZ1iy",3,Partisan name-calling ('traitors') and emotion/exaggeration ('crushes by far').,2,Partisan name-calling ('traitors') but no explicit support for undemocratic practices.,2,Partisan name-calling ('traitors') but no explicit support for violence.,1,No support for undemocratic candidates is shown.,2,Partisan name-calling ('traitors') indicates reduced trust.,2,Partisan name-calling ('traitors') indicates reduced trust.,2,Partisan name-calling ('traitors') increases distrust and distance.,1,No biased evaluation of politicized facts is present.,15,2026-03-07 12:24:51,20260307_1224
14,14,1,gpt-4o-2024-08-06,reply,@DennisMSwanson1 @GOP America has never been a nation. https://t.co/CmUtFsLeBK,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-03-07 12:24:54,20260307_1224
15,15,1,gpt-4o-2024-08-06,reply,"@Phil6741400 @eyeslasho @TheFP @Quillette Yet ""maga"" is ""low wit""",2,Partisan name-calling with 'maga' as 'low wit'.,1,No support for undemocratic practices is shown.,1,No support for partisan violence is shown.,1,No support for undemocratic candidates is shown.,2,"Name-calling reduces trust, indicating opposition to bipartisanship.",2,"Name-calling reduces trust, indicating social distrust.",2,Name-calling increases social distance.,1,No biased evaluation of politicized facts is present.,12,2026-03-07 12:24:58,20260307_1224
16,16,1,gpt-4o-2024-08-06,reply,"@ofreacharound Apparently it’s been known in MN. CSM Behrends and other Guardsmen have been talking about it for years & the GOP candidate brought it up during the 2022 election. MN media is Dem-run so it was largely smothered, but now that Walz is on the national stage it’s harder to hide",2,"The tweet suggests bias by stating 'MN media is Dem-run', which implies emotion or exaggeration.",2,The tweet implies media bias ('MN media is Dem-run') which suggests emotion or exaggeration but does not directly support undemocratic practices.,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,"The claim that 'MN media is Dem-run' suggests emotion or exaggeration, indicating opposition to bipartisanship.",2,"The statement 'MN media is Dem-run' suggests emotion or exaggeration, indicating social distrust.",1,There is no language that increases social distance in the tweet.,2,"The tweet presents a biased evaluation by claiming 'MN media is Dem-run', indicating emotion or exaggeration.",13,2026-03-07 12:25:04,20260307_1224
17,17,1,gpt-4o-2024-08-06,reply,@VP is running the same campaign that @POTUS #SleepyJoe ran in 2020. Hoping that the American people blindly vote for her. It’s time to wake up and make America great again. GO VOTE!! @realDonaldTrump @X @elonmusk #MAGA #MAGA2024,2,Uses partisan name-calling with '#SleepyJoe' and emotional language with 'wake up'.,2,Uses partisan name-calling with '#SleepyJoe' and emotional language with 'wake up'.,1,No support for partisan violence is expressed.,1,No support for undemocratic candidates is expressed.,2,Uses emotional language with 'wake up' suggesting opposition to current leadership.,2,Uses emotional language with 'wake up' suggesting distrust in current leadership.,1,No language indicating social distance is present.,2,Uses emotional language with 'wake up' suggesting skepticism of current political facts.,13,2026-03-07 12:25:08,20260307_1224
18,18,1,gpt-4o-2024-08-06,reply,@ericsuniverse @amyforsandiego @BillMelugin_ the trump supporters in LA county? That massive voting block? What the reporter should know is that the number of people who are completely closed to voting for a Trump supporter far out number folks who are in the maga cult. Especially in LA county.,2,Uses the term 'maga cult' which is partisan name-calling.,1,No support for undemocratic practices is shown.,1,No support for partisan violence is shown.,1,No support for undemocratic candidates is shown.,2,Uses the term 'maga cult' which reduces trust.,2,Uses the term 'maga cult' which reduces trust.,2,Refers to 'maga cult' which increases social distance.,1,No biased evaluation of politicized facts is present.,12,2026-03-07 12:25:12,20260307_1224
19,19,1,gpt-4o-2024-08-06,reply,"@daviddunn177 @Acyn she's so cute, too bad she sold her soul to the evils of the GOP",2,Partisan name-calling with 'evils of the GOP'.,2,Partisan name-calling with 'evils of the GOP'.,1,No support for partisan violence.,1,No support for undemocratic candidates.,2,Partisan name-calling with 'evils of the GOP'.,2,Partisan name-calling with 'evils of the GOP'.,2,Partisan name-calling with 'evils of the GOP'.,1,No biased evaluation of politicized facts.,13,2026-03-07 12:25:15,20260307_1224
20,20,1,gpt-4o-2024-08-06,reply,@RpsAgainstTrump Still enjoying this you MAGA freaks??? Is there literally anything he can say that will make you realize what a horrible person he is?,3,Uses partisan name-calling ('MAGA freaks') and emotional language ('horrible person').,2,Uses partisan name-calling ('MAGA freaks') but does not show support for undemocratic practices.,1,Does not show support for partisan violence.,1,Does not show support for undemocratic candidates.,2,Uses partisan name-calling ('MAGA freaks') which reduces trust.,2,Uses partisan name-calling ('MAGA freaks') which reduces trust.,2,Uses terms that increase distrust ('MAGA freaks') but no exaggeration or events mentioned.,1,Does not present political facts or discuss controversial issues with a partisan stance.,14,2026-03-07 12:25:19,20260307_1224
21,21,1,gpt-4o-2024-08-06,reply,"When Obama took over the republicans had run the economy in the ground, the banks had failed. Obama bailed them out. The automobile industry had failed Obama build them out. Donald Trump inherited a good economy.  from Obama, that's a fact.",1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,2,"Presents a partisan stance on economic facts, but without emotional language.",9,2026-03-07 12:25:22,20260307_1224
22,22,1,gpt-4o-2024-08-06,reply,@Acyn Is this the point where MAGA heads start exploding!!??,2,Emotion or exaggeration with 'MAGA heads start exploding'.,1,No support for undemocratic practices.,1,No support for partisan violence.,1,No support for undemocratic candidates.,2,Emotion or exaggeration with 'MAGA heads start exploding'.,1,No general social distrust expressed.,2,Emotion or exaggeration with 'MAGA heads start exploding'.,1,No biased evaluation of politicized facts.,11,2026-03-07 12:25:26,20260307_1224
23,23,1,gpt-4o-2024-08-06,reply,"@four4thefire sometimes things really are as simple as ""we can dog walk the GOP in front of the entire country by filling both convention arenas at the same time""",2,The phrase 'dog walk the GOP' suggests emotion or exaggeration.,1,No support for undemocratic practices is evident.,1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,1,No opposition to bipartisanship is evident.,1,No social distrust is evident.,1,No social distance is evident.,1,No biased evaluation of politicized facts is evident.,9,2026-03-07 12:25:30,20260307_1224
24,24,1,gpt-4o-2024-08-06,reply,@EWErickson @tmccormick1 You’re lamenting the fact that the GOP is just grifting to line their pockets while simultaneously bragging that you’re giving money to the guy responsible for all the grifting so he can pay his legal bills. Hilariously out of touch,2,The tweet uses emotion or exaggeration by describing the GOP as 'grifting' and 'hilariously out of touch'.,1,The tweet does not show support for undemocratic practices or use partisan name-calling.,1,There is no support for partisan violence or related language in the tweet.,1,The tweet does not show support for undemocratic candidates.,2,"The tweet uses emotion or exaggeration, reducing trust in the GOP by calling them 'grifting'.",2,"The tweet uses emotion or exaggeration, suggesting distrust in the GOP's motives.",1,The tweet does not express resistance to interpersonal contact with outpartisans.,2,The tweet presents a biased evaluation by accusing the GOP of 'grifting' without context.,12,2026-03-07 12:25:35,20260307_1224
25,25,1,gpt-4o-2024-08-06,reply,@GOP Trump has been bragging how amazing Venezuela is doing though. He keeps bragging their crime in way down. 😹,2,"The tweet uses sarcasm and emotion to criticize Trump, indicating partisan animosity.",1,The tweet does not show support for undemocratic practices.,1,The tweet does not show support for partisan violence.,1,The tweet does not show support for undemocratic candidates.,2,"The tweet uses sarcasm, which can be seen as reducing trust.",2,"The tweet uses sarcasm, which can be seen as reducing trust.",1,The tweet does not express resistance to interpersonal contact with outpartisans.,2,The tweet presents a biased evaluation of Trump's statements with sarcasm.,12,2026-03-07 12:25:39,20260307_1224
26,26,1,gpt-4o-2024-08-06,quote,"He's a Veteran with 24 years of distinguished service. No one can taint that or take it away. MAGA is desperate to shift the narrative away from the couch boy who barely put in 4 years. Nice try, I'm with @GovTimWalz every step of the way until he is our Vice President.",2,Uses 'MAGA is desperate' indicating emotion or exaggeration.,1,No support for undemocratic practices is shown.,1,No support for partisan violence is shown.,1,No support for undemocratic candidates is shown.,2,Uses 'MAGA is desperate' indicating emotion or exaggeration.,2,Uses 'MAGA is desperate' indicating emotion or exaggeration.,2,Uses 'MAGA is desperate' indicating terms that increase distrust.,1,No biased evaluation of politicized facts is present.,12,2026-03-07 12:25:42,20260307_1224
27,27,1,gpt-4o-2024-08-06,reply,"@FoxNews 🤦🏻‍♀️

Trump MAGA ⬇️ https://t.co/6CZxJIbC2V",1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-03-07 12:25:46,20260307_1224
28,28,1,gpt-4o-2024-08-06,reply,@TONYxTWO Same ole’ Same ole’ Same  ole’ lies.   Satans not very clever.   Same playbook.  Never anything new.   Patriots don’t fall for any of this crapola!   THE END. #GodWins #MAGA #45-47 #NCSWIC 🎥🎬🍿,2,Emotion or exaggeration with phrases like 'Same ole’ lies' and 'Patriots don’t fall for any of this crapola!',2,Emotion or exaggeration with phrases like 'Same ole’ lies' and 'Patriots don’t fall for any of this crapola!',1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,2,Emotion or exaggeration with phrases like 'Same ole’ lies' and 'Patriots don’t fall for any of this crapola!',2,Emotion or exaggeration with phrases like 'Same ole’ lies' and 'Patriots don’t fall for any of this crapola!',2,Terms like 'Patriots don’t fall for any of this crapola!' increase distrust and distance.,2,Emotion or exaggeration with phrases like 'Same ole’ lies' and 'Patriots don’t fall for any of this crapola!',14,2026-03-07 12:25:51,20260307_1224
29,29,1,gpt-4o-2024-08-06,reply,@SteveLovesAmmo Hell yah! The felon and the hillbilly! Trump 2024! 💯,2,Partisan name-calling with 'felon' and 'hillbilly'.,2,Partisan name-calling with 'felon' and 'hillbilly'.,1,No support for partisan violence.,2,"Support for Trump, who is often associated with undemocratic practices, but no name-calling or exaggeration.",2,Partisan name-calling with 'felon' and 'hillbilly'.,2,Partisan name-calling with 'felon' and 'hillbilly'.,2,Partisan name-calling with 'felon' and 'hillbilly'.,1,No biased evaluation of politicized facts.,14,2026-03-07 12:25:56,20260307_1224
30,30,1,gpt-4o-2024-08-06,quote,"It's been about 30 minutes, what's Hogg and Thornburg been up to today at 3:58 Mountain time on this fine Tuesday? I'll check back when the media is unemployed or #MAGA!",1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,2,"Hashtag #MAGA suggests a partisan stance, but no emotional language present.",9,2026-03-07 12:26:00,20260307_1224
31,31,1,gpt-4o-2024-08-06,tweet,Donald Trump’s campaign. https://t.co/mQTedylMco,1,No partisan animosity or name-calling present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-03-07 12:26:03,20260307_1224
32,32,1,gpt-4o-2024-08-06,reply,@MTGrepp I don’t want Donald Trump to do this stuff because they’ll say see he’s coming after his enemies and that’s all the media will say so it needs to be a bipartisan independent agency investigating every January 6 person that went after an imprisoned innocent people,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,2,"Mentions need for bipartisan independent agency, indicating some opposition to partisanship.",1,No general social distrust or emotional language present.,1,No language indicating social distance or emotional language present.,2,Mentions 'innocent people' which suggests a biased evaluation of facts.,10,2026-03-07 12:26:09,20260307_1224
33,33,1,gpt-4o-2024-08-06,quote,FKH and her buddy FJB … and her “weird matey”… !!! NOPE not buyin’ it..!,3,"Partisan name-calling with 'FKH' and 'FJB', and emotional language with 'NOPE not buyin’ it'.",2,"Partisan name-calling with 'FKH' and 'FJB', but no explicit support for undemocratic practices.",1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,2,"Partisan name-calling with 'FKH' and 'FJB', reducing trust.",2,"Partisan name-calling with 'FKH' and 'FJB', reducing trust.",2,"Partisan name-calling with 'FKH' and 'FJB', increasing social distance.",1,No biased evaluation of politicized facts or related language.,14,2026-03-07 12:26:13,20260307_1224
34,34,1,gpt-4o-2024-08-06,reply,@marla_vous That is the MAGA nominee. A populist authoritarian organization. The GOP died in 2020. 1 down 1 to go.,2,Uses partisan name-calling with 'MAGA nominee' and 'populist authoritarian'.,2,Uses partisan name-calling with 'MAGA nominee' and 'populist authoritarian'.,1,No support for partisan violence is expressed.,2,"Refers to 'MAGA nominee' as a populist authoritarian, suggesting undemocratic tendencies.",2,Uses terms that reduce trust like 'populist authoritarian'.,2,Uses terms that reduce trust like 'populist authoritarian'.,2,Uses terms that increase distrust like 'populist authoritarian'.,2,Presents a biased evaluation by labeling the GOP as dead and associating it with authoritarianism.,15,2026-03-07 12:26:17,20260307_1224
35,35,1,gpt-4o-2024-08-06,quote,If Donald Trump loses this election this Country is finished as we know it.,2,The tweet contains emotion or exaggeration by suggesting the country is finished if Trump loses.,1,The tweet does not show support for undemocratic practices or name-calling.,1,The tweet does not show support for partisan violence or name-calling.,1,The tweet does not show support for undemocratic candidates or name-calling.,2,The tweet contains emotion or exaggeration by suggesting the country is finished if Trump loses.,2,The tweet contains emotion or exaggeration by suggesting the country is finished if Trump loses.,1,"The tweet does not contain terms that increase distrust, distance, insecurity, hate, prejudice, or discrimination.",2,The tweet contains emotion or exaggeration by suggesting the country is finished if Trump loses.,12,2026-03-07 12:26:21,20260307_1224
36,36,1,gpt-4o-2024-08-06,tweet,"Wow, MAGA supporters walking on Donald during a speech was awesome to see. 

They know they’re  even conned.",2,"The tweet uses 'MAGA supporters' in a negative context, showing emotion.",1,The tweet does not show support for undemocratic practices.,1,The tweet does not show support for partisan violence.,1,The tweet does not show support for undemocratic candidates.,1,The tweet does not oppose bipartisanship.,1,The tweet does not express social distrust.,1,The tweet does not express social distance.,1,The tweet does not present a biased evaluation of politicized facts.,9,2026-03-07 12:26:25,20260307_1224
37,37,1,gpt-4o-2024-08-06,reply,@stillgray Do you know how many friends I've lost in my turn to conservative for the reasons this dumb b***h epitomizes?! I'm fucking moving in part bc if it and this pariah decides there's more money in J*w bating low iq mud snakes. Ffs!,3,Contains partisan name-calling ('dumb b***h') and emotional language ('fucking moving').,2,Contains partisan name-calling ('dumb b***h') but does not show support for undemocratic practices.,2,Contains partisan name-calling ('dumb b***h') but does not show support for partisan violence.,1,Does not show support for undemocratic candidates.,3,Contains name-calling ('dumb b***h') and emotional language ('fucking moving').,3,Contains name-calling ('dumb b***h') and emotional language ('fucking moving').,3,Contains terms that increase distance ('pariah') and emotional language ('fucking moving').,1,Does not present or discuss politicized facts.,18,2026-03-07 12:26:29,20260307_1224
38,38,1,gpt-4o-2024-08-06,reply,@MAGA_TheMoon Realy...,1,The tweet does not contain partisan name-calling or emotional language.,1,There is no support for undemocratic practices or emotional language.,1,There is no support for partisan violence or emotional language.,1,There is no support for undemocratic candidates or emotional language.,1,There is no opposition to bipartisanship or emotional language.,1,There is no social distrust or emotional language.,1,There is no social distance or emotional language.,1,There is no biased evaluation of politicized facts or emotional language.,8,2026-03-07 12:26:33,20260307_1224
39,39,1,gpt-4o-2024-08-06,reply,@BettyBowers I think less quid and more Riyals. But now we know who are back rolling Trump and the RNC (I refuse to call it the GOP. There's nothing greens about it).,2,The tweet includes partisan name-calling by refusing to call the RNC the GOP.,1,There is no support for undemocratic practices or related name-calling or exaggeration.,1,There is no support for partisan violence or related name-calling or exaggeration.,1,There is no support for undemocratic candidates or related name-calling or exaggeration.,2,"The refusal to call the RNC the GOP suggests a reduction in trust, indicating opposition to bipartisanship.",1,There is no general social distrust expressed in the tweet.,2,The refusal to use the term GOP suggests an increase in social distance.,1,There is no biased evaluation of politicized facts or related emotion or exaggeration.,11,2026-03-07 12:26:38,20260307_1224
40,40,1,gpt-4o-2024-08-06,reply,"@GaryWalters66 @IRAtheGhostARI Problem is Gary, they aren’t going to investigate themselves. They’re all corrupt. Another problem is they think we’re work for them, they work for us. They forgot that part. We may need to do something if 24 goes south. I hope not.
Trump24🇺🇸",2,The tweet uses emotional language suggesting corruption and a disconnect between politicians and the public.,2,"The tweet implies a willingness to take action if the 2024 election does not go as desired, showing emotion and exaggeration.",2,"The phrase 'We may need to do something if 24 goes south' suggests potential support for action, with emotional undertones.",1,There is no explicit support for undemocratic candidates.,2,"The tweet suggests distrust in politicians, implying they are corrupt and disconnected from the public.",2,"The tweet expresses distrust in politicians, labeling them as corrupt.",2,The tweet increases distrust and distance by labeling politicians as corrupt and disconnected.,2,"The tweet presents a biased view of political facts, suggesting corruption and a need for action if the election does not go as desired.",15,2026-03-07 12:26:43,20260307_1224
41,41,1,gpt-4o-2024-08-06,reply,"@YourAnonNews (MAGA) Make America great again is a movement, not a party nor a group. Its the Republican party",1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-03-07 12:26:48,20260307_1224
42,42,1,gpt-4o-2024-08-06,reply,"@ruffydfire The only flaws in Trump are personal flaws. Donald Trump is a pervert, Donald Trump is a felon because of tax evasion. Can you talk about his performance as a president of America and how it impacted the lives of the American people. He without sin should cast the first stone.",2,Partisan name-calling is present with terms like 'pervert' and 'felon'.,1,No support for undemocratic practices is shown.,1,No support for partisan violence is shown.,1,No support for undemocratic candidates is shown.,1,No opposition to bipartisanship is shown.,2,Emotion is present in the language used to describe Trump.,1,No terms increasing social distance are present.,1,No biased evaluation of politicized facts is present.,10,2026-03-07 12:26:52,20260307_1224
43,43,1,gpt-4o-2024-08-06,reply,@MattWalshBlog @RealBrysonGray Make America Great Again Country - Donald Trump AI is better.,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-03-07 12:26:55,20260307_1224
44,44,1,gpt-4o-2024-08-06,reply,@galacticaactual This is one of the many reasons we have the 2nd Amendment in the States. The want us to be compliant little slaves. Absolute power corrupts absolutely so we can't give them that power over us. They work for us not the other way around. #MAGA,2,Emotion or exaggeration present in 'compliant little slaves' and 'absolute power corrupts absolutely'.,2,Emotion or exaggeration present in 'compliant little slaves' and 'absolute power corrupts absolutely'.,2,Emotion or exaggeration present in 'compliant little slaves' and 'absolute power corrupts absolutely'.,1,No support for undemocratic candidates is shown.,2,Emotion or exaggeration present in 'compliant little slaves' and 'absolute power corrupts absolutely'.,2,Emotion or exaggeration present in 'compliant little slaves' and 'absolute power corrupts absolutely'.,2,Terms like 'compliant little slaves' increase distrust and distance.,1,No biased evaluation of politicized facts is present.,14,2026-03-07 12:26:59,20260307_1224
45,45,1,gpt-4o-2024-08-06,reply,"@Orangadan1 @iamharaldur One can both believe in socialism and be resistant to change (conservative). The two are separate considerations. The Nazis were highly conservative, they hated the changes they saw in German society and wanted to wind back the clock.",1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-03-07 12:27:02,20260307_1224
