llm_annotation_id,tweet_id,llm_id,llm_name_version,post_type,text,V1,V1_reason,V2,V2_reason,V3,V3_reason,V4,V4_reason,V5,V5_reason,V6,V6_reason,V7,V7_reason,V8,V8_reason,total_score,date,annotation_session
14,14,4,gpt-4o-mini,reply,@DennisMSwanson1 @GOP America has never been a nation. https://t.co/CmUtFsLeBK,1,The tweet does not contain any partisan name-calling or emotional exaggeration.,1,There is no support for undemocratic practices present in the tweet.,1,The tweet does not show any support for partisan violence.,1,There is no indication of support for undemocratic candidates.,1,The tweet does not express any opposition to bipartisanship.,1,There is no language indicating social distrust.,1,The tweet does not contain terms that increase social distance or distrust.,2,The statement 'America has never been a nation' presents a controversial view that may reflect skepticism of a commonly accepted fact.,9,2026-03-04 15:38:46,20260304_1536
15,15,4,gpt-4o-mini,reply,"@Phil6741400 @eyeslasho @TheFP @Quillette Yet ""maga"" is ""low wit""",3,"The term 'maga' is used derogatorily, indicating dislike for opposing partisans.",1,There is no indication of support for undemocratic practices.,1,There is no indication of support for partisan violence.,1,There is no indication of support for undemocratic candidates.,1,There is no name-calling or terms that reduce trust regarding bipartisanship.,1,There is no name-calling or terms that reduce trust in people in general.,1,There are no terms that increase distrust or distance from outpartisans.,1,There is no biased evaluation of politicized facts present.,10,2026-03-04 15:38:53,20260304_1536
16,16,4,gpt-4o-mini,reply,"@ofreacharound Apparently it’s been known in MN. CSM Behrends and other Guardsmen have been talking about it for years & the GOP candidate brought it up during the 2022 election. MN media is Dem-run so it was largely smothered, but now that Walz is on the national stage it’s harder to hide",2,"The tweet implies a negative view of the Democratic media, suggesting bias.",2,"The tweet suggests that the Democratic media is suppressing information, indicating support for undemocratic practices.",1,There is no explicit support for violence against outpartisans in the tweet.,1,There is no indication of support for undemocratic candidates in the tweet.,2,"The tweet expresses distrust towards the Democratic media, indicating resistance to bipartisanship.",2,"The language suggests a distrust of the media, which reflects social distrust.",1,There are no terms that indicate resistance to interpersonal contact with outpartisans.,2,"The tweet presents a partisan view of the media's role, suggesting skepticism of facts favoring the Democratic perspective.",13,2026-03-04 15:39:00,20260304_1536
17,17,4,gpt-4o-mini,reply,@VP is running the same campaign that @POTUS #SleepyJoe ran in 2020. Hoping that the American people blindly vote for her. It’s time to wake up and make America great again. GO VOTE!! @realDonaldTrump @X @elonmusk #MAGA #MAGA2024,2,Uses derogatory nickname '#SleepyJoe' which indicates partisan name-calling.,2,"Suggests that voters are 'blindly' voting, implying a willingness to undermine democratic principles.",1,Does not express support for violence against outpartisans.,1,Does not show support for undemocratic candidates.,2,Implying that voters are not making informed choices reduces trust in opposing partisans.,1,No general distrust of people is expressed.,2,The phrase 'wake up' suggests a distance from those who support the opposing party.,2,"Presents a partisan view of the election process, suggesting voters are not thinking critically.",13,2026-03-04 15:39:08,20260304_1536
18,18,4,gpt-4o-mini,reply,@ericsuniverse @amyforsandiego @BillMelugin_ the trump supporters in LA county? That massive voting block? What the reporter should know is that the number of people who are completely closed to voting for a Trump supporter far out number folks who are in the maga cult. Especially in LA county.,2,The term 'maga cult' indicates name-calling towards Trump supporters.,1,There is no clear support for undemocratic practices in the tweet.,1,There is no indication of support for partisan violence.,1,There is no support for undemocratic candidates expressed.,2,The phrase 'closed to voting for a Trump supporter' suggests resistance to bipartisanship.,1,There is no general distrust of people expressed in the tweet.,2,The term 'maga cult' increases social distance and distrust towards Trump supporters.,2,The tweet presents a partisan stance by labeling Trump supporters as a 'cult'.,12,2026-03-04 15:39:16,20260304_1536
19,19,4,gpt-4o-mini,reply,"@daviddunn177 @Acyn she's so cute, too bad she sold her soul to the evils of the GOP",3,The tweet includes name-calling ('evils of the GOP') and expresses strong negative emotion towards the opposing party.,2,"The tweet implies support for undemocratic practices by suggesting that the individual has compromised their integrity for partisan gain, but does not explicitly advocate for undemocratic actions.",1,There is no indication of support for partisan violence in the tweet.,1,The tweet does not show support for any specific undemocratic candidates.,3,"The use of 'evils' indicates a strong negative sentiment and distrust towards the opposing party, reducing trust in bipartisanship.",2,The phrase 'sold her soul' suggests a level of distrust towards the individual and their motives.,2,The term 'evils' increases social distance and distrust towards members of the opposing party.,2,"The tweet presents a biased evaluation of the GOP by labeling them as 'evils', indicating skepticism of their motives.",16,2026-03-04 15:39:23,20260304_1536
20,20,4,gpt-4o-mini,reply,@RpsAgainstTrump Still enjoying this you MAGA freaks??? Is there literally anything he can say that will make you realize what a horrible person he is?,3,"The term 'MAGA freaks' is a clear example of partisan name-calling, and the emotional language indicates strong dislike for opposing partisans.",1,There is no indication of support for undemocratic practices in the tweet.,1,The tweet does not express support for partisan violence.,1,There is no indication of support for undemocratic candidates.,2,The phrase 'horrible person' suggests a lack of trust and negative sentiment towards the opposing party.,1,There is no general distrust of people expressed in the tweet.,2,The term 'MAGA freaks' increases social distance and distrust towards outpartisans.,2,"The tweet expresses skepticism about the opposing party's views, particularly regarding the character of a political figure.",13,2026-03-04 15:39:31,20260304_1536
21,21,4,gpt-4o-mini,reply,"When Obama took over the republicans had run the economy in the ground, the banks had failed. Obama bailed them out. The automobile industry had failed Obama build them out. Donald Trump inherited a good economy.  from Obama, that's a fact.",2,"The tweet implies a negative view of Republicans by stating they 'ran the economy in the ground', which is a form of partisan name-calling.",1,The tweet does not show support for undemocratic practices.,1,The tweet does not show support for partisan violence.,1,The tweet does not show support for undemocratic candidates.,1,The tweet does not express opposition to bipartisanship.,1,The tweet does not express social distrust.,1,The tweet does not express social distance.,2,"The tweet presents a partisan view of economic facts, suggesting skepticism towards the Republican narrative.",10,2026-03-04 15:39:39,20260304_1536
22,22,4,gpt-4o-mini,reply,@Acyn Is this the point where MAGA heads start exploding!!??,3,The term 'MAGA heads' is a derogatory label that indicates strong dislike for opposing partisans.,2,"The tweet implies a willingness to mock or belittle the opposing group, satisfying B2 with emotional exaggeration.",1,There is no explicit support for violence against outpartisans in the tweet.,1,There is no indication of support for undemocratic candidates in the tweet.,2,The use of 'MAGA heads' suggests a lack of trust and respect for the opposing party.,1,There is no general distrust of people expressed in the tweet.,2,The phrase 'MAGA heads' increases social distance and implies a negative view of outpartisans.,1,There is no biased evaluation of politicized facts present in the tweet.,13,2026-03-04 15:39:46,20260304_1536
23,23,4,gpt-4o-mini,reply,"@four4thefire sometimes things really are as simple as ""we can dog walk the GOP in front of the entire country by filling both convention arenas at the same time""",2,The phrase 'dog walk the GOP' is a derogatory term that indicates dislike for opposing partisans.,1,There is no indication of support for undemocratic practices in the tweet.,1,There is no explicit support for partisan violence in the tweet.,1,There is no indication of support for undemocratic candidates in the tweet.,2,"The phrase suggests a lack of trust in the GOP, indicating resistance to bipartisanship.",1,There is no general distrust of people expressed in the tweet.,2,"The language used suggests a negative view of the GOP, which can increase social distance.",1,There is no biased evaluation of politicized facts present in the tweet.,11,2026-03-04 15:39:52,20260304_1536
24,24,4,gpt-4o-mini,reply,@EWErickson @tmccormick1 You’re lamenting the fact that the GOP is just grifting to line their pockets while simultaneously bragging that you’re giving money to the guy responsible for all the grifting so he can pay his legal bills. Hilariously out of touch,3,The tweet includes name-calling ('grifting') and emotional language ('Hilariously out of touch') directed at opposing partisans.,2,"The tweet implies support for undemocratic practices by criticizing the GOP's actions, but does not explicitly endorse any undemocratic actions.",1,There is no indication of support for partisan violence in the tweet.,2,"The tweet shows a willingness to criticize the GOP's actions, suggesting a disregard for their practices, but lacks explicit name-calling or emotional exaggeration about candidates.",3,"The language used ('grifting', 'out of touch') indicates a strong resistance to collaboration with the opposing party.",2,"The term 'grifting' reduces trust in the GOP, indicating some level of social distrust.",2,The use of derogatory terms creates a sense of distance and distrust towards the opposing partisans.,2,"The tweet presents a partisan stance by criticizing the GOP's financial motivations, indicating skepticism of their actions.",17,2026-03-04 15:40:04,20260304_1536
25,25,4,gpt-4o-mini,reply,@GOP Trump has been bragging how amazing Venezuela is doing though. He keeps bragging their crime in way down. 😹,2,The use of 'GOP' and the sarcastic tone suggests a level of disdain for the opposing party.,1,There is no clear support for undemocratic practices in the tweet.,1,There is no indication of support for partisan violence.,1,There is no support for undemocratic candidates expressed in the tweet.,2,The sarcastic remark about Trump implies a lack of trust and collaboration.,1,There is no general distrust of people expressed in the tweet.,1,There are no terms that indicate resistance to interpersonal contact with outpartisans.,2,"The tweet presents a biased view of Trump's comments on Venezuela, suggesting skepticism.",11,2026-03-04 15:40:11,20260304_1536
26,26,4,gpt-4o-mini,quote,"He's a Veteran with 24 years of distinguished service. No one can taint that or take it away. MAGA is desperate to shift the narrative away from the couch boy who barely put in 4 years. Nice try, I'm with @GovTimWalz every step of the way until he is our Vice President.",3,The tweet includes name-calling ('couch boy') and emotional exaggeration ('desperate to shift the narrative').,2,The tweet shows support for a partisan narrative but does not explicitly endorse undemocratic practices.,1,There is no indication of support for partisan violence in the tweet.,1,The tweet does not show support for undemocratic candidates.,3,The use of derogatory terms ('couch boy') indicates resistance to bipartisanship and reduces trust.,2,The language used ('couch boy') suggests a level of distrust towards the opposing partisan.,2,The term 'couch boy' increases social distance and distrust towards the opposing party.,2,The tweet presents a biased evaluation of the opposing party's narrative with emotional language.,16,2026-03-04 15:40:22,20260304_1536
27,27,4,gpt-4o-mini,reply,"@FoxNews 🤦🏻‍♀️

Trump MAGA ⬇️ https://t.co/6CZxJIbC2V",2,"The use of 'MAGA' implies a derogatory stance towards Trump supporters, indicating some level of partisan animosity.",1,There is no clear support for undemocratic practices in the tweet.,1,There is no indication of support for partisan violence in the tweet.,1,There is no support for undemocratic candidates expressed in the tweet.,2,"The emoji and tone suggest a negative view of the opposing party, indicating some resistance to bipartisanship.",1,There is no general distrust of people expressed in the tweet.,1,There are no terms that indicate resistance to interpersonal contact with outpartisans.,1,There is no biased evaluation of politicized facts present in the tweet.,10,2026-03-04 15:40:28,20260304_1536
28,28,4,gpt-4o-mini,reply,@TONYxTWO Same ole’ Same ole’ Same  ole’ lies.   Satans not very clever.   Same playbook.  Never anything new.   Patriots don’t fall for any of this crapola!   THE END. #GodWins #MAGA #45-47 #NCSWIC 🎥🎬🍿,3,The tweet uses derogatory language like 'lies' and 'crapola' to express disdain for opposing partisans.,2,"The tweet implies a rejection of opposing views, suggesting a willingness to dismiss democratic discourse, but lacks explicit support for undemocratic practices.",1,There is no indication of support for partisan violence in the tweet.,1,The tweet does not show support for any specific undemocratic candidates.,3,The phrase 'Same ole’ lies' indicates a lack of trust and willingness to dismiss bipartisan efforts.,2,The use of 'lies' and 'crapola' suggests a level of distrust towards the opposing side.,2,"The language used creates a sense of distance and distrust towards outpartisans, though it does not explicitly call for separation.",2,"The tweet presents a biased view by labeling opposing narratives as 'lies', indicating skepticism towards facts that favor the other party.",16,2026-03-04 15:40:37,20260304_1536
29,29,4,gpt-4o-mini,reply,@SteveLovesAmmo Hell yah! The felon and the hillbilly! Trump 2024! 💯,3,"The tweet includes derogatory terms 'felon' and 'hillbilly' which are name-calling, and the enthusiasm expressed indicates strong emotion.",1,There is no indication of support for undemocratic practices in the tweet.,1,The tweet does not show support for partisan violence.,1,There is no indication of support for undemocratic candidates in the tweet.,3,The use of derogatory terms reduces trust and indicates strong opposition to the opposing party.,2,"The term 'felon' implies distrust towards the individual mentioned, indicating social distrust.",2,The derogatory language creates a sense of distance and distrust towards outpartisans.,1,There is no biased evaluation of politicized facts present in the tweet.,14,2026-03-04 15:40:44,20260304_1536
30,30,4,gpt-4o-mini,quote,"It's been about 30 minutes, what's Hogg and Thornburg been up to today at 3:58 Mountain time on this fine Tuesday? I'll check back when the media is unemployed or #MAGA!",2,The use of '#MAGA' suggests a partisan identity and implies a negative view of opposing partisans.,2,"The phrase 'when the media is unemployed' indicates a willingness to undermine the media's role, which can be seen as support for undemocratic practices.",1,There is no explicit support for violence against outpartisans in the tweet.,1,There is no indication of support for undemocratic candidates in the tweet.,2,"The phrase 'when the media is unemployed' reflects a distrust of the media, which can reduce trust in bipartisan efforts.",2,The mention of the media being 'unemployed' suggests a general distrust of the media.,2,"The tone implies a negative sentiment towards the media, which can create social distance.",2,"The tweet expresses skepticism towards the media, indicating a biased evaluation of facts.",14,2026-03-04 15:40:52,20260304_1536
31,31,4,gpt-4o-mini,tweet,Donald Trump’s campaign. https://t.co/mQTedylMco,1,The tweet does not contain any partisan name-calling or emotional language.,1,There is no indication of support for undemocratic practices in the tweet.,1,The tweet does not express support for partisan violence.,1,There is no support for undemocratic candidates expressed in the tweet.,1,The tweet does not show any opposition to bipartisanship.,1,There is no language indicating social distrust.,1,The tweet does not express resistance to interpersonal contact with outpartisans.,1,There is no biased evaluation of politicized facts in the tweet.,8,2026-03-04 15:40:59,20260304_1536
32,32,4,gpt-4o-mini,reply,@MTGrepp I don’t want Donald Trump to do this stuff because they’ll say see he’s coming after his enemies and that’s all the media will say so it needs to be a bipartisan independent agency investigating every January 6 person that went after an imprisoned innocent people,1,No partisan name-calling or emotional exaggeration is present.,2,"Suggests a need for an independent investigation, indicating a willingness to forgo democratic principles for partisan gain.",1,No support for partisan violence is expressed.,1,No support for undemocratic candidates is indicated.,2,"Implied distrust in the media and political processes, suggesting a lack of trust in bipartisan efforts.",1,No general distrust of people is expressed.,1,No terms indicating resistance to interpersonal contact with outpartisans are present.,2,"Skepticism towards media portrayal of Trump, indicating a biased evaluation of politicized facts.",11,2026-03-04 15:41:05,20260304_1536
33,33,4,gpt-4o-mini,quote,FKH and her buddy FJB … and her “weird matey”… !!! NOPE not buyin’ it..!,2,The use of 'FKH' and 'FJB' suggests partisan name-calling.,1,There is no indication of support for undemocratic practices.,1,There is no indication of support for partisan violence.,1,There is no indication of support for undemocratic candidates.,2,The phrase 'NOPE not buyin’ it' suggests resistance to cross-partisan collaboration.,1,There is no indication of social distrust.,1,There is no indication of social distance.,1,There is no indication of biased evaluation of politicized facts.,10,2026-03-04 15:41:11,20260304_1536
34,34,4,gpt-4o-mini,reply,@marla_vous That is the MAGA nominee. A populist authoritarian organization. The GOP died in 2020. 1 down 1 to go.,3,The tweet uses 'MAGA nominee' and 'populist authoritarian organization' which are derogatory terms indicating strong dislike for opposing partisans.,2,"The phrase 'populist authoritarian organization' suggests support for undemocratic practices, but lacks explicit mention of specific actions.",1,There is no indication of support for partisan violence in the tweet.,2,"The tweet implies support for undemocratic candidates by labeling the GOP negatively, but does not include name-calling or exaggeration.",3,The phrase 'The GOP died in 2020' suggests a strong emotional rejection of bipartisanship.,2,The use of 'populist authoritarian organization' indicates a level of distrust towards a group.,2,The term 'MAGA nominee' implies a negative view that could increase social distance.,2,"The tweet presents a biased view of the GOP, suggesting skepticism of their legitimacy.",17,2026-03-04 15:41:19,20260304_1536
35,35,4,gpt-4o-mini,quote,If Donald Trump loses this election this Country is finished as we know it.,2,"The tweet expresses a strong emotional reaction to the potential loss of Trump, indicating a dislike for opposing partisans.",2,"The statement implies a willingness to forgo democratic principles by suggesting dire consequences if Trump loses, but does not directly support undemocratic practices.",1,There is no explicit support for partisan violence in the tweet.,1,The tweet does not show support for undemocratic candidates.,2,"The language suggests a lack of trust in the political process if Trump loses, indicating resistance to bipartisanship.",1,There is no general distrust of people expressed in the tweet.,2,"The phrase 'this Country is finished' implies a negative view of the opposing side, increasing social distance.",2,"The tweet presents a politicized view of the consequences of an election outcome, showing skepticism towards the opposing party's success.",13,2026-03-04 15:41:28,20260304_1536
36,36,4,gpt-4o-mini,tweet,"Wow, MAGA supporters walking on Donald during a speech was awesome to see. 

They know they’re  even conned.",3,"The tweet uses 'MAGA supporters' in a derogatory context, implying disdain for opposing partisans.",2,"The tweet suggests a negative view of MAGA supporters, indicating a willingness to undermine their legitimacy.",1,There is no explicit support for violence against outpartisans in the tweet.,1,The tweet does not express support for undemocratic candidates.,3,The language used ('conned') reflects a lack of trust and a dismissive attitude towards the opposing group.,2,The term 'conned' implies a general distrust of MAGA supporters.,2,The phrase 'walking on Donald' suggests a negative view that could increase social distance.,2,"The tweet presents a biased view of MAGA supporters, implying they are easily deceived.",16,2026-03-04 15:41:35,20260304_1536
37,37,4,gpt-4o-mini,reply,@stillgray Do you know how many friends I've lost in my turn to conservative for the reasons this dumb b***h epitomizes?! I'm fucking moving in part bc if it and this pariah decides there's more money in J*w bating low iq mud snakes. Ffs!,3,"The tweet includes derogatory language ('dumb b***h', 'low iq mud snakes') which indicates strong dislike for opposing partisans.",2,"The tweet expresses a willingness to forgo democratic principles by using derogatory terms, but does not explicitly support undemocratic practices.",2,"The use of aggressive language ('I'm fucking moving in part bc if it') suggests a willingness to use violent tactics, but does not explicitly advocate for violence.",1,There is no indication of support for undemocratic candidates in the tweet.,3,"The tweet contains name-calling ('dumb b***h', 'pariah') and emotional language, indicating strong opposition to bipartisanship.",3,"The language used ('dumb b***h', 'low iq mud snakes') reflects a general distrust of people, particularly those with opposing views.",3,The use of derogatory terms and emotional language creates a sense of distance and distrust towards outpartisans.,2,"The tweet presents a biased view of the opposing party with emotionally charged language, but does not provide specific politicized facts.",19,2026-03-04 15:41:44,20260304_1536
38,38,4,gpt-4o-mini,reply,@MAGA_TheMoon Realy...,1,The tweet does not contain any partisan name-calling or emotional exaggeration.,1,There is no indication of support for undemocratic practices in the tweet.,1,The tweet does not show any support for partisan violence.,1,There is no support for undemocratic candidates expressed in the tweet.,1,The tweet does not contain any name-calling or terms that reduce trust.,1,There is no language indicating social distrust.,1,The tweet does not express resistance to interpersonal contact with outpartisans.,1,There is no biased evaluation of politicized facts present in the tweet.,8,2026-03-04 15:41:50,20260304_1536
39,39,4,gpt-4o-mini,reply,@BettyBowers I think less quid and more Riyals. But now we know who are back rolling Trump and the RNC (I refuse to call it the GOP. There's nothing greens about it).,2,"The tweet includes name-calling by refusing to call the GOP by its name, indicating dislike for opposing partisans.",1,There is no clear support for undemocratic practices in the tweet.,1,There is no indication of support for partisan violence.,1,There is no support for undemocratic candidates expressed in the tweet.,2,The refusal to call the GOP by its name suggests a lack of trust and a negative view of the party.,1,There is no general distrust of people expressed in the tweet.,1,There are no terms that indicate resistance to interpersonal contact with outpartisans.,2,The phrase 'nothing greens about it' suggests a biased evaluation of the GOP's values.,11,2026-03-04 15:41:57,20260304_1536
40,40,4,gpt-4o-mini,reply,"@GaryWalters66 @IRAtheGhostARI Problem is Gary, they aren’t going to investigate themselves. They’re all corrupt. Another problem is they think we’re work for them, they work for us. They forgot that part. We may need to do something if 24 goes south. I hope not.
Trump24🇺🇸",2,"Uses 'corrupt' to describe opposing partisans, indicating dislike.",2,"Suggests a willingness to take action if the election goes poorly, implying support for undemocratic practices.",2,The phrase 'we may need to do something' implies a willingness to use violence.,2,Indicates support for Trump despite potential undemocratic practices.,2,"Describes the opposing party as corrupt, reducing trust.",2,Uses 'corrupt' to express distrust in the political system.,2,The language suggests a divide and distrust towards the opposing party.,2,Implies skepticism towards the integrity of the political process.,16,2026-03-04 15:42:06,20260304_1536
