llm_annotation_id,tweet_id,llm_id,llm_name_version,post_type,text,V1,V1_reason,V2,V2_reason,V3,V3_reason,V4,V4_reason,V5,V5_reason,V6,V6_reason,V7,V7_reason,V8,V8_reason,total_score,date,annotation_session
11,11,1,gpt-4o-2024-08-06,tweet,🚀 Check out MAGA Hat $MAGA prices @CoinGecko!✨🦎 https://t.co/nNFB4Fyrxm https://t.co/W39N1oiC5n,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-02-26 12:05:28,20260226_1204
12,12,1,gpt-4o-2024-08-06,tweet,"The fact that they decided to publish Hillary Clinton’s emails in 2016 to support Donald Trump, and decided not to publish Donald Trump’s emails in 2024 to support Donald Trump, shows exactly what is terribly wrong with our political mainstream media. 

- Andrea Junker",1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or partisan name-calling/emotion.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,2,Criticism of political mainstream media suggests some opposition to bipartisanship.,2,Criticism of media indicates some level of social distrust.,1,No language indicating social distance or distrust of outpartisans.,2,Criticism of media's handling of political facts suggests biased evaluation.,11,2026-02-26 12:05:38,20260226_1204
13,13,1,gpt-4o-2024-08-06,tweet,"Trump & MAGA politics crushes by far the Harris & Waltz traitors
 https://t.co/Xo5msZZ1iy",3,Uses partisan name-calling ('traitors') and emotional language ('crushes').,2,Uses partisan name-calling ('traitors') but does not explicitly support undemocratic practices.,2,Uses partisan name-calling ('traitors') but does not explicitly support violence.,1,Does not show support for undemocratic candidates.,2,Uses partisan name-calling ('traitors') which reduces trust.,2,Uses partisan name-calling ('traitors') which reduces trust.,2,Uses language ('traitors') that increases distrust and distance.,1,Does not present politicized facts or show skepticism of facts.,15,2026-02-26 12:05:45,20260226_1204
14,14,1,gpt-4o-2024-08-06,reply,@DennisMSwanson1 @GOP America has never been a nation. https://t.co/CmUtFsLeBK,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-02-26 12:05:52,20260226_1204
15,15,1,gpt-4o-2024-08-06,reply,"@Phil6741400 @eyeslasho @TheFP @Quillette Yet ""maga"" is ""low wit""",2,Partisan name-calling with 'maga' as 'low wit'.,1,No support for undemocratic practices.,1,No support for partisan violence.,1,No support for undemocratic candidates.,2,Name-calling reduces trust.,2,Name-calling reduces trust.,2,Name-calling increases social distance.,1,No biased evaluation of politicized facts.,12,2026-02-26 12:06:00,20260226_1204
16,16,1,gpt-4o-2024-08-06,reply,"@ofreacharound Apparently it’s been known in MN. CSM Behrends and other Guardsmen have been talking about it for years & the GOP candidate brought it up during the 2022 election. MN media is Dem-run so it was largely smothered, but now that Walz is on the national stage it’s harder to hide",2,"The tweet implies media bias by stating 'MN media is Dem-run', which suggests emotion or exaggeration.",2,"The tweet suggests media bias ('MN media is Dem-run'), which is an exaggeration but does not directly support undemocratic practices.",1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,"The claim that 'MN media is Dem-run' reduces trust in media, indicating opposition to bipartisanship.",2,"The statement 'MN media is Dem-run' suggests distrust in media, which is a form of social distrust.",1,There is no language that increases social distance in the tweet.,2,"The tweet presents a biased view of media control ('MN media is Dem-run'), indicating a biased evaluation of politicized facts.",13,2026-02-26 12:06:09,20260226_1204
17,17,1,gpt-4o-2024-08-06,reply,@VP is running the same campaign that @POTUS #SleepyJoe ran in 2020. Hoping that the American people blindly vote for her. It’s time to wake up and make America great again. GO VOTE!! @realDonaldTrump @X @elonmusk #MAGA #MAGA2024,2,The tweet uses the term '#SleepyJoe' which is partisan name-calling.,2,The tweet includes partisan name-calling with '#SleepyJoe' but does not show support for undemocratic practices.,1,There is no support for partisan violence or related language in the tweet.,1,The tweet does not show support for undemocratic candidates.,2,"The use of '#SleepyJoe' indicates name-calling, reducing trust.",2,"The tweet uses name-calling with '#SleepyJoe', which reduces trust.",1,The tweet does not express resistance to interpersonal contact with outpartisans.,1,The tweet does not present politicized facts or show skepticism of facts.,12,2026-02-26 12:06:16,20260226_1204
18,18,1,gpt-4o-2024-08-06,reply,@ericsuniverse @amyforsandiego @BillMelugin_ the trump supporters in LA county? That massive voting block? What the reporter should know is that the number of people who are completely closed to voting for a Trump supporter far out number folks who are in the maga cult. Especially in LA county.,2,Uses 'maga cult' which is partisan name-calling.,1,No support for undemocratic practices is shown.,1,No support for partisan violence is shown.,1,No support for undemocratic candidates is shown.,2,Uses 'maga cult' which reduces trust.,2,Uses 'maga cult' which reduces trust.,2,Uses 'maga cult' which increases social distance.,1,No biased evaluation of politicized facts is present.,12,2026-02-26 12:06:21,20260226_1204
19,19,1,gpt-4o-2024-08-06,reply,"@daviddunn177 @Acyn she's so cute, too bad she sold her soul to the evils of the GOP",2,The tweet includes emotion or exaggeration by stating 'sold her soul to the evils of the GOP'.,2,The tweet includes emotion or exaggeration with 'sold her soul to the evils of the GOP'.,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,The tweet includes emotion or exaggeration with 'sold her soul to the evils of the GOP'.,2,The tweet includes emotion or exaggeration with 'sold her soul to the evils of the GOP'.,2,The tweet uses terms that increase distrust with 'sold her soul to the evils of the GOP'.,1,There is no biased evaluation of politicized facts in the tweet.,13,2026-02-26 12:06:52,20260226_1204
20,20,1,gpt-4o-2024-08-06,reply,@RpsAgainstTrump Still enjoying this you MAGA freaks??? Is there literally anything he can say that will make you realize what a horrible person he is?,3,The tweet includes partisan name-calling ('MAGA freaks') and emotional language ('horrible person').,2,The tweet includes partisan name-calling ('MAGA freaks') but does not explicitly support undemocratic practices.,2,The tweet includes partisan name-calling ('MAGA freaks') but does not support partisan violence.,1,The tweet does not show support for undemocratic candidates.,2,The tweet includes partisan name-calling ('MAGA freaks') which reduces trust.,2,The tweet includes partisan name-calling ('MAGA freaks') which reduces trust.,2,The tweet includes terms that increase distrust ('MAGA freaks') but does not include events that damage communities.,1,The tweet does not present politicized facts or show skepticism of facts.,15,2026-02-26 12:07:04,20260226_1204
21,21,1,gpt-4o-2024-08-06,reply,"When Obama took over the republicans had run the economy in the ground, the banks had failed. Obama bailed them out. The automobile industry had failed Obama build them out. Donald Trump inherited a good economy.  from Obama, that's a fact.",1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,2,"Presents a politicized fact with a partisan stance, but no exaggeration.",9,2026-02-26 12:07:15,20260226_1204
22,22,1,gpt-4o-2024-08-06,reply,@Acyn Is this the point where MAGA heads start exploding!!??,2,The tweet uses 'MAGA heads' which can be considered partisan name-calling.,2,The tweet uses partisan name-calling ('MAGA heads').,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,The tweet uses partisan name-calling ('MAGA heads').,2,The tweet uses partisan name-calling ('MAGA heads').,2,The tweet uses partisan name-calling ('MAGA heads').,1,There is no biased evaluation of politicized facts in the tweet.,13,2026-02-26 12:07:27,20260226_1204
23,23,1,gpt-4o-2024-08-06,reply,"@four4thefire sometimes things really are as simple as ""we can dog walk the GOP in front of the entire country by filling both convention arenas at the same time""",2,The phrase 'dog walk the GOP' suggests emotion or exaggeration.,1,No support for undemocratic practices is evident.,1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,2,The phrase 'dog walk the GOP' suggests emotion or exaggeration.,1,No general social distrust is evident.,2,The phrase 'dog walk the GOP' suggests terms that increase distance or prejudice.,1,No biased evaluation of politicized facts is evident.,11,2026-02-26 12:07:39,20260226_1204
24,24,1,gpt-4o-2024-08-06,reply,@EWErickson @tmccormick1 You’re lamenting the fact that the GOP is just grifting to line their pockets while simultaneously bragging that you’re giving money to the guy responsible for all the grifting so he can pay his legal bills. Hilariously out of touch,2,The tweet uses emotion and exaggeration by describing the GOP as 'grifting' and 'hilariously out of touch'.,1,The tweet does not show support for undemocratic practices or use partisan name-calling.,1,The tweet does not show support for partisan violence or use partisan name-calling.,1,The tweet does not show support for undemocratic candidates or use partisan name-calling.,2,The tweet uses emotion and exaggeration by describing the GOP as 'grifting' and 'hilariously out of touch'.,2,The tweet uses emotion and exaggeration by describing the GOP as 'grifting' and 'hilariously out of touch'.,1,"The tweet does not use terms that increase distrust, distance, insecurity, hate, prejudice, or discrimination.",2,The tweet uses emotion and exaggeration by describing the GOP as 'grifting' and 'hilariously out of touch'.,12,2026-02-26 12:07:48,20260226_1204
25,25,1,gpt-4o-2024-08-06,reply,@GOP Trump has been bragging how amazing Venezuela is doing though. He keeps bragging their crime in way down. 😹,2,"The tweet uses sarcasm and exaggeration ('bragging', 'amazing') which indicates emotion.",1,There is no support for undemocratic practices or related name-calling/emotion.,1,There is no support for partisan violence or related name-calling/emotion.,1,There is no support for undemocratic candidates or related name-calling/emotion.,1,There is no opposition to bipartisanship or related name-calling/emotion.,1,There is no social distrust or related name-calling/emotion.,1,There is no social distance or related name-calling/emotion.,2,"The tweet presents a biased evaluation of facts with sarcasm ('bragging', 'amazing').",10,2026-02-26 12:07:56,20260226_1204
26,26,1,gpt-4o-2024-08-06,quote,"He's a Veteran with 24 years of distinguished service. No one can taint that or take it away. MAGA is desperate to shift the narrative away from the couch boy who barely put in 4 years. Nice try, I'm with @GovTimWalz every step of the way until he is our Vice President.",2,The tweet uses 'MAGA is desperate' which indicates emotion or exaggeration.,1,There is no support for undemocratic practices or related name-calling or exaggeration.,1,There is no support for partisan violence or related name-calling or exaggeration.,1,There is no support for undemocratic candidates or related name-calling or exaggeration.,2,"The phrase 'MAGA is desperate' shows emotion or exaggeration, indicating opposition to bipartisanship.",2,"The phrase 'MAGA is desperate' shows emotion or exaggeration, indicating social distrust.",1,There is no language that increases social distance or related emotion or exaggeration.,1,There is no biased evaluation of politicized facts or related emotion or exaggeration.,11,2026-02-26 12:08:04,20260226_1204
27,27,1,gpt-4o-2024-08-06,reply,"@FoxNews 🤦🏻‍♀️

Trump MAGA ⬇️ https://t.co/6CZxJIbC2V",1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-02-26 12:08:10,20260226_1204
28,28,1,gpt-4o-2024-08-06,reply,@TONYxTWO Same ole’ Same ole’ Same  ole’ lies.   Satans not very clever.   Same playbook.  Never anything new.   Patriots don’t fall for any of this crapola!   THE END. #GodWins #MAGA #45-47 #NCSWIC 🎥🎬🍿,2,The tweet uses emotional language like 'lies' and 'crapola' which indicates exaggeration.,2,The tweet uses emotional language like 'lies' and 'crapola' which indicates exaggeration.,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,The tweet uses emotional language like 'lies' and 'crapola' which indicates exaggeration.,2,The tweet uses emotional language like 'lies' and 'crapola' which indicates exaggeration.,2,The tweet uses terms like 'lies' and 'crapola' which increase distrust.,2,The tweet uses emotional language like 'lies' and 'crapola' which indicates exaggeration.,14,2026-02-26 12:08:18,20260226_1204
29,29,1,gpt-4o-2024-08-06,reply,@SteveLovesAmmo Hell yah! The felon and the hillbilly! Trump 2024! 💯,2,Partisan name-calling with 'felon' and 'hillbilly'.,2,Partisan name-calling with 'felon' and 'hillbilly'.,1,No support for partisan violence.,1,No support for undemocratic candidates.,2,Partisan name-calling with 'felon' and 'hillbilly'.,2,Partisan name-calling with 'felon' and 'hillbilly'.,2,Partisan name-calling with 'felon' and 'hillbilly'.,1,No biased evaluation of politicized facts.,13,2026-02-26 12:08:27,20260226_1204
30,30,1,gpt-4o-2024-08-06,quote,"It's been about 30 minutes, what's Hogg and Thornburg been up to today at 3:58 Mountain time on this fine Tuesday? I'll check back when the media is unemployed or #MAGA!",1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or related language present.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,1,No social distrust or related language present.,1,No social distance or related language present.,2,"Use of #MAGA suggests a partisan stance, but no emotional language.",9,2026-02-26 12:08:35,20260226_1204
31,31,1,gpt-4o-2024-08-06,tweet,Donald Trump’s campaign. https://t.co/mQTedylMco,1,The tweet does not contain any partisan name-calling or emotional language.,1,The tweet does not show support for undemocratic practices or contain partisan name-calling or emotional language.,1,The tweet does not show support for partisan violence or contain partisan name-calling or emotional language.,1,The tweet does not show support for undemocratic candidates or contain partisan name-calling or emotional language.,1,The tweet does not contain any language opposing bipartisanship or emotional language.,1,The tweet does not contain any language indicating social distrust or emotional language.,1,The tweet does not contain any language indicating social distance or emotional language.,1,The tweet does not present any politicized facts or emotional language.,8,2026-02-26 12:08:43,20260226_1204
32,32,1,gpt-4o-2024-08-06,reply,@MTGrepp I don’t want Donald Trump to do this stuff because they’ll say see he’s coming after his enemies and that’s all the media will say so it needs to be a bipartisan independent agency investigating every January 6 person that went after an imprisoned innocent people,1,The tweet does not contain partisan name-calling or emotional exaggeration.,1,The tweet does not show support for undemocratic practices or contain partisan name-calling or emotional exaggeration.,1,The tweet does not show support for partisan violence or contain partisan name-calling or emotional exaggeration.,1,The tweet does not show support for undemocratic candidates or contain partisan name-calling or emotional exaggeration.,1,"The tweet advocates for a bipartisan approach, showing no opposition to bipartisanship.",1,The tweet does not contain language that indicates social distrust.,1,The tweet does not contain language that indicates social distance.,2,"The tweet suggests skepticism about media portrayal, which indicates a biased evaluation of politicized facts.",9,2026-02-26 12:08:53,20260226_1204
33,33,1,gpt-4o-2024-08-06,quote,FKH and her buddy FJB … and her “weird matey”… !!! NOPE not buyin’ it..!,3,"Partisan name-calling with 'FKH' and 'FJB', and use of emotion/exaggeration with 'NOPE not buyin’ it'.",2,"Partisan name-calling with 'FKH' and 'FJB', but no direct support for undemocratic practices.",2,"Partisan name-calling with 'FKH' and 'FJB', but no direct support for partisan violence.",1,No support for undemocratic candidates is evident.,3,Name-calling and emotion/exaggeration with 'NOPE not buyin’ it' indicate opposition to bipartisanship.,3,Name-calling and emotion/exaggeration suggest social distrust.,2,"Name-calling increases social distance, but no events that damage communities are mentioned.",1,No biased evaluation of politicized facts is evident.,17,2026-02-26 12:09:10,20260226_1204
34,34,1,gpt-4o-2024-08-06,reply,@marla_vous That is the MAGA nominee. A populist authoritarian organization. The GOP died in 2020. 1 down 1 to go.,3,"Uses partisan name-calling ('MAGA nominee', 'populist authoritarian') and emotional language ('GOP died').",2,Uses partisan name-calling ('MAGA nominee') and emotional language ('GOP died').,1,No support for partisan violence is expressed.,2,"Refers to 'MAGA nominee' as a populist authoritarian, suggesting undemocratic tendencies.",3,Uses name-calling and emotional language ('GOP died').,2,Uses emotional language ('GOP died').,2,Uses terms that increase distrust ('populist authoritarian').,2,Presents a partisan stance with emotional language ('GOP died').,17,2026-02-26 12:09:18,20260226_1204
35,35,1,gpt-4o-2024-08-06,quote,If Donald Trump loses this election this Country is finished as we know it.,2,The tweet contains emotion or exaggeration by suggesting the country is finished if Trump loses.,1,The tweet does not show support for undemocratic practices or name-calling.,1,The tweet does not show support for partisan violence or name-calling.,1,The tweet does not show support for undemocratic candidates or name-calling.,2,The tweet contains emotion or exaggeration by suggesting the end of the country.,2,The tweet contains emotion or exaggeration by suggesting the end of the country.,1,The tweet does not increase social distance or distrust.,2,The tweet contains emotion or exaggeration by suggesting the end of the country if Trump loses.,12,2026-02-26 12:09:23,20260226_1204
36,36,1,gpt-4o-2024-08-06,tweet,"Wow, MAGA supporters walking on Donald during a speech was awesome to see. 

They know they’re  even conned.",2,"The tweet uses 'MAGA supporters' in a negative context, suggesting dislike.",1,There is no support for undemocratic practices or related language.,1,There is no support for partisan violence or related language.,1,There is no support for undemocratic candidates or related language.,1,There is no opposition to bipartisanship or related language.,1,There is no social distrust or related language.,1,There is no social distance or related language.,2,The tweet uses 'conned' suggesting a biased evaluation of MAGA supporters.,10,2026-02-26 12:09:31,20260226_1204
37,37,1,gpt-4o-2024-08-06,reply,@stillgray Do you know how many friends I've lost in my turn to conservative for the reasons this dumb b***h epitomizes?! I'm fucking moving in part bc if it and this pariah decides there's more money in J*w bating low iq mud snakes. Ffs!,3,The tweet includes partisan name-calling ('dumb b***h') and emotional language ('fucking moving').,2,The tweet includes partisan name-calling ('dumb b***h') but does not explicitly support undemocratic practices.,2,The tweet includes partisan name-calling ('dumb b***h') but does not explicitly support partisan violence.,1,The tweet does not show support for undemocratic candidates.,3,The tweet includes name-calling ('dumb b***h') and emotional language ('fucking moving').,3,The tweet includes name-calling ('dumb b***h') and emotional language ('fucking moving').,3,The tweet includes terms that increase distrust ('pariah') and emotional language ('fucking moving').,2,The tweet includes emotional language ('fucking moving') but does not present politicized facts.,19,2026-02-26 12:09:41,20260226_1204
38,38,1,gpt-4o-2024-08-06,reply,@MAGA_TheMoon Realy...,1,The tweet does not contain partisan name-calling or emotional language.,1,There is no support for undemocratic practices or related language.,1,There is no support for partisan violence or related language.,1,There is no support for undemocratic candidates or related language.,1,There is no opposition to bipartisanship or related language.,1,There is no social distrust or related language.,1,There is no social distance or related language.,1,There is no biased evaluation of politicized facts or related language.,8,2026-02-26 12:09:49,20260226_1204
39,39,1,gpt-4o-2024-08-06,reply,@BettyBowers I think less quid and more Riyals. But now we know who are back rolling Trump and the RNC (I refuse to call it the GOP. There's nothing greens about it).,2,The tweet includes partisan name-calling by refusing to call the RNC the GOP.,1,There is no support for undemocratic practices or related name-calling or exaggeration.,1,There is no support for partisan violence or related name-calling or exaggeration.,1,There is no support for undemocratic candidates or related name-calling or exaggeration.,2,"The tweet includes name-calling by refusing to call the RNC the GOP, which reduces trust.",1,There is no general social distrust expressed in the tweet.,2,The tweet includes terms that increase distrust by refusing to call the RNC the GOP.,1,There is no biased evaluation of politicized facts or related emotion or exaggeration.,11,2026-02-26 12:09:57,20260226_1204
40,40,1,gpt-4o-2024-08-06,reply,"@GaryWalters66 @IRAtheGhostARI Problem is Gary, they aren’t going to investigate themselves. They’re all corrupt. Another problem is they think we’re work for them, they work for us. They forgot that part. We may need to do something if 24 goes south. I hope not.
Trump24🇺🇸",2,The tweet uses emotional language suggesting corruption and a disconnect between politicians and the public.,2,"The tweet implies a willingness to take action if the 2024 election does not go as desired, showing emotion and exaggeration.",2,"The phrase 'We may need to do something if 24 goes south' suggests potential support for action, with emotional undertones.",1,There is no explicit support for undemocratic candidates.,2,"The tweet suggests distrust in politicians, indicating emotion and exaggeration.",3,"The tweet states 'they’re all corrupt,' showing both name-calling and emotional exaggeration.",2,The tweet increases distrust and distance by labeling politicians as corrupt.,2,"The tweet presents a biased view of political facts, suggesting corruption without evidence, with emotional language.",16,2026-02-26 12:10:07,20260226_1204
41,41,1,gpt-4o-2024-08-06,reply,"@YourAnonNews (MAGA) Make America great again is a movement, not a party nor a group. Its the Republican party",1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-02-26 12:10:14,20260226_1204
42,42,1,gpt-4o-2024-08-06,reply,"@ruffydfire The only flaws in Trump are personal flaws. Donald Trump is a pervert, Donald Trump is a felon because of tax evasion. Can you talk about his performance as a president of America and how it impacted the lives of the American people. He without sin should cast the first stone.",2,The tweet includes partisan name-calling by labeling Trump as a 'pervert' and 'felon'.,1,The tweet does not show support for undemocratic practices or include name-calling or exaggeration related to undemocratic practices.,1,The tweet does not show support for partisan violence or include name-calling or exaggeration related to violence.,1,The tweet does not show support for undemocratic candidates or include name-calling or exaggeration related to such candidates.,1,The tweet does not oppose bipartisanship or include name-calling or exaggeration related to bipartisanship.,1,The tweet does not express social distrust or include name-calling or exaggeration related to social distrust.,1,The tweet does not express social distance or include terms that increase distrust or exaggeration related to social distance.,1,The tweet does not present a biased evaluation of politicized facts or include emotion or exaggeration related to such facts.,9,2026-02-26 12:10:20,20260226_1204
43,43,1,gpt-4o-2024-08-06,reply,@MattWalshBlog @RealBrysonGray Make America Great Again Country - Donald Trump AI is better.,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-02-26 12:10:26,20260226_1204
