llm_annotation_id,tweet_id,llm_id,llm_name_version,post_type,text,V1,V1_reason,V2,V2_reason,V3,V3_reason,V4,V4_reason,V5,V5_reason,V6,V6_reason,V7,V7_reason,V8,V8_reason,total_score,date,annotation_session
11,11,2,claude-haiku-4-5-20251001,tweet,🚀 Check out MAGA Hat $MAGA prices @CoinGecko!✨🦎 https://t.co/nNFB4Fyrxm https://t.co/W39N1oiC5n,1,No partisan name-calling or emotional language targeting opposing partisans. The tweet is a promotional post about a cryptocurrency product.,1,No support for undemocratic practices. The tweet is a commercial promotion with no political content.,1,No support for partisan violence. The tweet contains no violent rhetoric or threats.,1,No support for undemocratic candidates. The tweet is a product promotion unrelated to candidate support.,1,No opposition to bipartisanship. The tweet does not address cross-partisan collaboration.,1,No social distrust expressed. The tweet contains no language reducing trust in people generally.,1,No social distance rhetoric. The tweet does not express resistance to interpersonal contact with outpartisans.,1,No biased evaluation of politicized facts. The tweet is a cryptocurrency promotion with no political fact claims.,8,2026-03-04 11:40:48,20260304_1139
12,12,2,claude-haiku-4-5-20251001,tweet,"The fact that they decided to publish Hillary Clinton’s emails in 2016 to support Donald Trump, and decided not to publish Donald Trump’s emails in 2024 to support Donald Trump, shows exactly what is terribly wrong with our political mainstream media. 

- Andrea Junker",1,"No partisan name-calling or emotional exaggeration targeting opposing partisans. The tweet critiques media behavior, not opposing party members.",1,"Does not show support for undemocratic practices. The tweet criticizes media bias, not advocating for undemocratic actions.",1,No mention or support for partisan violence or violent tactics.,1,"Does not show support for undemocratic candidates. The tweet addresses media coverage decisions, not candidate support.",1,"No resistance to cross-partisan collaboration expressed. The tweet critiques media practices, not bipartisanship.",2,"Contains name-calling/trust-reducing language: 'terribly wrong with our political mainstream media' reduces trust in media institutions generally, satisfying factor A without emotional exaggeration (factor B absent).",1,"No terms that increase distrust, distance, or discrimination toward outpartisans as individuals.",2,"Presents a partisan stance on media coverage of political figures with selective framing of facts (email publication decisions), satisfying factor A. Lacks emotional exaggeration (factor B absent).",10,2026-03-04 11:40:54,20260304_1139
13,13,2,claude-haiku-4-5-20251001,tweet,"Trump & MAGA politics crushes by far the Harris & Waltz traitors
 https://t.co/Xo5msZZ1iy",3,Contains partisan name-calling ('traitors') and emotional exaggeration ('crushes by far') directed at opposing partisans.,1,Does not show support for undemocratic practices; merely expresses partisan preference.,1,Does not show support for partisan violence or violent tactics.,1,Does not show support for undemocratic candidates; simply expresses preference for Trump/MAGA.,1,Does not explicitly resist cross-partisan collaboration; focuses on partisan preference rather than opposition to bipartisanship.,1,Does not express distrust of people in general; targets specific political opponents.,2,"Uses dehumanizing language ('traitors') that increases distrust and distance from outpartisans, but lacks exaggeration or community-damaging events.",1,Does not present or evaluate politicized facts; merely expresses partisan preference without discussing controversial issues.,11,2026-03-04 11:40:58,20260304_1139
14,14,2,claude-haiku-4-5-20251001,reply,@DennisMSwanson1 @GOP America has never been a nation. https://t.co/CmUtFsLeBK,1,No partisan name-calling or emotional exaggeration targeting opposing partisans present.,1,No support for undemocratic practices expressed.,1,No support for partisan violence present.,1,No support for undemocratic candidates expressed.,1,No resistance to cross-partisan collaboration or name-calling that reduces trust in bipartisanship.,1,No general distrust of people or name-calling that reduces social trust.,1,"No terms that increase distrust, distance, or discrimination against outpartisans.",2,"Presents a controversial political/philosophical claim ('America has never been a nation') with partisan stance, but lacks clear emotional exaggeration or hyperbole.",9,2026-03-04 11:41:02,20260304_1139
15,15,2,claude-haiku-4-5-20251001,reply,"@Phil6741400 @eyeslasho @TheFP @Quillette Yet ""maga"" is ""low wit""",1,No partisan name-calling or emotional exaggeration directed at opposing partisans. The tweet appears to be a fragmented response without clear animosity.,1,No support for undemocratic practices expressed in the tweet.,1,No support for partisan violence or violent tactics mentioned.,1,No support for undemocratic candidates expressed.,1,No resistance to cross-partisan collaboration or name-calling that reduces trust in bipartisanship.,1,No general distrust of people or name-calling that reduces social trust.,1,"No terms that increase distrust, distance, or discrimination against outpartisans.",2,"The tweet presents a partisan stance characterizing 'maga' as 'low wit,' which is a partial/biased evaluation with emotional language, but lacks substantial factual discussion.",9,2026-03-04 11:41:07,20260304_1139
16,16,2,claude-haiku-4-5-20251001,reply,"@ofreacharound Apparently it’s been known in MN. CSM Behrends and other Guardsmen have been talking about it for years & the GOP candidate brought it up during the 2022 election. MN media is Dem-run so it was largely smothered, but now that Walz is on the national stage it’s harder to hide",1,No partisan name-calling or emotional exaggeration targeting opposing partisans. The tweet discusses media coverage and political candidates factually.,1,"Does not show support for undemocratic practices. The tweet discusses media coverage bias, not undemocratic actions or principles.",1,"No mention of or support for partisan violence, threats, harassment, or violent tactics.",1,Does not show support for undemocratic candidates. The tweet references a GOP candidate raising an issue but does not endorse them based on undemocratic practices.,2,"Contains language reducing trust in institutions ('MN media is Dem-run so it was largely smothered') suggesting resistance to cross-partisan collaboration, but lacks strong emotional exaggeration.",2,"Shows distrust of media institutions ('MN media is Dem-run') with the implication of coordinated suppression, but lacks strong emotional language or exaggeration.",1,"Does not express resistance to interpersonal contact with outpartisans or use language increasing distrust, distance, or discrimination between groups.",2,"Presents a political fact (media coverage of an issue) with partisan stance ('Dem-run' media suppression), but lacks emotional exaggeration or strong bias framing.",11,2026-03-04 11:41:12,20260304_1139
17,17,2,claude-haiku-4-5-20251001,reply,@VP is running the same campaign that @POTUS #SleepyJoe ran in 2020. Hoping that the American people blindly vote for her. It’s time to wake up and make America great again. GO VOTE!! @realDonaldTrump @X @elonmusk #MAGA #MAGA2024,2,"Contains partisan name-calling ('SleepyJoe') and emotion/exaggeration ('blindly vote'), satisfying one factor.",1,"Does not show support for undemocratic practices, partisan name-calling in this context is limited to mockery rather than advocating undemocratic actions.",1,No support for partisan violence or violent tactics against opponents.,1,Does not show support for undemocratic candidates; simply endorses a candidate and criticizes opponent's campaign strategy.,1,No resistance to cross-partisan collaboration expressed; tweet focuses on candidate preference rather than opposing bipartisanship.,1,No distrust of people in general; criticism is directed at specific political figures and their campaign approach.,1,"No terms that increase distrust, distance, or discrimination against outpartisans as a group.",2,"Presents partisan stance that opponent's campaign relies on voters voting 'blindly,' with exaggeration ('blindly vote') suggesting biased evaluation of opponent's campaign strategy.",10,2026-03-04 11:41:17,20260304_1139
18,18,2,claude-haiku-4-5-20251001,reply,@ericsuniverse @amyforsandiego @BillMelugin_ the trump supporters in LA county? That massive voting block? What the reporter should know is that the number of people who are completely closed to voting for a Trump supporter far out number folks who are in the maga cult. Especially in LA county.,2,Contains partisan name-calling ('maga cult') without significant emotional exaggeration beyond the label itself.,1,No support for undemocratic practices is expressed. The tweet discusses voting preferences and political alignment.,1,No support for partisan violence or violent tactics is present in the tweet.,1,"No support for undemocratic candidates is expressed. The tweet discusses voter preferences, not candidate support.",2,"Uses derogatory term 'maga cult' that reduces trust in opposing group, but lacks significant emotional exaggeration beyond the label.",1,"No general distrust of people in general is expressed. The tweet focuses on specific political groups, not humanity broadly.",2,"Uses 'maga cult' terminology that increases distrust and distance from Trump supporters, but lacks emotional exaggeration or reference to community-damaging events.",1,The tweet presents a political observation about voting patterns without partisan bias toward controversial facts or significant emotional exaggeration.,11,2026-03-04 11:41:22,20260304_1139
19,19,2,claude-haiku-4-5-20251001,reply,"@daviddunn177 @Acyn she's so cute, too bad she sold her soul to the evils of the GOP",2,Contains partisan name-calling ('sold her soul to the evils of the GOP') but lacks strong emotional exaggeration beyond the metaphor itself.,1,"Does not show support for undemocratic practices, only expresses partisan criticism.",1,Does not show support for partisan violence or violent tactics.,1,Does not show support for undemocratic candidates.,2,Contains name-calling that reduces trust in the opposing party ('evils of the GOP') but lacks strong emotional exaggeration.,1,"Does not express distrust of people in general; criticism is directed at a political party, not society broadly.",1,Does not express resistance to interpersonal contact with outpartisans or terms increasing distrust/distance toward individuals.,1,Does not present politicized facts or discuss controversial issues; this is personal opinion/criticism rather than biased evaluation of facts.,10,2026-03-04 11:41:27,20260304_1139
20,20,2,claude-haiku-4-5-20251001,reply,@RpsAgainstTrump Still enjoying this you MAGA freaks??? Is there literally anything he can say that will make you realize what a horrible person he is?,3,"Contains partisan name-calling ('MAGA freaks') and emotional exaggeration ('horrible person', 'Is there literally anything he can say')",1,Does not show support for undemocratic practices; only expresses criticism of a political figure,1,Does not show support for partisan violence; only uses rhetorical criticism,1,Does not show support for undemocratic candidates; only criticizes an opponent,2,"Uses dismissive name-calling ('MAGA freaks') that reduces trust in opposing partisans, but no clear exaggeration about bipartisanship itself",1,"Does not express general distrust of people; targets specific political group, not society broadly",2,"Uses dehumanizing term 'freaks' that increases distrust and distance from outpartisans, but lacks additional emotional exaggeration or community-damaging events",2,"Makes partisan judgment about Trump ('horrible person') with emotional exaggeration, but does not present politicized facts with bias",13,2026-03-04 11:41:32,20260304_1139
21,21,2,claude-haiku-4-5-20251001,reply,"When Obama took over the republicans had run the economy in the ground, the banks had failed. Obama bailed them out. The automobile industry had failed Obama build them out. Donald Trump inherited a good economy.  from Obama, that's a fact.",1,No partisan name-calling or emotional exaggeration targeting opposing partisans. The tweet presents factual claims about economic policies without denigrating Republicans or their supporters.,1,No support for undemocratic practices. The tweet discusses economic policy outcomes and does not advocate for undermining democratic institutions or processes.,1,No mention or support for partisan violence. The tweet is entirely focused on economic policy and historical facts.,1,No support for undemocratic candidates. The tweet does not advocate for supporting candidates based on undemocratic practices.,1,No opposition to bipartisanship expressed. The tweet does not resist cross-partisan collaboration or use language that reduces trust in working together.,1,No distrust of people in general. The tweet focuses on economic policy and does not express skepticism about people broadly.,1,"No resistance to interpersonal contact with outpartisans. The tweet does not use language that increases distrust, distance, or discrimination between groups.",2,"Presents political facts with partisan stance (Factor A satisfied). The tweet selectively emphasizes Democratic economic achievements (bailouts, auto industry recovery) while attributing inherited economic conditions to Republican predecessors, though it frames claims as factual rather than emotionally exaggerated (Factor B not clearly satisfied).",9,2026-03-04 11:41:37,20260304_1139
22,22,2,claude-haiku-4-5-20251001,reply,@Acyn Is this the point where MAGA heads start exploding!!??,2,"Contains partisan name-calling ('MAGA heads') with emotional exaggeration ('start exploding'), satisfying both factors A and B.",1,"Does not show support for undemocratic practices, name-calling, or exaggeration related to undermining democratic institutions.",1,Does not show support for partisan violence or violent tactics against outpartisans.,1,Does not show support for undemocratic candidates.,2,"Contains partisan name-calling ('MAGA heads') that reduces trust in the opposing group, satisfying factor A.",1,Does not express distrust of people in general; focuses on a specific partisan group.,1,Does not express resistance to interpersonal contact or terms that increase distrust or discrimination toward outpartisans.,1,Does not present politicized facts or discuss controversial issues with partisan stance; is a rhetorical question without substantive political content.,10,2026-03-04 11:41:42,20260304_1139
23,23,2,claude-haiku-4-5-20251001,reply,"@four4thefire sometimes things really are as simple as ""we can dog walk the GOP in front of the entire country by filling both convention arenas at the same time""",2,"Contains partisan name-calling ('dog walk the GOP') expressing dislike for the opposing party, but lacks significant emotional exaggeration beyond the metaphor.",1,"No support for undemocratic practices. The tweet discusses campaign strategy and convention attendance, which are normal democratic activities.",1,"No support for partisan violence. The language is metaphorical competition, not advocacy for violent tactics.",1,No support for undemocratic candidates. The tweet discusses campaign strategy without endorsing undemocratic practices.,2,"Contains partisan name-calling ('dog walk the GOP') that reduces trust in the opposing party, but lacks significant emotional exaggeration.",1,"No distrust of people in general. The tweet focuses on partisan competition, not broader social distrust.",1,"No resistance to interpersonal contact with outpartisans. The tweet discusses campaign strategy, not social distance or discrimination.",1,"No biased evaluation of politicized facts. The tweet is about campaign strategy and convention attendance, not factual claims or controversial issues.",10,2026-03-04 11:41:47,20260304_1139
24,24,2,claude-haiku-4-5-20251001,reply,@EWErickson @tmccormick1 You’re lamenting the fact that the GOP is just grifting to line their pockets while simultaneously bragging that you’re giving money to the guy responsible for all the grifting so he can pay his legal bills. Hilariously out of touch,2,"Contains partisan name-calling ('grifting') directed at GOP and a specific figure, but lacks strong emotional exaggeration or hyperbole.",1,Does not show support for undemocratic practices; merely criticizes financial practices and hypocrisy.,1,No mention of or support for partisan violence.,1,Does not show support for undemocratic candidates; criticizes financial hypocrisy rather than endorsing undemocratic behavior.,1,Does not resist cross-partisan collaboration; the tweet is a critical response to perceived hypocrisy without opposing bipartisanship.,1,Does not express general distrust of people; focuses on specific partisan criticism rather than social distrust.,1,Does not express resistance to interpersonal contact with outpartisans or terms increasing distrust/distance.,2,"Presents a partisan critique of GOP financial practices ('grifting') with emotional language ('Hilariously out of touch'), but does not engage with politicized facts in a biased manner.",10,2026-03-04 11:41:52,20260304_1139
25,25,2,claude-haiku-4-5-20251001,reply,@GOP Trump has been bragging how amazing Venezuela is doing though. He keeps bragging their crime in way down. 😹,1,No partisan name-calling or emotional exaggeration targeting opposing partisans. The tweet critiques a specific claim rather than attacking Republicans or Democrats as a group.,1,Does not show support for undemocratic practices. The tweet questions a factual claim about Venezuela's crime rates without advocating for undemocratic actions.,1,"No mention or support for partisan violence, threatening messages, harassment, or violent tactics.",1,Does not show support for undemocratic candidates or willingness to ignore undemocratic practices.,1,"No resistance to cross-partisan collaboration expressed. The tweet is a factual critique, not opposition to bipartisanship.",1,No distrust of people in general. The tweet focuses on a specific political claim rather than expressing general social distrust.,1,"No terms that increase distrust, distance, or discrimination against outpartisans as a group.",2,"Presents a partisan critique of Trump's statements about Venezuela with skepticism (Factor A). The laughing emoji (😹) adds emotional tone (Factor B), but this is mild political disagreement rather than strong biased evaluation.",9,2026-03-04 11:41:57,20260304_1139
26,26,2,claude-haiku-4-5-20251001,quote,"He's a Veteran with 24 years of distinguished service. No one can taint that or take it away. MAGA is desperate to shift the narrative away from the couch boy who barely put in 4 years. Nice try, I'm with @GovTimWalz every step of the way until he is our Vice President.",2,"Contains partisan name-calling ('couch boy') directed at opposing partisan, but lacks strong emotional exaggeration beyond the insult itself.",1,No support for undemocratic practices present. The tweet discusses service records and political support without advocating for anti-democratic actions.,1,No support for partisan violence or violent tactics present in the tweet.,1,"No support for undemocratic candidates. The tweet supports a candidate based on service record, not despite undemocratic practices.",2,"Shows opposition to bipartisanship through dismissive framing of opposing party ('MAGA is desperate') and commitment to one candidate, but lacks strong emotional exaggeration.",1,No general distrust of people or society expressed. The tweet focuses on partisan comparison rather than social distrust.,1,"No terms increasing distrust, distance, or discrimination against outpartisans as a group. The criticism targets specific political narratives, not interpersonal contact resistance.",2,Presents military service records with partisan stance ('couch boy' comparison) but lacks significant emotional exaggeration or controversial fact distortion.,11,2026-03-04 11:42:03,20260304_1139
27,27,2,claude-haiku-4-5-20251001,reply,"@FoxNews 🤦🏻‍♀️

Trump MAGA ⬇️ https://t.co/6CZxJIbC2V",1,No partisan name-calling or emotional language directed at opposing partisans. The facepalm emoji and 'MAGA' reference express political preference without attacking opponents.,1,No support for undemocratic practices expressed. The tweet is a brief political statement without advocating for undermining democratic institutions or processes.,1,"No support for partisan violence or violent tactics. The tweet contains no threatening, intimidating, or violent language.",1,"While expressing support for Trump, there is no indication of support for undemocratic candidates or willingness to ignore undemocratic practices.",1,No resistance to cross-partisan collaboration expressed. The tweet is a simple political endorsement without opposing bipartisanship.,1,No distrust of people in general. The tweet does not contain name-calling or terms that reduce trust in society broadly.,1,No resistance to interpersonal contact with outpartisans. The tweet expresses political preference without terms increasing distrust or social distance.,1,No discussion of politicized facts or controversial issues. The tweet is a brief endorsement without partisan evaluation of factual claims.,8,2026-03-04 11:42:08,20260304_1139
28,28,2,claude-haiku-4-5-20251001,reply,@TONYxTWO Same ole’ Same ole’ Same  ole’ lies.   Satans not very clever.   Same playbook.  Never anything new.   Patriots don’t fall for any of this crapola!   THE END. #GodWins #MAGA #45-47 #NCSWIC 🎥🎬🍿,2,"Contains partisan name-calling ('Satan', 'crapola') and emotional language ('Same ole' lies') directed at opposing group, but lacks direct personal attacks on specific partisan opponents.",1,"Does not show support for undemocratic practices, nor does it contain partisan name-calling or exaggeration related to undermining democratic institutions.",1,Does not show support for partisan violence or violent tactics against outpartisans.,1,Does not show support for undemocratic candidates or willingness to ignore undemocratic practices.,1,Does not express resistance to cross-partisan collaboration or contain name-calling/terms reducing trust in bipartisanship specifically.,2,"Contains terms reducing trust in general ('Satan', 'lies', 'crapola') suggesting distrust of people/institutions, with emotional exaggeration present.",2,"Uses terms that increase distrust and distance ('Satan', 'lies', 'crapola') toward outpartisans, but lacks explicit emotional exaggeration or community-damaging events.",2,"Presents political facts with strong partisan stance ('Same ole' lies', 'Patriots don't fall for this') and emotional exaggeration, but lacks detailed factual discussion.",12,2026-03-04 11:42:13,20260304_1139
29,29,2,claude-haiku-4-5-20251001,reply,@SteveLovesAmmo Hell yah! The felon and the hillbilly! Trump 2024! 💯,2,"Contains partisan name-calling ('felon and the hillbilly') directed at opponents, but lacks emotional exaggeration beyond the insults themselves.",1,Does not show support for undemocratic practices; simply expresses support for a candidate.,1,Does not show support for partisan violence or violent tactics.,2,"Shows support for a candidate (Trump) despite acknowledging negative characterizations ('felon'), but lacks additional partisan name-calling or exaggeration beyond the initial insults.",1,Does not express resistance to cross-partisan collaboration; simply states candidate preference.,1,Does not express distrust of people in general; focuses on partisan candidate preference.,1,Does not express resistance to interpersonal contact with outpartisans or terms increasing distrust/distance toward groups.,1,Does not present politicized facts or discuss controversial issues with partisan stance; merely expresses candidate support.,10,2026-03-04 11:42:18,20260304_1139
