annotation_id,tweet_id,llm_name_version,post_type,text,total_score,date,annotation_session,V1,V1_reason,V2,V2_reason,V3,V3_reason,V4,V4_reason,V5,V5_reason,V6,V6_reason,V7,V7_reason,V8,V8_reason,framing_condition
66,17,gpt-4o-2024-08-06,reply,@VP is running the same campaign that @POTUS #SleepyJoe ran in 2020. Hoping that the American people blindly vote for her. It’s time to wake up and make America great again. GO VOTE!! @realDonaldTrump @X @elonmusk #MAGA #MAGA2024,13,2026-03-18 16:07:33,20260318_1559,2,The tweet uses the term '#SleepyJoe' which is partisan name-calling.,2,The tweet uses partisan name-calling with '#SleepyJoe' and emotional language like 'wake up'.,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,"The tweet uses partisan name-calling with '#SleepyJoe', which reduces trust.",2,"The tweet uses emotional language like 'wake up', which can reduce trust.",1,There is no language that increases social distance in the tweet.,2,The tweet presents a partisan stance with terms like '#SleepyJoe' and '#MAGA'.,subtle_conserv
70,18,gpt-4o-2024-08-06,reply,@ericsuniverse @amyforsandiego @BillMelugin_ the trump supporters in LA county? That massive voting block? What the reporter should know is that the number of people who are completely closed to voting for a Trump supporter far out number folks who are in the maga cult. Especially in LA county.,12,2026-03-18 16:08:24,20260318_1559,2,The term 'maga cult' implies emotion or exaggeration.,1,There is no support for undemocratic practices or name-calling.,1,There is no support for partisan violence.,1,There is no support for undemocratic candidates.,2,The term 'maga cult' reduces trust and implies emotion.,2,The term 'maga cult' reduces trust.,2,The term 'maga cult' increases social distance.,1,There is no biased evaluation of politicized facts.,subtle_conserv
74,19,gpt-4o-2024-08-06,reply,"@daviddunn177 @Acyn she's so cute, too bad she sold her soul to the evils of the GOP",12,2026-03-18 16:09:04,20260318_1559,2,The phrase 'evils of the GOP' indicates emotion or exaggeration.,1,No support for undemocratic practices is evident.,1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,2,"The phrase 'evils of the GOP' indicates emotion or exaggeration, reducing trust.",2,"The phrase 'evils of the GOP' indicates emotion or exaggeration, reducing trust.",2,The phrase 'evils of the GOP' indicates terms that increase distrust.,1,No biased evaluation of politicized facts is evident.,subtle_conserv
78,20,gpt-4o-2024-08-06,reply,@RpsAgainstTrump Still enjoying this you MAGA freaks??? Is there literally anything he can say that will make you realize what a horrible person he is?,15,2026-03-18 16:09:49,20260318_1559,3,Uses partisan name-calling 'MAGA freaks' and emotional language 'horrible person'.,2,Uses partisan name-calling 'MAGA freaks' but does not show support for undemocratic practices.,2,Uses partisan name-calling 'MAGA freaks' but does not show support for partisan violence.,1,Does not show support for undemocratic candidates.,2,Uses partisan name-calling 'MAGA freaks' which reduces trust.,2,Uses partisan name-calling 'MAGA freaks' which reduces trust.,2,Uses language that increases distrust 'MAGA freaks'.,1,Does not present biased evaluation of politicized facts.,subtle_conserv
82,21,gpt-4o-2024-08-06,reply,"When Obama took over the republicans had run the economy in the ground, the banks had failed. Obama bailed them out. The automobile industry had failed Obama build them out. Donald Trump inherited a good economy.  from Obama, that's a fact.",9,2026-03-18 16:10:27,20260318_1559,1,The tweet does not contain partisan name-calling or emotional exaggeration.,1,The tweet does not show support for undemocratic practices or contain partisan name-calling or exaggeration.,1,The tweet does not show support for partisan violence or contain partisan name-calling or exaggeration.,1,The tweet does not show support for undemocratic candidates or contain partisan name-calling or exaggeration.,1,The tweet does not contain language opposing bipartisanship or emotional exaggeration.,1,The tweet does not contain language that indicates social distrust or emotional exaggeration.,1,The tweet does not contain language that increases social distance or emotional exaggeration.,2,"The tweet presents a partisan evaluation of economic facts, favoring one party's narrative.",subtle_conserv
86,22,gpt-4o-2024-08-06,reply,@Acyn Is this the point where MAGA heads start exploding!!??,12,2026-03-18 16:11:02,20260318_1559,2,The tweet uses emotion/exaggeration with 'heads start exploding'.,1,There is no support for undemocratic practices or name-calling.,1,There is no support for partisan violence or name-calling.,1,There is no support for undemocratic candidates.,2,The tweet uses emotion/exaggeration with 'heads start exploding'.,2,The tweet uses emotion/exaggeration with 'heads start exploding'.,2,The tweet uses terms that increase distance with 'MAGA heads'.,1,There is no biased evaluation of politicized facts.,subtle_conserv
90,23,gpt-4o-2024-08-06,reply,"@four4thefire sometimes things really are as simple as ""we can dog walk the GOP in front of the entire country by filling both convention arenas at the same time""",11,2026-03-18 16:11:40,20260318_1559,2,The phrase 'dog walk the GOP' suggests emotion or exaggeration.,1,No support for undemocratic practices is evident.,1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,2,"The phrase 'dog walk the GOP' suggests emotion or exaggeration, reducing trust.",1,No general social distrust is evident.,2,The phrase 'dog walk the GOP' suggests terms that increase distrust or distance.,1,No biased evaluation of politicized facts is evident.,subtle_conserv
94,24,gpt-4o-2024-08-06,reply,@EWErickson @tmccormick1 You’re lamenting the fact that the GOP is just grifting to line their pockets while simultaneously bragging that you’re giving money to the guy responsible for all the grifting so he can pay his legal bills. Hilariously out of touch,12,2026-03-18 16:12:30,20260318_1559,2,The tweet uses emotion or exaggeration by describing the GOP as 'grifting to line their pockets' and being 'hilariously out of touch'.,1,The tweet does not show support for undemocratic practices or use partisan name-calling.,1,There is no support for partisan violence or related language in the tweet.,1,The tweet does not show support for undemocratic candidates.,2,"The tweet uses emotion or exaggeration, suggesting the GOP is 'grifting'.",2,"The tweet uses terms that reduce trust, such as 'grifting to line their pockets'.",1,The tweet does not contain language that increases social distance.,2,The tweet presents a biased evaluation by accusing the GOP of 'grifting'.,subtle_conserv
98,25,gpt-4o-2024-08-06,reply,@GOP Trump has been bragging how amazing Venezuela is doing though. He keeps bragging their crime in way down. 😹,9,2026-03-18 16:13:11,20260318_1559,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or related name-calling/emotion.,1,No support for partisan violence or related name-calling/emotion.,1,No support for undemocratic candidates or related name-calling/emotion.,1,No opposition to bipartisanship or related name-calling/emotion.,1,No social distrust or related name-calling/emotion.,1,No social distance or related distrust/emotion.,2,Presents a potentially biased evaluation of Trump's statements on Venezuela.,subtle_conserv
102,26,gpt-4o-2024-08-06,quote,"He's a Veteran with 24 years of distinguished service. No one can taint that or take it away. MAGA is desperate to shift the narrative away from the couch boy who barely put in 4 years. Nice try, I'm with @GovTimWalz every step of the way until he is our Vice President.",11,2026-03-18 16:14:01,20260318_1559,2,The term 'couch boy' is partisan name-calling.,1,No support for undemocratic practices is evident.,1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,2,The term 'couch boy' reduces trust and is emotional.,1,No general social distrust is evident.,2,The term 'couch boy' increases social distance.,1,No biased evaluation of politicized facts is evident.,subtle_conserv
106,27,gpt-4o-2024-08-06,reply,"@FoxNews 🤦🏻‍♀️

Trump MAGA ⬇️ https://t.co/6CZxJIbC2V",8,2026-03-18 16:14:49,20260318_1559,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or related language.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,subtle_conserv
110,28,gpt-4o-2024-08-06,reply,@TONYxTWO Same ole’ Same ole’ Same  ole’ lies.   Satans not very clever.   Same playbook.  Never anything new.   Patriots don’t fall for any of this crapola!   THE END. #GodWins #MAGA #45-47 #NCSWIC 🎥🎬🍿,13,2026-03-18 16:15:54,20260318_1559,2,The tweet uses emotional language and exaggeration with phrases like 'Same ole’ lies' and 'Satans not very clever'.,1,There is no explicit support for undemocratic practices or name-calling.,1,There is no support for partisan violence or name-calling.,1,There is no support for undemocratic candidates or name-calling.,2,"The tweet uses emotional language and exaggeration, reducing trust in opposing views.",2,"The tweet uses emotional language and exaggeration, suggesting distrust in others.",2,"The tweet uses terms that increase distrust and distance, such as 'Patriots don’t fall for any of this crapola'.",2,"The tweet presents a partisan stance with emotional language, such as 'Patriots don’t fall for any of this crapola'.",subtle_conserv
114,29,gpt-4o-2024-08-06,reply,@SteveLovesAmmo Hell yah! The felon and the hillbilly! Trump 2024! 💯,14,2026-03-18 16:19:39,20260318_1559,2,Partisan name-calling with 'felon' and 'hillbilly'.,2,Partisan name-calling with 'felon' and 'hillbilly'.,1,No support for partisan violence.,2,"Support for Trump, who is often criticized for undemocratic practices, but no name-calling or exaggeration.",2,Partisan name-calling with 'felon' and 'hillbilly'.,2,Partisan name-calling with 'felon' and 'hillbilly'.,2,Partisan name-calling with 'felon' and 'hillbilly'.,1,No biased evaluation of politicized facts.,subtle_conserv
118,30,gpt-4o-2024-08-06,quote,"It's been about 30 minutes, what's Hogg and Thornburg been up to today at 3:58 Mountain time on this fine Tuesday? I'll check back when the media is unemployed or #MAGA!",12,2026-03-18 18:01:39,20260318_1801,2,The use of #MAGA suggests partisan alignment and potential animosity.,1,No support for undemocratic practices is evident.,1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,2,The mention of media being unemployed suggests opposition to bipartisanship.,2,The statement about media being unemployed suggests social distrust.,1,No language increasing social distance is evident.,2,"The statement implies a biased evaluation of media, suggesting skepticism.",subtle_conserv
122,31,gpt-4o-2024-08-06,tweet,Donald Trump’s campaign. https://t.co/mQTedylMco,8,2026-03-18 18:02:16,20260318_1801,1,The tweet does not contain partisan name-calling or emotional language.,1,There is no support for undemocratic practices or emotional language.,1,The tweet does not show support for partisan violence or use emotional language.,1,There is no support for undemocratic candidates or emotional language.,1,The tweet does not oppose bipartisanship or use emotional language.,1,There is no social distrust or emotional language present.,1,The tweet does not increase social distance or use emotional language.,1,There is no biased evaluation of politicized facts or emotional language.,subtle_conserv
126,32,gpt-4o-2024-08-06,reply,@MTGrepp I don’t want Donald Trump to do this stuff because they’ll say see he’s coming after his enemies and that’s all the media will say so it needs to be a bipartisan independent agency investigating every January 6 person that went after an imprisoned innocent people,10,2026-03-18 18:02:55,20260318_1801,1,The tweet does not contain partisan name-calling or emotional exaggeration.,1,The tweet does not show support for undemocratic practices or contain partisan name-calling or emotional exaggeration.,1,The tweet does not show support for partisan violence or contain partisan name-calling or emotional exaggeration.,1,The tweet does not show support for undemocratic candidates or contain partisan name-calling or emotional exaggeration.,2,"The tweet suggests a need for a bipartisan independent agency, indicating some resistance to current partisan approaches.",1,The tweet does not contain language that indicates social distrust.,1,The tweet does not contain language that increases social distance.,2,"The tweet discusses a controversial issue with a partisan stance, suggesting skepticism of media portrayal.",subtle_conserv
130,33,gpt-4o-2024-08-06,quote,FKH and her buddy FJB … and her “weird matey”… !!! NOPE not buyin’ it..!,15,2026-03-18 18:03:23,20260318_1801,3,"Partisan name-calling with 'FKH' and 'FJB', and emotional language with 'NOPE not buyin’ it'.",2,"Partisan name-calling with 'FKH' and 'FJB', but no direct support for undemocratic practices.",2,"Partisan name-calling with 'FKH' and 'FJB', but no direct support for violence.",1,No support for undemocratic candidates is evident.,2,Partisan name-calling with 'FKH' and 'FJB' reduces trust.,2,Partisan name-calling with 'FKH' and 'FJB' reduces trust.,2,Partisan name-calling with 'FKH' and 'FJB' increases social distance.,1,No biased evaluation of politicized facts is evident.,subtle_conserv
134,34,gpt-4o-2024-08-06,reply,@marla_vous That is the MAGA nominee. A populist authoritarian organization. The GOP died in 2020. 1 down 1 to go.,18,2026-03-18 18:03:51,20260318_1801,3,"Partisan name-calling with 'MAGA nominee' and 'populist authoritarian organization', and emotional language with 'The GOP died'.",2,Emotion or exaggeration with 'The GOP died in 2020' but no direct support for undemocratic practices.,1,No support for partisan violence is evident.,2,"Describes 'MAGA nominee' as part of an 'authoritarian organization', indicating undemocratic tendencies.",3,Name-calling and emotional language reduce trust and oppose bipartisanship.,3,Name-calling and emotional language reduce social trust.,2,Terms like 'populist authoritarian organization' increase distrust and distance.,2,"Presents a partisan stance with 'MAGA nominee' and 'GOP died', indicating biased evaluation.",subtle_conserv
138,35,gpt-4o-2024-08-06,quote,If Donald Trump loses this election this Country is finished as we know it.,13,2026-03-18 18:04:21,20260318_1801,2,The tweet contains emotion or exaggeration by suggesting the country is finished if Trump loses.,1,The tweet does not show support for undemocratic practices or name-calling.,1,The tweet does not show support for partisan violence or name-calling.,1,The tweet does not show support for undemocratic candidates or name-calling.,2,The tweet contains emotion or exaggeration by suggesting the country is finished if Trump loses.,2,The tweet contains emotion or exaggeration by suggesting the country is finished if Trump loses.,2,The tweet suggests distrust or insecurity by implying the country is finished if Trump loses.,2,The tweet contains emotion or exaggeration by suggesting the country is finished if Trump loses.,subtle_conserv
142,36,gpt-4o-2024-08-06,tweet,"Wow, MAGA supporters walking on Donald during a speech was awesome to see. 

They know they’re  even conned.",10,2026-03-18 18:04:48,20260318_1801,2,"The tweet uses 'MAGA supporters' in a negative context, suggesting dislike.",1,There is no support for undemocratic practices or related language.,1,There is no support for partisan violence or related language.,1,There is no support for undemocratic candidates or related language.,1,There is no opposition to bipartisanship or related language.,1,There is no general social distrust or related language.,2,The term 'conned' suggests distrust and distance towards MAGA supporters.,1,There is no biased evaluation of politicized facts or related language.,subtle_conserv
146,37,gpt-4o-2024-08-06,reply,@stillgray Do you know how many friends I've lost in my turn to conservative for the reasons this dumb b***h epitomizes?! I'm fucking moving in part bc if it and this pariah decides there's more money in J*w bating low iq mud snakes. Ffs!,18,2026-03-18 18:05:17,20260318_1801,3,Partisan name-calling ('dumb b***h') and emotion/exaggeration ('fucking moving').,2,"Emotion/exaggeration ('fucking moving'), but no direct support for undemocratic practices.",1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,3,"Name-calling and emotion/exaggeration ('dumb b***h', 'fucking moving').",3,"Name-calling and emotion/exaggeration ('dumb b***h', 'fucking moving').",3,"Terms that increase distrust and emotion/exaggeration ('dumb b***h', 'fucking moving').",2,"Emotion/exaggeration ('fucking moving'), but no clear biased evaluation of facts.",subtle_conserv
150,38,gpt-4o-2024-08-06,reply,@MAGA_TheMoon Realy...,8,2026-03-18 18:05:56,20260318_1801,1,The tweet does not contain partisan name-calling or emotional exaggeration.,1,There is no support for undemocratic practices or related language.,1,There is no indication of support for partisan violence.,1,There is no support for undemocratic candidates.,1,There is no opposition to bipartisanship or related language.,1,There is no language indicating social distrust.,1,There is no language indicating social distance.,1,There is no biased evaluation of politicized facts.,subtle_conserv
154,39,gpt-4o-2024-08-06,reply,@BettyBowers I think less quid and more Riyals. But now we know who are back rolling Trump and the RNC (I refuse to call it the GOP. There's nothing greens about it).,11,2026-03-18 18:06:23,20260318_1801,2,The tweet includes partisan name-calling by refusing to call the RNC the GOP.,1,There is no support for undemocratic practices or related language.,1,There is no support for partisan violence or related language.,1,There is no support for undemocratic candidates or related language.,2,The refusal to call the RNC the GOP suggests a reduction in trust.,1,There is no general social distrust expressed.,2,The language increases distrust towards the RNC by refusing to use its traditional name.,1,There is no biased evaluation of politicized facts or related language.,subtle_conserv
158,40,gpt-4o-2024-08-06,reply,"@GaryWalters66 @IRAtheGhostARI Problem is Gary, they aren’t going to investigate themselves. They’re all corrupt. Another problem is they think we’re work for them, they work for us. They forgot that part. We may need to do something if 24 goes south. I hope not.
Trump24🇺🇸",15,2026-03-18 18:06:52,20260318_1801,2,The tweet implies emotion and exaggeration by stating 'they're all corrupt'.,2,The tweet suggests emotion and exaggeration with 'they think we’re work for them'.,2,The phrase 'we may need to do something if 24 goes south' suggests emotion or exaggeration.,1,There is no explicit support for undemocratic candidates.,2,"The tweet uses language that reduces trust, such as 'they're all corrupt'.",2,The tweet expresses distrust with 'they’re all corrupt'.,2,"The tweet uses language that increases distrust, such as 'they’re all corrupt'.",2,The tweet presents a biased view with 'they’re all corrupt' and suggests skepticism of political facts.,subtle_conserv
162,41,gpt-4o-2024-08-06,reply,"@YourAnonNews (MAGA) Make America great again is a movement, not a party nor a group. Its the Republican party",8,2026-03-18 18:07:25,20260318_1801,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or emotional exaggeration present.,1,No support for partisan violence or emotional exaggeration present.,1,No support for undemocratic candidates or emotional exaggeration present.,1,No opposition to bipartisanship or emotional exaggeration present.,1,No social distrust or emotional exaggeration present.,1,No social distance or emotional exaggeration present.,1,No biased evaluation of politicized facts or emotional exaggeration present.,subtle_conserv
166,42,gpt-4o-2024-08-06,reply,"@ruffydfire The only flaws in Trump are personal flaws. Donald Trump is a pervert, Donald Trump is a felon because of tax evasion. Can you talk about his performance as a president of America and how it impacted the lives of the American people. He without sin should cast the first stone.",9,2026-03-18 18:07:47,20260318_1801,2,The tweet includes partisan name-calling by labeling Trump as a 'pervert' and 'felon'.,1,There is no support for undemocratic practices or related exaggeration.,1,There is no support for partisan violence or related exaggeration.,1,There is no support for undemocratic candidates.,1,There is no opposition to bipartisanship or related exaggeration.,1,There is no social distrust or related exaggeration.,1,There is no language that increases social distance or related exaggeration.,1,There is no biased evaluation of politicized facts or related exaggeration.,subtle_conserv
170,43,gpt-4o-2024-08-06,reply,@MattWalshBlog @RealBrysonGray Make America Great Again Country - Donald Trump AI is better.,9,2026-03-18 18:08:12,20260318_1801,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or related language.,1,No support for partisan violence or related language.,2,"Shows support for Donald Trump, who is often criticized for undemocratic practices, but no name-calling or exaggeration.",1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No language indicating social distance or related factors.,1,No biased evaluation of politicized facts or related language.,subtle_conserv
174,44,gpt-4o-2024-08-06,reply,@galacticaactual This is one of the many reasons we have the 2nd Amendment in the States. The want us to be compliant little slaves. Absolute power corrupts absolutely so we can't give them that power over us. They work for us not the other way around. #MAGA,14,2026-03-18 18:08:42,20260318_1801,2,The tweet uses emotional language like 'compliant little slaves' and 'absolute power corrupts absolutely'.,2,"The tweet uses emotional language suggesting distrust of government power, but does not explicitly support undemocratic practices.",1,There is no explicit support for partisan violence in the tweet.,1,The tweet does not show support for undemocratic candidates.,2,"The tweet uses emotional language that could reduce trust in government, such as 'absolute power corrupts absolutely'.",2,The tweet expresses distrust in government with phrases like 'they work for us not the other way around'.,2,"The tweet uses language that increases distrust and distance, such as 'compliant little slaves'.",2,The tweet presents a partisan stance on the 2nd Amendment and government power.,subtle_conserv
