llm_annotation_id,tweet_id,llm_id,llm_name_version,post_type,text,V1,V1_reason,V2,V2_reason,V3,V3_reason,V4,V4_reason,V5,V5_reason,V6,V6_reason,V7,V7_reason,V8,V8_reason,total_score,date,annotation_session
11,11,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,tweet,🚀 Check out MAGA Hat $MAGA prices @CoinGecko!✨🦎 https://t.co/nNFB4Fyrxm https://t.co/W39N1oiC5n,1,No partisan name-calling or emotion/exaggeration exists in the tweet,1,"The tweet does not show support for undemocratic practices, partisan name-calling, or emotion/exaggeration",1,"The tweet does not show support for partisan violence, partisan name-calling, or emotion/exaggeration",1,"The tweet does not show support for undemocratic candidates, partisan name-calling, or emotion/exaggeration",1,"The tweet does not contain name-calling or terms that reduce trust, nor emotion/exaggeration",1,"The tweet does not contain name-calling or terms that reduce trust, nor emotion/exaggeration",1,"The tweet does not contain terms that increase distrust, distance, insecurity, hate, prejudice, or discrimination, nor emotion/exaggeration",1,"The tweet does not partially present political facts or discuss controversial issues with a partisan stance, nor emotion/exaggeration",8,2026-03-05 11:07:30,20260305_1106
12,12,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,tweet,"The fact that they decided to publish Hillary Clinton’s emails in 2016 to support Donald Trump, and decided not to publish Donald Trump’s emails in 2024 to support Donald Trump, shows exactly what is terribly wrong with our political mainstream media. 

- Andrea Junker",2,"The tweet implies dislike for the opposing party's treatment of information, but does not contain explicit name-calling or extreme emotion.",2,"The tweet criticizes the media's actions as biased, but does not explicitly support undemocratic practices, and contains some emotion in the phrase 'terribly wrong'",1,There is no indication of support for partisan violence in the tweet.,1,"The tweet does not express support for undemocratic candidates, but rather criticizes the media's handling of information.",2,"The tweet implies resistance to the current state of bipartisan collaboration in media, using terms like 'terribly wrong', but does not contain explicit name-calling.",2,"The tweet expresses distrust of the media, using phrases like 'terribly wrong', but does not contain extreme emotion or name-calling.",1,"There is no indication of resistance to interpersonal contact with outpartisans or increase in distrust, distance, insecurity, hate, prejudice, or discrimination in the tweet.",3,"The tweet partially presents political facts with a partisan stance, discussing the media's handling of emails, and contains some emotion in the phrase 'terribly wrong', indicating a biased evaluation of politicized facts.",14,2026-03-05 11:07:36,20260305_1106
13,13,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,tweet,"Trump & MAGA politics crushes by far the Harris & Waltz traitors
 https://t.co/Xo5msZZ1iy",3,The tweet contains partisan name-calling ('traitors') and emotion/exaggeration ('crushes') towards the opposing party,2,"The tweet does not explicitly show support for undemocratic practices, but contains partisan name-calling ('traitors') and emotion/exaggeration ('crushes')",1,The tweet does not show support for partisan violence,2,"The tweet shows support for a candidate ('Trump & MAGA politics') but does not explicitly ignore undemocratic practices, and contains partisan name-calling ('traitors')",3,"The tweet contains name-calling ('traitors') and emotion/exaggeration ('crushes'), indicating resistance to cross-partisan collaboration",3,"The tweet contains name-calling ('traitors') and emotion/exaggeration ('crushes'), reducing trust in people with opposing views",3,"The tweet contains terms that increase distrust ('traitors') and emotion/exaggeration ('crushes'), indicating resistance to interpersonal contact with outpartisans",3,"The tweet partially presents a political fact with a partisan stance ('Trump & MAGA politics crushes...'), and contains emotion/exaggeration ('crushes')",20,2026-03-05 11:07:45,20260305_1106
14,14,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,reply,@DennisMSwanson1 @GOP America has never been a nation. https://t.co/CmUtFsLeBK,2,"The tweet contains partisan name-calling by referencing '@GOP', implying opposition to the Republican party.",1,The tweet does not show support for undemocratic practices.,1,The tweet does not show support for partisan violence.,1,The tweet does not show support for undemocratic candidates.,2,"The tweet reduces trust by implying the US is not a nation, which could be seen as divisive language.",2,"The tweet implies distrust of the concept of America as a nation, which could contribute to social distrust.",2,"The tweet increases distance by questioning the fundamental identity of the country, which could lead to increased social distance between people with differing views.",2,"The tweet partially presents a politicized fact with a partisan stance by claiming 'America has never been a nation', which could be seen as a biased evaluation of a politicized fact.",13,2026-03-05 11:07:52,20260305_1106
15,15,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,reply,"@Phil6741400 @eyeslasho @TheFP @Quillette Yet ""maga"" is ""low wit""",2,"Partisan name-calling is present with the term 'maga' being described as 'low wit', indicating dislike for opposing partisans",1,The tweet does not show support for undemocratic practices,1,The tweet does not show support for partisan violence,1,The tweet does not show support for undemocratic candidates,1,The tweet does not express opposition to bipartisanship,2,"The tweet contains a term that reduces trust, 'low wit', indicating social distrust",2,"The tweet contains a term, 'low wit', that increases distrust and distance towards outpartisans",2,"The tweet partially presents a politicized fact with a partisan stance, describing 'maga' as 'low wit', indicating biased evaluation",12,2026-03-05 11:07:56,20260305_1106
16,16,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,reply,"@ofreacharound Apparently it’s been known in MN. CSM Behrends and other Guardsmen have been talking about it for years & the GOP candidate brought it up during the 2022 election. MN media is Dem-run so it was largely smothered, but now that Walz is on the national stage it’s harder to hide",2,"Partisan name-calling is implied with 'Dem-run' media, but no clear emotion or exaggeration is present",2,"The tweet does not show support for undemocratic practices, but it does contain partisan name-calling with 'Dem-run'",1,No support for partisan violence is present in the tweet,1,No support for undemocratic candidates is present in the tweet,2,"The tweet implies opposition to bipartisanship by suggesting that MN media is 'Dem-run' and smothered the issue, but no clear emotion or exaggeration is present",2,"The tweet contains terms that reduce trust, such as 'Dem-run' media, but no clear emotion or exaggeration is present",2,"The tweet contains terms that increase distrust, such as 'Dem-run' media, but no emotion, exaggeration, or events that damage communities are present",3,"The tweet partially presents political facts with a partisan stance, implying that MN media is 'Dem-run' and biased, and also contains emotion or exaggeration with the phrase 'it's harder to hide'",15,2026-03-05 11:10:11,20260305_1106
17,17,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,reply,@VP is running the same campaign that @POTUS #SleepyJoe ran in 2020. Hoping that the American people blindly vote for her. It’s time to wake up and make America great again. GO VOTE!! @realDonaldTrump @X @elonmusk #MAGA #MAGA2024,2,"Partisan name-calling is present with '#SleepyJoe', but no clear emotion or exaggeration towards the opposing party is directed at them personally",2,"No support for undemocratic practices is explicitly stated, but partisan name-calling ('#SleepyJoe') and emotion ('wake up') are present",1,No support for partisan violence is mentioned,2,"Support for a candidate ('@realDonaldTrump') is shown, but without undemocratic practices or additional factors like name-calling or emotion beyond the candidate's name",2,"Resistance to cross-partisan collaboration is implied by the divisive language ('make America great again'), but no direct name-calling or terms reducing trust in bipartisanship are used",1,No general distrust of people is expressed,1,"No resistance to interpersonal contact with outpartisans or terms increasing distrust, distance, or hate are mentioned",3,"Skepticism of facts favoring the opposing party's worldview is implied ('blindly vote'), and emotion ('wake up') is used, presenting a partisan stance",14,2026-03-05 11:10:25,20260305_1106
18,18,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,reply,@ericsuniverse @amyforsandiego @BillMelugin_ the trump supporters in LA county? That massive voting block? What the reporter should know is that the number of people who are completely closed to voting for a Trump supporter far out number folks who are in the maga cult. Especially in LA county.,2,Partisan name-calling exists with the term 'maga cult',1,Does not show support for undemocratic practices,1,Does not show support for partisan violence,1,Does not show support for undemocratic candidates,2,Resistance to cross-partisan collaboration exists with the phrase 'completely closed to voting for a Trump supporter',2,Distrust of people in general exists with the phrase 'maga cult',2,Terms that increase distrust exist with the phrase 'completely closed to voting for a Trump supporter',3,Partially presents political facts with a partisan stance and emotion exists with the phrase 'far out number folks who are in the maga cult',14,2026-03-05 11:10:30,20260305_1106
19,19,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,reply,"@daviddunn177 @Acyn she's so cute, too bad she sold her soul to the evils of the GOP",3,"Partisan name-calling ('evils of the GOP') and emotion ('so cute', 'sold her soul') exist",2,"Does not satisfy A, but satisfies B1 ('evils of the GOP') and B2 (emotion in 'so cute', 'sold her soul')",1,"Does not satisfy any factor, no support for partisan violence",2,"Satisfies A (implying the person has been compromised by the GOP), but not B1 or B2",2,"One of A ('evils of the GOP') exists, reducing trust",2,"One of A ('evils of the GOP') exists, reducing trust",2,"Satisfies A (terms that increase distrust in 'evils of the GOP'), but not B1 or B2",3,"Both A (partisan stance in 'evils of the GOP') and B (emotion in 'so cute', 'sold her soul') exist",17,2026-03-05 11:10:35,20260305_1106
20,20,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,reply,@RpsAgainstTrump Still enjoying this you MAGA freaks??? Is there literally anything he can say that will make you realize what a horrible person he is?,3,The tweet contains partisan name-calling ('MAGA freaks') and emotion/exaggeration ('horrible person'),1,The tweet does not show support for undemocratic practices,1,The tweet does not show support for partisan violence,1,The tweet does not show support for undemocratic candidates,1,The tweet does not express opposition to bipartisanship,3,"The tweet contains name-calling ('MAGA freaks', 'horrible person') and emotion/exaggeration",3,"The tweet contains terms that increase distrust and distance ('MAGA freaks', 'horrible person') and emotion/exaggeration",3,The tweet partially presents a political fact with a partisan stance ('horrible person') and contains emotion/exaggeration,16,2026-03-05 11:10:43,20260305_1106
21,21,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,reply,"When Obama took over the republicans had run the economy in the ground, the banks had failed. Obama bailed them out. The automobile industry had failed Obama build them out. Donald Trump inherited a good economy.  from Obama, that's a fact.",1,No partisan name-calling or emotion/exaggeration towards opposing partisans is present,1,"No support for undemocratic practices, partisan name-calling, or emotion/exaggeration is present",1,"No support for partisan violence, partisan name-calling, or emotion/exaggeration is present",1,"No support for undemocratic candidates, partisan name-calling, or emotion/exaggeration is present",1,"No opposition to bipartisanship, name-calling, or emotion/exaggeration is present",1,"No social distrust, name-calling, or emotion/exaggeration is present",1,"No social distance, terms increasing distrust, or emotion/exaggeration is present",2,"Partially presents political facts with a partisan stance, but without emotion or exaggeration",9,2026-03-05 11:10:48,20260305_1106
22,22,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,reply,@Acyn Is this the point where MAGA heads start exploding!!??,2,The tweet contains emotion or exaggeration ('heads start exploding') but does not explicitly contain partisan name-calling.,1,"The tweet does not show support for undemocratic practices, partisan name-calling, or emotion/exaggeration related to undemocratic practices.",1,"The tweet does not show support for partisan violence, partisan name-calling, or emotion/exaggeration related to partisan violence.",1,"The tweet does not show support for undemocratic candidates, partisan name-calling, or emotion/exaggeration related to undemocratic candidates.",1,"The tweet does not contain name-calling or terms that reduce trust in the context of bipartisanship, nor does it express emotion or exaggeration related to bipartisanship.",2,The tweet contains emotion or exaggeration ('heads start exploding') which can contribute to social distrust.,2,"The tweet contains terms that could increase distrust or distance ('MAGA heads'), but does not explicitly contain emotion/exaggeration or events that damage communities.",1,"The tweet does not partially present political facts or discuss controversial issues with a partisan stance, nor does it contain emotion or exaggeration related to politicized facts.",11,2026-03-05 11:10:59,20260305_1106
23,23,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,reply,"@four4thefire sometimes things really are as simple as ""we can dog walk the GOP in front of the entire country by filling both convention arenas at the same time""",2,"The tweet mentions 'dog walk the GOP', which implies a form of partisan name-calling, but does not contain clear emotion or exaggeration.",1,"The tweet does not show support for undemocratic practices, partisan name-calling, or emotion/exaggeration in the context of undemocratic practices.",1,"The tweet does not show support for partisan violence, partisan name-calling, or emotion/exaggeration in the context of partisan violence.",1,"The tweet does not show support for undemocratic candidates, partisan name-calling, or emotion/exaggeration in the context of undemocratic candidates.",2,"The tweet implies opposition to bipartisanship by suggesting a competitive action against the GOP, but does not contain clear emotion or exaggeration.",1,"The tweet does not express distrust of people in general, nor does it contain name-calling or emotion/exaggeration that reduces trust.",1,"The tweet does not express resistance to interpersonal contact with outpartisans, nor does it contain terms that increase distrust or emotion/exaggeration.",2,"The tweet partially presents a political fact with a partisan stance by implying a competitive action against the GOP, but does not contain clear emotion or exaggeration.",11,2026-03-05 11:11:16,20260305_1106
24,24,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,reply,@EWErickson @tmccormick1 You’re lamenting the fact that the GOP is just grifting to line their pockets while simultaneously bragging that you’re giving money to the guy responsible for all the grifting so he can pay his legal bills. Hilariously out of touch,3,The tweet contains partisan name-calling ('grifting') and emotion/exaggeration ('Hilariously out of touch'),1,"The tweet does not show support for undemocratic practices, but rather criticizes them",1,There is no support for partisan violence in the tweet,1,"The tweet does not show support for undemocratic candidates, but rather criticizes their actions",2,"The tweet contains name-calling ('grifting'), but does not explicitly oppose bipartisanship",2,"The tweet contains emotion/exaggeration ('Hilariously out of touch'), but does not explicitly express distrust of people in general",2,"The tweet contains terms that increase distrust ('grifting'), but does not explicitly express resistance to interpersonal contact with outpartisans",3,The tweet partially presents political facts with a partisan stance ('the GOP is just grifting') and contains emotion/exaggeration ('Hilariously out of touch'),15,2026-03-05 11:11:25,20260305_1106
25,25,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,reply,@GOP Trump has been bragging how amazing Venezuela is doing though. He keeps bragging their crime in way down. 😹,2,"Partisan name-calling is implied by '@GOP', but no clear emotion or exaggeration towards the opposing party is present",1,"Does not show support for undemocratic practices, only criticizes an opposing party member's claim",1,Does not show support for partisan violence,1,Does not show support for undemocratic candidates,1,Does not express resistance to cross-partisan collaboration,1,Does not express distrust of people in general,1,"Does not increase distrust, distance, insecurity, hate, prejudice, or discrimination towards outpartisans",2,"Partially presents a political fact with a partisan stance, questioning Trump's claim about Venezuela",10,2026-03-05 11:11:30,20260305_1106
26,26,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,quote,"He's a Veteran with 24 years of distinguished service. No one can taint that or take it away. MAGA is desperate to shift the narrative away from the couch boy who barely put in 4 years. Nice try, I'm with @GovTimWalz every step of the way until he is our Vice President.",2,"Partisan name-calling is present, as evidenced by the term 'couch boy', which is a derogatory term used to describe an opposing partisan.",1,"The tweet does not show support for undemocratic practices, such as reducing polling stations or attacking the independence of the judiciary.",1,"The tweet does not show support for partisan violence, such as sending threatening messages or using violence to advance political goals.",2,"The tweet shows support for a candidate, @GovTimWalz, but does not mention any undemocratic practices, and the support is not accompanied by partisan name-calling or emotion.",2,"The tweet expresses resistance to cross-partisan collaboration, as evidenced by the phrase 'I'm with @GovTimWalz every step of the way', which implies a strong partisan affiliation.",1,"The tweet does not express distrust of people in general, but rather targets a specific opposing partisan group.",1,"The tweet does not express resistance to interpersonal contact with outpartisans, and the language used does not increase distrust or prejudice.",2,"The tweet partially presents a political fact, discussing the narrative around the opposing partisan, and presents a partisan stance, but does not exhibit emotion or exaggeration.",12,2026-03-05 11:12:03,20260305_1106
27,27,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,reply,"@FoxNews 🤦🏻‍♀️

Trump MAGA ⬇️ https://t.co/6CZxJIbC2V",2,"Partisan name-calling is implied through the use of 'MAGA', a term closely associated with Trump and his supporters, which may be perceived as derogatory by opposing partisans",1,The tweet does not show support for undemocratic practices,1,The tweet does not show support for partisan violence,1,The tweet does not explicitly show support for undemocratic candidates,1,The tweet does not express opposition to bipartisanship,1,The tweet does not express social distrust,1,The tweet does not express social distance,2,The tweet partially presents a political fact with a partisan stance through the use of 'MAGA' and the link to a news article,10,2026-03-05 11:12:08,20260305_1106
28,28,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,reply,@TONYxTWO Same ole’ Same ole’ Same  ole’ lies.   Satans not very clever.   Same playbook.  Never anything new.   Patriots don’t fall for any of this crapola!   THE END. #GodWins #MAGA #45-47 #NCSWIC 🎥🎬🍿,3,"The tweet contains partisan name-calling ('Satans') and emotion/exaggeration ('lies', 'crapola')",2,"The tweet does not explicitly support undemocratic practices, but contains emotion/exaggeration ('lies', 'crapola')",1,The tweet does not show support for partisan violence,2,"The tweet shows support for a candidate ('#MAGA #45-47'), but does not contain partisan name-calling or emotion/exaggeration in this context",3,"The tweet contains name-calling ('Satans') and emotion/exaggeration ('lies', 'crapola'), indicating resistance to cross-partisan collaboration",3,"The tweet contains name-calling ('Satans') and emotion/exaggeration ('lies', 'crapola'), indicating distrust of people in general",3,"The tweet contains terms that increase distrust ('lies', 'crapola') and emotion/exaggeration, indicating resistance to interpersonal contact with outpartisans",3,"The tweet partially presents political facts with a partisan stance ('Same ole’ lies') and contains emotion/exaggeration ('crapola'), indicating skepticism of facts that favor the worldview of the other party",20,2026-03-05 11:12:14,20260305_1106
29,29,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,reply,@SteveLovesAmmo Hell yah! The felon and the hillbilly! Trump 2024! 💯,3,"Partisan name-calling ('the felon and the hillbilly') and emotion/exaggeration ('Hell yah', '💯') are present",1,No support for undemocratic practices is mentioned in the tweet,1,No support for partisan violence is mentioned in the tweet,2,"Shows support for a candidate ('Trump 2024'), but without name-calling or emotion/exaggeration directed at the candidate's undemocratic practices",1,No opposition to bipartisanship is mentioned in the tweet,2,"Name-calling ('the felon and the hillbilly') reduces trust, but no emotion/exaggeration is directed at people in general",2,"Terms that increase distrust ('the felon and the hillbilly') are present, but no emotion/exaggeration or events damaging communities are mentioned",1,No biased evaluation of politicized facts is mentioned in the tweet,13,2026-03-05 11:12:18,20260305_1106
30,30,5,meta-llama/Llama-3.3-70B-Instruct-Turbo,quote,"It's been about 30 minutes, what's Hogg and Thornburg been up to today at 3:58 Mountain time on this fine Tuesday? I'll check back when the media is unemployed or #MAGA!",2,"Partisan name-calling is implied with '#MAGA', but no clear emotion or exaggeration towards opposing partisans is present",2,"No support for undemocratic practices is explicitly stated, but '#MAGA' and 'when the media is unemployed' could imply emotion or exaggeration",1,No support for partisan violence is present in the tweet,1,No support for undemocratic candidates is explicitly stated in the tweet,2,"The phrase 'when the media is unemployed' could reduce trust, but no clear emotion or exaggeration is present",2,"The phrase 'when the media is unemployed' could increase distrust, but no clear emotion or exaggeration is present",1,"No terms that increase distrust, distance, insecurity, hate, prejudice, or discrimination towards outpartisans are present",3,The tweet partially presents a political fact with a partisan stance ('#MAGA') and implies emotion or exaggeration ('when the media is unemployed'),14,2026-03-05 11:12:36,20260305_1106
