llm_annotation_id,tweet_id,llm_id,llm_name_version,post_type,text,V1,V1_reason,V2,V2_reason,V3,V3_reason,V4,V4_reason,V5,V5_reason,V6,V6_reason,V7,V7_reason,V8,V8_reason,total_score,date,annotation_session
17,17,7,meta-llama/Llama-3.2-3B-Instruct-Turbo,reply,@VP is running the same campaign that @POTUS #SleepyJoe ran in 2020. Hoping that the American people blindly vote for her. It’s time to wake up and make America great again. GO VOTE!! @realDonaldTrump @X @elonmusk #MAGA #MAGA2024,3,"Both A and B exist: Partisan name-calling (VP, SleepyJoe, MAGA) and Emotion or exaggeration (hoping, wake up, make America great again)",3,"Satisfies A, B1, and B2: Shows support for undemocratic practices (hoping American people blindly vote), Partisan name-calling (VP, SleepyJoe), and Emotion or exaggeration (hoping, wake up)",2,"Does not satisfy A, but satisfies B1 and B2: Partisan name-calling (MAGA) and Emotion or exaggeration (hoping, wake up)",3,"Satisfies A, B1, and B2: Shows support for undemocratic candidates (hoping American people blindly vote), Partisan name-calling (VP, SleepyJoe), and Emotion or exaggeration (hoping, wake up)",3,"Both A and B exist: Any name-calling or terms that reduce trust (MAGA) and Emotion or exaggeration (hoping, wake up)",3,"Both A and B exist: Any name-calling or terms that reduce trust (VP, SleepyJoe, MAGA) and Emotion or exaggeration (hoping, wake up)",2,"Does not satisfy A, but satisfies B1 and B2: Partisan name-calling (MAGA) and Emotion or exaggeration (hoping, wake up)",3,"Satisfies A, B1, and B2: Partially presents political facts or discusses controversial issue with partisan stance (hoping American people blindly vote), Partisan name-calling (VP, SleepyJoe), and Emotion or exaggeration (hoping, wake up)",22,2026-03-05 13:24:21,20260305_1322
18,18,7,meta-llama/Llama-3.2-3B-Instruct-Turbo,reply,@ericsuniverse @amyforsandiego @BillMelugin_ the trump supporters in LA county? That massive voting block? What the reporter should know is that the number of people who are completely closed to voting for a Trump supporter far out number folks who are in the maga cult. Especially in LA county.,3,Both A (partisan name-calling) and B (emotion or exaggeration) exist,2,"Does not satisfy A, but satisfies B1 (partisan name-calling)",2,"Does not satisfy A, but satisfies B1 (partisan name-calling)",2,"Does not satisfy A, but satisfies B1 (partisan name-calling)",2,"Does not satisfy A, but satisfies B (emotion or exaggeration)",2,"Does not satisfy A, but satisfies B (emotion or exaggeration)",2,"Does not satisfy A, but satisfies B1 (partisan name-calling)",2,"Does not satisfy A, but satisfies B (emotion or exaggeration)",17,2026-03-05 13:24:27,20260305_1322
19,19,7,meta-llama/Llama-3.2-3B-Instruct-Turbo,reply,"@daviddunn177 @Acyn she's so cute, too bad she sold her soul to the evils of the GOP",3,Both A (partisan name-calling) and B (emotion or exaggeration) exist,3,Both A (shows support for undemocratic practices) and B1 (partisan name-calling) and B2 (emotion or exaggeration) exist,3,Both A (shows support for partisan violence) and B1 (partisan name-calling) and B2 (emotion or exaggeration) exist,3,Both A (shows support for undemocratic candidates) and B1 (partisan name-calling) and B2 (emotion or exaggeration) exist,3,Both A (any name-calling or terms that reduce trust) and B (emotion or exaggeration) exist,3,Both A (any name-calling or terms that reduce trust) and B (emotion or exaggeration) exist,3,"Both A (terms that increase distrust, distance, insecurity, hate, prejudice, or discrimination) and B1 (emotion or exaggeration) exist",3,Both A (partially presents political facts or discusses controversial issue with partisan stance) and B (emotion or exaggeration) exist,24,2026-03-05 13:24:36,20260305_1322
20,20,7,meta-llama/Llama-3.2-3B-Instruct-Turbo,reply,@RpsAgainstTrump Still enjoying this you MAGA freaks??? Is there literally anything he can say that will make you realize what a horrible person he is?,3,Both A and B exist (partisan name-calling),3,"Both A and B exist (shows support for undemocratic practices, partisan name-calling, emotion or exaggeration)",3,"Both A and B exist (shows support for partisan violence, partisan name-calling, emotion or exaggeration)",3,"Both A and B exist (shows support for undemocratic candidates, partisan name-calling, emotion or exaggeration)",3,"Both A and B exist (opposition to bipartisanship, partisan name-calling, emotion or exaggeration)",3,"Both A and B exist (social distrust, partisan name-calling, emotion or exaggeration)",3,"Both A and B exist (social distance, partisan name-calling, emotion or exaggeration)",3,"Both A and B exist (biased evaluation of politicized facts, partisan name-calling, emotion or exaggeration)",24,2026-03-05 13:24:43,20260305_1322
21,21,7,meta-llama/Llama-3.2-3B-Instruct-Turbo,reply,"When Obama took over the republicans had run the economy in the ground, the banks had failed. Obama bailed them out. The automobile industry had failed Obama build them out. Donald Trump inherited a good economy.  from Obama, that's a fact.",3,Both A (partisan name-calling) and B (emotion or exaggeration) exist,3,Satisfies A (shows support for undemocratic practices) and B1 (partisan name-calling) and B2 (emotion or exaggeration),2,"Does not satisfy A (shows support for partisan violence), but satisfies B1 (partisan name-calling) and B2 (emotion or exaggeration)",3,Satisfies A (shows support for undemocratic candidates) and B1 (partisan name-calling) and B2 (emotion or exaggeration),3,Both A (any name-calling or terms that reduce trust) and B (emotion or exaggeration) exist,3,Both A (any name-calling or terms that reduce trust) and B (emotion or exaggeration) exist,2,"Does not satisfy A (terms that increase distrust, distance, insecurity, hate, prejudice, or discrimination), but satisfies B1 (emotion or exaggeration)",3,Both A (partially presents political facts or discusses controversial issue with partisan stance) and B (emotion or exaggeration) exist,22,2026-03-05 13:24:53,20260305_1322
22,22,7,meta-llama/Llama-3.2-3B-Instruct-Turbo,reply,@Acyn Is this the point where MAGA heads start exploding!!??,3,Both A and B exist (partisan name-calling and emotion or exaggeration),2,"Does not satisfy A, but satisfies B1 or B2 (emotion or exaggeration)",2,"Does not satisfy A, but satisfies B1 or B2 (emotion or exaggeration)",2,"Does not satisfy A, but satisfies B1 or B2 (emotion or exaggeration)",2,"Does not satisfy A, but satisfies B1 or B2 (emotion or exaggeration)",2,"Does not satisfy A, but satisfies B1 or B2 (emotion or exaggeration)",2,"Does not satisfy A, but satisfies B1 or B2 (emotion or exaggeration)",2,"Does not satisfy A, but satisfies B1 or B2 (emotion or exaggeration)",17,2026-03-05 13:25:02,20260305_1322
23,23,7,meta-llama/Llama-3.2-3B-Instruct-Turbo,reply,"@four4thefire sometimes things really are as simple as ""we can dog walk the GOP in front of the entire country by filling both convention arenas at the same time""",2,Partisan name-calling,1,Does not satisfy any factor,1,Does not satisfy any factor,1,Does not satisfy any factor,1,Neither A nor B exists,1,Neither A nor B exists,1,Does not satisfy any factor,1,Neither A nor B exists,9,2026-03-05 13:25:09,20260305_1322
24,24,7,meta-llama/Llama-3.2-3B-Instruct-Turbo,reply,@EWErickson @tmccormick1 You’re lamenting the fact that the GOP is just grifting to line their pockets while simultaneously bragging that you’re giving money to the guy responsible for all the grifting so he can pay his legal bills. Hilariously out of touch,3,Both A (partisan name-calling) and B (emotion or exaggeration) exist,3,Satisfies A (shows support for undemocratic practices) and B1 (partisan name-calling) and B2 (emotion or exaggeration),2,"Does not satisfy A (shows support for partisan violence), but satisfies B1 (partisan name-calling) and B2 (emotion or exaggeration)",3,Satisfies A (shows support for undemocratic candidates) and B1 (partisan name-calling) and B2 (emotion or exaggeration),3,Both A (any name-calling or terms that reduce trust) and B (emotion or exaggeration) exist,3,Both A (any name-calling or terms that reduce trust) and B (emotion or exaggeration) exist,2,"Does not satisfy A (terms that increase distrust, distance, insecurity, hate, prejudice, or discrimination), but satisfies B1 (emotion or exaggeration)",3,Both A (partially presents political facts or discusses controversial issue with partisan stance) and B (emotion or exaggeration) exist,22,2026-03-05 13:25:16,20260305_1322
25,25,7,meta-llama/Llama-3.2-3B-Instruct-Turbo,reply,@GOP Trump has been bragging how amazing Venezuela is doing though. He keeps bragging their crime in way down. 😹,3,Both A and B exist (partisan name-calling and emotion or exaggeration),3,Both A and B exist (shows support for undemocratic practices and partisan name-calling),2,"Does not satisfy A, but satisfies B1 and B2 (emotion or exaggeration)",3,Both A and B exist (shows support for undemocratic candidates and partisan name-calling),2,One of A or B exists (terms that reduce trust and emotion or exaggeration),2,One of A or B exists (terms that reduce trust and emotion or exaggeration),2,"Does not satisfy A, but satisfies B1 and B2 (emotion or exaggeration)",2,One of A or B exists (partially presents political facts with partisan stance and emotion or exaggeration),19,2026-03-05 13:25:31,20260305_1322
26,26,7,meta-llama/Llama-3.2-3B-Instruct-Turbo,quote,"He's a Veteran with 24 years of distinguished service. No one can taint that or take it away. MAGA is desperate to shift the narrative away from the couch boy who barely put in 4 years. Nice try, I'm with @GovTimWalz every step of the way until he is our Vice President.",3,Partisan name-calling (couch boy),2,Emotion or exaggeration (MAGA is desperate),1,None,1,None,1,None,1,None,1,None,2,Partially presents political facts or discusses controversial issue with partisan stance (MAGA is desperate),12,2026-03-05 13:25:39,20260305_1322
27,27,7,meta-llama/Llama-3.2-3B-Instruct-Turbo,reply,"@FoxNews 🤦🏻‍♀️

Trump MAGA ⬇️ https://t.co/6CZxJIbC2V",3,Both A and B exist (partisan name-calling and emotion/exaggeration),1,Does not satisfy any factor,1,Does not satisfy any factor,1,Does not satisfy any factor,1,Neither A nor B exists,1,Neither A nor B exists,1,Does not satisfy any factor,1,Neither A nor B exists,10,2026-03-05 13:25:44,20260305_1322
28,28,7,meta-llama/Llama-3.2-3B-Instruct-Turbo,reply,@TONYxTWO Same ole’ Same ole’ Same  ole’ lies.   Satans not very clever.   Same playbook.  Never anything new.   Patriots don’t fall for any of this crapola!   THE END. #GodWins #MAGA #45-47 #NCSWIC 🎥🎬🍿,3,Both A (partisan name-calling) and B (emotion or exaggeration) exist,3,Satisfies A (shows support for undemocratic practices) and B1 and B2 (partisan name-calling and emotion or exaggeration),3,Satisfies A (shows support for partisan violence) and B1 and B2 (partisan name-calling and emotion or exaggeration),3,Satisfies A (shows support for undemocratic candidates) and B1 and B2 (partisan name-calling and emotion or exaggeration),3,Both A (any name-calling or terms that reduce trust) and B (emotion or exaggeration) exist,3,Both A (any name-calling or terms that reduce trust) and B (emotion or exaggeration) exist,3,"Satisfies A (terms that increase distrust, distance, insecurity, hate, prejudice, or discrimination) and B1 and B2 (emotion or exaggeration)",3,Both A (partially presents political facts or discusses controversial issue with partisan stance) and B (emotion or exaggeration) exist,24,2026-03-05 13:25:56,20260305_1322
29,29,7,meta-llama/Llama-3.2-3B-Instruct-Turbo,reply,@SteveLovesAmmo Hell yah! The felon and the hillbilly! Trump 2024! 💯,3,Both A (partisan name-calling) and B (emotion or exaggeration) exist,2,"Does not satisfy A, but satisfies B1 (partisan name-calling)",2,"Does not satisfy A, but satisfies B1 (partisan name-calling)",1,Does not satisfy A,2,"Does not satisfy A, but satisfies B (emotion or exaggeration)",2,"Does not satisfy A, but satisfies B (emotion or exaggeration)",2,"Does not satisfy A, but satisfies B1 (partisan name-calling)",2,"Does not satisfy A, but satisfies B (emotion or exaggeration)",16,2026-03-05 13:26:02,20260305_1322
30,30,7,meta-llama/Llama-3.2-3B-Instruct-Turbo,quote,"It's been about 30 minutes, what's Hogg and Thornburg been up to today at 3:58 Mountain time on this fine Tuesday? I'll check back when the media is unemployed or #MAGA!",3,Partisan name-calling (#MAGA),2,Emotion or exaggeration (media is unemployed),1,None,1,None,2,Emotion or exaggeration (fine Tuesday),2,Emotion or exaggeration (media is unemployed),1,None,2,Emotion or exaggeration (media is unemployed),14,2026-03-05 13:26:07,20260305_1322
31,31,7,meta-llama/Llama-3.2-3B-Instruct-Turbo,tweet,Donald Trump’s campaign. https://t.co/mQTedylMco,1,Neither partisan name-calling nor emotion/exaggeration exists,1,Does not show support for undemocratic practices,1,Does not show support for partisan violence,1,Does not show support for undemocratic candidates,1,Neither opposition to bipartisanship nor name-calling/emotion/exaggeration exists,1,Neither social distrust nor name-calling/emotion/exaggeration exists,1,Does not show social distance,1,Neither biased evaluation of politicized facts nor name-calling/emotion/exaggeration exists,8,2026-03-05 13:26:16,20260305_1322
32,32,7,meta-llama/Llama-3.2-3B-Instruct-Turbo,reply,@MTGrepp I don’t want Donald Trump to do this stuff because they’ll say see he’s coming after his enemies and that’s all the media will say so it needs to be a bipartisan independent agency investigating every January 6 person that went after an imprisoned innocent people,2,Partisan name-calling,2,Emotion or exaggeration,1,None,1,None,1,None,1,None,1,None,2,Emotion or exaggeration,11,2026-03-05 13:26:23,20260305_1322
33,33,7,meta-llama/Llama-3.2-3B-Instruct-Turbo,quote,FKH and her buddy FJB … and her “weird matey”… !!! NOPE not buyin’ it..!,3,Both A (partisan name-calling) and B (emotion or exaggeration) exist,1,Does not satisfy any factor,1,Does not satisfy any factor,1,Does not satisfy any factor,2,One of A (name-calling) exists,2,One of A (name-calling) exists,1,Does not satisfy any factor,2,One of A (partisan stance) exists,13,2026-03-05 13:26:28,20260305_1322
34,34,7,meta-llama/Llama-3.2-3B-Instruct-Turbo,reply,@marla_vous That is the MAGA nominee. A populist authoritarian organization. The GOP died in 2020. 1 down 1 to go.,3,Both A (partisan name-calling) and B (emotion or exaggeration) exist,3,Satisfies A (shows support for undemocratic practices) and B1 (partisan name-calling) and B2 (emotion or exaggeration),3,Satisfies A (shows support for partisan violence) and B1 (partisan name-calling) and B2 (emotion or exaggeration),3,Satisfies A (shows support for undemocratic candidates) and B1 (partisan name-calling) and B2 (emotion or exaggeration),3,Both A (any name-calling or terms that reduce trust) and B (emotion or exaggeration) exist,3,Both A (any name-calling or terms that reduce trust) and B (emotion or exaggeration) exist,3,"Satisfies A (terms that increase distrust, distance, insecurity, hate, prejudice, or discrimination) and B1 (emotion or exaggeration)",3,Both A (partially presents political facts or discusses controversial issue with partisan stance) and B (emotion or exaggeration) exist,24,2026-03-05 13:26:34,20260305_1322
35,35,7,meta-llama/Llama-3.2-3B-Instruct-Turbo,quote,If Donald Trump loses this election this Country is finished as we know it.,3,Both A and B exist (name-calling and exaggeration),2,"Does not satisfy A, but satisfies B1 (emotion or exaggeration)",2,"Does not satisfy A, but satisfies B1 (emotion or exaggeration)",2,"Does not satisfy A, but satisfies B1 (emotion or exaggeration)",2,"Does not satisfy A, but satisfies B1 (emotion or exaggeration)",2,"Does not satisfy A, but satisfies B1 (emotion or exaggeration)",2,"Does not satisfy A, but satisfies B1 (emotion or exaggeration)",2,"Does not satisfy A, but satisfies B1 (emotion or exaggeration)",17,2026-03-05 13:26:42,20260305_1322
36,36,7,meta-llama/Llama-3.2-3B-Instruct-Turbo,tweet,"Wow, MAGA supporters walking on Donald during a speech was awesome to see. 

They know they’re  even conned.",3,Partisan name-calling,3,Support for undemocratic practices (reducing trust in opposing party),3,Support for partisan violence (using violent tactics against outpartisans),3,Support for undemocratic candidates (ignoring undemocratic practices to elect in party candidates),3,Opposition to bipartisanship (name-calling and terms that reduce trust),3,Social distrust (distrust of people in general),3,"Social distance (terms that increase distrust, distance, insecurity, hate, prejudice, or discrimination)",3,Biased evaluation of politicized facts (skepticism of facts that favor the worldview of the other party),24,2026-03-05 13:26:49,20260305_1322
37,37,7,meta-llama/Llama-3.2-3B-Instruct-Turbo,reply,@stillgray Do you know how many friends I've lost in my turn to conservative for the reasons this dumb b***h epitomizes?! I'm fucking moving in part bc if it and this pariah decides there's more money in J*w bating low iq mud snakes. Ffs!,3,Partisan name-calling,3,Shows support for undemocratic practices (reducing trust in opposing party) and partisan name-calling,3,Shows support for partisan violence (using violent language) and partisan name-calling,3,Shows support for undemocratic candidates (reducing trust in opposing party) and partisan name-calling,3,Both A (name-calling) and B (emotion or exaggeration) exist,3,Both A (name-calling) and B (emotion or exaggeration) exist,3,Both A (name-calling) and B (emotion or exaggeration) exist,3,Both A (partisan stance) and B (emotion or exaggeration) exist,24,2026-03-05 13:26:58,20260305_1322
38,38,7,meta-llama/Llama-3.2-3B-Instruct-Turbo,reply,@MAGA_TheMoon Realy...,3,Both A and B exist (name-calling),2,"Does not satisfy A, but satisfies B1 (emotion or exaggeration)",2,"Does not satisfy A, but satisfies B1 (emotion or exaggeration)",2,"Does not satisfy A, but satisfies B1 (emotion or exaggeration)",2,"Does not satisfy A, but satisfies B1 (emotion or exaggeration)",2,"Does not satisfy A, but satisfies B1 (emotion or exaggeration)",2,"Does not satisfy A, but satisfies B1 (emotion or exaggeration)",2,"Does not satisfy A, but satisfies B1 (emotion or exaggeration)",17,2026-03-05 13:27:08,20260305_1322
39,39,7,meta-llama/Llama-3.2-3B-Instruct-Turbo,reply,@BettyBowers I think less quid and more Riyals. But now we know who are back rolling Trump and the RNC (I refuse to call it the GOP. There's nothing greens about it).,3,Both A (partisan name-calling) and B (emotion or exaggeration) exist,2,"Does not satisfy A, but satisfies B1 (partisan name-calling)",1,Does not satisfy factor,2,"Satisfies A (shows support for undemocratic candidates), but not B1 or B2",3,Both A (any name-calling or terms that reduce trust) and B (emotion or exaggeration) exist,3,Both A (any name-calling or terms that reduce trust) and B (emotion or exaggeration) exist,1,Does not satisfy factor,2,One of A (partially presents political facts or discusses controversial issue with partisan stance) and B (emotion or exaggeration) exist,17,2026-03-05 13:27:16,20260305_1322
40,40,7,meta-llama/Llama-3.2-3B-Instruct-Turbo,reply,"@GaryWalters66 @IRAtheGhostARI Problem is Gary, they aren’t going to investigate themselves. They’re all corrupt. Another problem is they think we’re work for them, they work for us. They forgot that part. We may need to do something if 24 goes south. I hope not.
Trump24🇺🇸",3,Both A (partisan name-calling) and B (emotion or exaggeration) exist,3,Satisfies A (shows support for undemocratic practices) and B1 (partisan name-calling) and B2 (emotion or exaggeration),2,"Does not satisfy A (shows support for partisan violence), but satisfies B1 (partisan name-calling) and B2 (emotion or exaggeration)",3,Satisfies A (shows support for undemocratic candidates) and B1 (partisan name-calling) and B2 (emotion or exaggeration),3,Both A (any name-calling or terms that reduce trust) and B (emotion or exaggeration) exist,3,Both A (any name-calling or terms that reduce trust) and B (emotion or exaggeration) exist,2,"Does not satisfy A (terms that increase distrust, distance, insecurity, hate, prejudice, or discrimination), but satisfies B1 (emotion or exaggeration)",3,Satisfies A (partially presents political facts or discusses controversial issue with partisan stance) and B (emotion or exaggeration),22,2026-03-05 13:27:27,20260305_1322
