row_id,date,post_type,keyword_category,language,like_count,retweet_count,reply_count,quote_count,view_count,text,hashtags,tweet_id,retweeted_tweet,quoted_tweet,url,user,raw_content,in_reply_to_screen_name,dataset_split,sampling_strategy,sampled_at
11,2024-08-12,tweet,republican,en,1,0,0,0,0,🚀 Check out MAGA Hat $MAGA prices @CoinGecko!✨🦎 https://t.co/nNFB4Fyrxm https://t.co/W39N1oiC5n,[],1822920589197132032,False,False,https://twitter.com/Laura97104108/status/1822920589197132005,"""{'id': 1385546129111228421, 'id_str': '1385546129111228421', 'url': 'https://twitter.com/L', 'username': 'L', 'rawDescription': 'Crypto \ud83d\ude80\ud83d\ude80\ud83d\ude80', 'created': datetime.datetime(2021, 4, 23, 10, 48, 49, tzinfo=datetime.timezone.utc), 'followersCount': 114, 'friendsCount': 387, 'statusesCount': 175, 'favouritesCount': 1312, 'listedCount': 0, 'mediaCount': 74, 'location': 'Ireland', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1807437846908899328/Sg0GMFfv_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",🚀 Check out MAGA Hat $MAGA prices @CoinGecko!✨🦎 https://t.co/nNFB4Fyrxm https://t.co/W39N1oiC5n,,,topic_diversified,2026-02-17 12:12:19.135327
12,2024-08-15,tweet,republican,en,0,0,0,0,0,"The fact that they decided to publish Hillary Clinton’s emails in 2016 to support Donald Trump, and decided not to publish Donald Trump’s emails in 2024 to support Donald Trump, shows exactly what is terribly wrong with our political mainstream media. 

- Andrea Junker",[],1824029980608679936,False,False,https://twitter.com/AmyGDal08328672/status/1824029980608680023,"""{'id': 1276208341413494787, 'id_str': '1276208341413494787', 'url': 'https://twitter.com/Amy G Dala', 'username': 'Amy G Dala', 'rawDescription': \""Lemme say THIS about THAT ...\\nI am Amy G. Dala, better known in scientific circles as amygdala. I'll definitely give you something to think about.\"", 'created': datetime.datetime(2020, 6, 25, 17, 43, 17, tzinfo=datetime.timezone.utc), 'followersCount': 45, 'friendsCount': 29, 'statusesCount': 35764, 'favouritesCount': 66, 'listedCount': 0, 'mediaCount': 16086, 'location': \""I'm in your brain!\"", 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1276534249122942980/c_kBr9mm_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","The fact that they decided to publish Hillary Clinton’s emails in 2016 to support Donald Trump, and decided not to publish Donald Trump’s emails in 2024 to support Donald Trump, shows exactly what is terribly wrong with our political mainstream media. 

- Andrea Junker",,,topic_diversified,2026-02-17 12:12:19.135327
13,2024-08-08,tweet,republican,en,0,0,0,0,0,"Trump &amp; MAGA politics crushes by far the Harris &amp; Waltz traitors
 https://t.co/Xo5msZZ1iy",[],1821686147887628288,False,False,https://twitter.com/letseifucandanz/status/1821686147887628605,"""{'id': 1314379597908185091, 'id_str': '1314379597908185091', 'url': 'https://twitter.com/M', 'username': 'M', 'rawDescription': 'https://t.co/CqBZ6dBXoc', 'created': datetime.datetime(2020, 10, 9, 1, 38, 32, tzinfo=datetime.timezone.utc), 'followersCount': 315, 'friendsCount': 1083, 'statusesCount': 6826, 'favouritesCount': 32794, 'listedCount': 0, 'mediaCount': 251, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1402260968252530695/5y4gBHQV_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","Trump &amp; MAGA politics crushes by far the Harris &amp; Waltz traitors
 https://t.co/Xo5msZZ1iy",,,topic_diversified,2026-02-17 12:12:19.135327
14,2024-08-19,reply,republican,en,0,0,0,0,0,@DennisMSwanson1 @GOP America has never been a nation. https://t.co/CmUtFsLeBK,[],1825330287716319232,False,False,https://twitter.com/winglash/status/1825330287716319242,"""{'id': 51332433, 'id_str': '51332433', 'url': 'https://twitter.com/F', 'username': 'F', 'rawDescription': '\u2764\ufe0f', 'created': datetime.datetime(2009, 6, 27, 3, 30, 27, tzinfo=datetime.timezone.utc), 'followersCount': 23, 'friendsCount': 8, 'statusesCount': 4198, 'favouritesCount': 5549, 'listedCount': 0, 'mediaCount': 610, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1837170318621687809/pYJ-9zrg_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",@DennisMSwanson1 @GOP America has never been a nation. https://t.co/CmUtFsLeBK,DennisMSwanson1,,topic_diversified,2026-02-17 12:12:19.135327
15,2024-08-11,reply,republican,en,0,0,0,0,0,"@Phil6741400 @eyeslasho @TheFP @Quillette Yet ""maga"" is ""low wit""",[],1822699955993121024,False,False,https://twitter.com/Bringbackthehi5/status/1822699955993121023,"""{'id': 874666914, 'id_str': '874666914', 'url': 'https://twitter.com/Adam James', 'username': 'Adam James', 'rawDescription': '', 'created': datetime.datetime(2012, 10, 12, 1, 17, 14, tzinfo=datetime.timezone.utc), 'followersCount': 218, 'friendsCount': 262, 'statusesCount': 5262, 'favouritesCount': 12689, 'listedCount': 1, 'mediaCount': 32, 'location': '', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","@Phil6741400 @eyeslasho @TheFP @Quillette Yet ""maga"" is ""low wit""",Phil6741400,,topic_diversified,2026-02-17 12:12:19.135327
16,2024-08-12,reply,republican,en,5,1,1,0,0,"@ofreacharound Apparently it’s been known in MN. CSM Behrends and other Guardsmen have been talking about it for years &amp; the GOP candidate brought it up during the 2022 election. MN media is Dem-run so it was largely smothered, but now that Walz is on the national stage it’s harder to hide",[],1822872268755620096,False,False,https://twitter.com/PunishedTaylor/status/1822872268755619970,"""{'id': 1530643344732332032, 'id_str': '1530643344732332032', 'url': 'https://twitter.com/PunishedJamesTaylor', 'username': 'PunishedJamesTaylor', 'rawDescription': '', 'created': datetime.datetime(2022, 5, 28, 20, 13, 18, tzinfo=datetime.timezone.utc), 'followersCount': 596, 'friendsCount': 559, 'statusesCount': 41932, 'favouritesCount': 143259, 'listedCount': 2, 'mediaCount': 695, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1530644118485049351/Wd4V-htT_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","@ofreacharound Apparently it’s been known in MN. CSM Behrends and other Guardsmen have been talking about it for years &amp; the GOP candidate brought it up during the 2022 election. MN media is Dem-run so it was largely smothered, but now that Walz is on the national stage it’s harder to hide",ofreacharound,,topic_diversified,2026-02-17 12:12:19.135327
17,2024-08-14,reply,republican,en,0,0,0,0,0,@VP is running the same campaign that @POTUS #SleepyJoe ran in 2020. Hoping that the American people blindly vote for her. It’s time to wake up and make America great again. GO VOTE!! @realDonaldTrump @X @elonmusk #MAGA #MAGA2024,"""[{'indices': [45, 55], 'text': 'SleepyJoe'}, {'indices': [214, 219], 'text': 'MAGA'}, {'indices': [220, 229], 'text': 'MAGA2024'}]""",1823593107486830848,False,False,https://twitter.com/Tingmeister/status/1823593107486830826,"""{'id': 301763452, 'id_str': '301763452', 'url': 'https://twitter.com/Jackson Tingle', 'username': 'Jackson Tingle', 'rawDescription': '', 'created': datetime.datetime(2011, 5, 20, 1, 7, 6, tzinfo=datetime.timezone.utc), 'followersCount': 35, 'friendsCount': 169, 'statusesCount': 218, 'favouritesCount': 94, 'listedCount': 1, 'mediaCount': 19, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/623183309204496385/mCDoSK7K_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",@VP is running the same campaign that @POTUS #SleepyJoe ran in 2020. Hoping that the American people blindly vote for her. It’s time to wake up and make America great again. GO VOTE!! @realDonaldTrump @X @elonmusk #MAGA #MAGA2024,VP,,topic_diversified,2026-02-17 12:12:19.135327
18,2024-08-15,reply,republican,en,0,0,1,0,0,@ericsuniverse @amyforsandiego @BillMelugin_ the trump supporters in LA county? That massive voting block? What the reporter should know is that the number of people who are completely closed to voting for a Trump supporter far out number folks who are in the maga cult. Especially in LA county.,[],1824192755146318336,False,False,https://twitter.com/Tjswrite/status/1824192755146318300,"""{'id': 1925751055, 'id_str': '1925751055', 'url': 'https://twitter.com/TJ', 'username': 'TJ', 'rawDescription': 'Actual tennis handicapper, former teaching pro and player. Former Venture Capital/Wall Street associate. Current Attorney. Team Apes but be smart about it.', 'created': datetime.datetime(2013, 10, 2, 5, 20, 5, tzinfo=datetime.timezone.utc), 'followersCount': 164, 'friendsCount': 191, 'statusesCount': 3562, 'favouritesCount': 1857, 'listedCount': 1, 'mediaCount': 1, 'location': 'Las Vegas/NYC', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/378800000536773964/2d12c454d71a5a78bd7ea3f7e6024686_normal.jpeg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",@ericsuniverse @amyforsandiego @BillMelugin_ the trump supporters in LA county? That massive voting block? What the reporter should know is that the number of people who are completely closed to voting for a Trump supporter far out number folks who are in the maga cult. Especially in LA county.,ericsuniverse,,topic_diversified,2026-02-17 12:12:19.135327
19,2024-08-13,reply,republican,en,0,0,0,0,0,"@daviddunn177 @Acyn she's so cute, too bad she sold her soul to the evils of the GOP",[],1823456248051696128,False,False,https://twitter.com/vespercene/status/1823456248051695616,"""{'id': 1816863377790058497, 'id_str': '1816863377790058497', 'url': 'https://twitter.com/Gurl DeBord \ud83d\udeb8', 'username': 'Gurl DeBord \ud83d\udeb8', 'rawDescription': 'just a little mischievous imp\\n\\n\u262d\ud83c\udff3\ufe0f\\u200d\u26a7\ufe0f\\n\\nmarxist-diogenist attempting pragmatism in an absurd world', 'created': datetime.datetime(2024, 7, 26, 15, 49, 32, tzinfo=datetime.timezone.utc), 'followersCount': 154, 'friendsCount': 620, 'statusesCount': 4426, 'favouritesCount': 3871, 'listedCount': 0, 'mediaCount': 403, 'location': \""Reynold's Folly\"", 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1847646337157775360/pQON2fZI_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","@daviddunn177 @Acyn she's so cute, too bad she sold her soul to the evils of the GOP",daviddunn177,,topic_diversified,2026-02-17 12:12:19.135327
20,2024-08-17,reply,republican,en,0,0,0,0,0,@RpsAgainstTrump Still enjoying this you MAGA freaks??? Is there literally anything he can say that will make you realize what a horrible person he is?,[],1824604400439992320,False,False,https://twitter.com/schmo_joe29612/status/1824604400439992391,"""{'id': 1709405908051083264, 'id_str': '1709405908051083264', 'url': 'https://twitter.com/Joe Schmo', 'username': 'Joe Schmo', 'rawDescription': '', 'created': datetime.datetime(2023, 10, 4, 3, 11, 48, tzinfo=datetime.timezone.utc), 'followersCount': 15, 'friendsCount': 11, 'statusesCount': 149, 'favouritesCount': 0, 'listedCount': 0, 'mediaCount': 0, 'location': '', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",@RpsAgainstTrump Still enjoying this you MAGA freaks??? Is there literally anything he can say that will make you realize what a horrible person he is?,RpsAgainstTrump,,topic_diversified,2026-02-17 12:12:19.135327
21,2024-08-15,reply,republican,en,0,0,0,0,0,"When Obama took over the republicans had run the economy in the ground, the banks had failed. Obama bailed them out. The automobile industry had failed Obama build them out. Donald Trump inherited a good economy.  from Obama, that's a fact.",[],1824184837768359936,False,False,https://twitter.com/RevGaryPless2/status/1824184837768360279,"""{'id': 1188964591306526723, 'id_str': '1188964591306526723', 'url': 'https://twitter.com/Gary Pless', 'username': 'Gary Pless', 'rawDescription': '', 'created': datetime.datetime(2019, 10, 28, 23, 44, 17, tzinfo=datetime.timezone.utc), 'followersCount': 17, 'friendsCount': 26, 'statusesCount': 1326, 'favouritesCount': 0, 'listedCount': 0, 'mediaCount': 47, 'location': '', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","When Obama took over the republicans had run the economy in the ground, the banks had failed. Obama bailed them out. The automobile industry had failed Obama build them out. Donald Trump inherited a good economy.  from Obama, that's a fact.",RevGaryPless2,,topic_diversified,2026-02-17 12:12:19.135327
22,2024-08-21,reply,republican,en,4,0,0,0,0,@Acyn Is this the point where MAGA heads start exploding!!??,[],1826048455359255040,False,False,https://twitter.com/salongroupnyc/status/1826048455359254983,"""{'id': 1112399528177602560, 'id_str': '1112399528177602560', 'url': 'https://twitter.com/The Salon Group', 'username': 'The Salon Group', 'rawDescription': 'Open businesses in Food/Hospitality. Capital raises in entertainment. Greenwich Village born/raised. Navy Vet. Georgetown Alum. Columbia & Wharton Certificates', 'created': datetime.datetime(2019, 3, 31, 17, 1, 29, tzinfo=datetime.timezone.utc), 'followersCount': 41, 'friendsCount': 81, 'statusesCount': 3582, 'favouritesCount': 23, 'listedCount': 1, 'mediaCount': 585, 'location': 'New York, NY', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1289289588360581120/Eep8jeA1_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",@Acyn Is this the point where MAGA heads start exploding!!??,Acyn,,topic_diversified,2026-02-17 12:12:19.135327
