row_id,date,post_type,language,like_count,retweet_count,reply_count,quote_count,view_count,text,hashtags,tweet_id,retweeted_tweet,quoted_tweet,url,user,raw_content,in_reply_to_screen_name,dataset_split,sampling_strategy,sampled_at
115,2024-11-06,tweet,en,2077,474,87,42,0,"Exit polls show Harris improved over Biden 2020 in just 3 key groups: 

* High income voters (+11 pts among $100K+)
* Secular voters (+7 pts among non-religious)
* College-educated white women (+5 pts)

All other shifts were minor or showed decline.",[],1854222916713624064,False,False,https://twitter.com/dellavolpe/status/1854222916713624014,"""{'id': 5562502, 'id_str': '5562502', 'url': 'https://twitter.com/John Della Volpe', 'username': 'John Della Volpe', 'rawDescription': 'Pollster | Author of FIGHT: How Gen Z is Channeling Their Fear & Passion to Save America | @SocialSphere | @HarvardIOP | @MSNBC Contributor', 'created': datetime.datetime(2007, 4, 27, 18, 37, 28, tzinfo=datetime.timezone.utc), 'followersCount': 22216, 'friendsCount': 3691, 'statusesCount': 11329, 'favouritesCount': 11187, 'listedCount': 409, 'mediaCount': 1090, 'location': 'United States', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1429914281152286722/xcWJOE7o_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","Exit polls show Harris improved over Biden 2020 in just 3 key groups: 

* High income voters (+11 pts among $100K+)
* Secular voters (+7 pts among non-religious)
* College-educated white women (+5 pts)

All other shifts were minor or showed decline.",,,stratified_engagement,2026-02-16 15:30:39.137595
116,2024-11-08,tweet,en,2716,659,65,23,0,"Alex Hawke: “Whether you’re progressive, whether you’re conservative, whether you’re from the left or right, you need to rise up and oppose this bill…the government’s role is not to adjudicate the content of people’s minds.”

https://t.co/v1ErQbU57w",[],1854689152316624896,False,False,https://twitter.com/FSUofAustralia/status/1854689152316624917,"""{'id': 1702052037742280705, 'id_str': '1702052037742280705', 'url': 'https://twitter.com/Free Speech Union of Australia', 'username': 'Free Speech Union of Australia', 'rawDescription': 'Our mission is to protect and promote Free Speech Rights in Australia. Join us!\ud83d\udc47', 'created': datetime.datetime(2023, 9, 13, 20, 10, 6, tzinfo=datetime.timezone.utc), 'followersCount': 10753, 'friendsCount': 1797, 'statusesCount': 1778, 'favouritesCount': 1024, 'listedCount': 61, 'mediaCount': 419, 'location': 'Australia', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1702052116528087040/QBJmc5Ly_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","Alex Hawke: “Whether you’re progressive, whether you’re conservative, whether you’re from the left or right, you need to rise up and oppose this bill…the government’s role is not to adjudicate the content of people’s minds.”

https://t.co/v1ErQbU57w",,,stratified_engagement,2026-02-16 15:30:39.137595
117,2024-11-07,tweet,en,2114,404,131,16,0,President Biden has the right to remain in office with the insurrection act. RIGHT?,[],1854323264631255552,False,False,https://twitter.com/LePapillonBlu2/status/1854323264631255389,"""{'id': 1464847548535955460, 'id_str': '1464847548535955460', 'url': 'https://twitter.com/The MAGA Slayer', 'username': 'The MAGA Slayer', 'rawDescription': 'I\u2019m a photographer, pictures here with my copyright on them are my own. \ud83d\udcf8 #Nikon #PhotoLove #PhotographyIsArt', 'created': datetime.datetime(2021, 11, 28, 6, 47, 38, tzinfo=datetime.timezone.utc), 'followersCount': 207909, 'friendsCount': 75473, 'statusesCount': 250390, 'favouritesCount': 348153, 'listedCount': 378, 'mediaCount': 75013, 'location': '3rd Rock from the Sun', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1854620017452568585/enuot5uG_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",President Biden has the right to remain in office with the insurrection act. RIGHT?,,,stratified_engagement,2026-02-16 15:30:39.137595
118,2024-11-08,tweet,en,9067,2162,215,46,0,"Harris–Biden broke our border ON PURPOSE with 94+ direct actions &amp; let-in 10,000,000+ illegal aliens.

This includes 425,431+ convicted criminals, 13,099+ murderers, &amp; 15,811+ sexual assaulters.

This resulted in innocent Americans killed.
This resulted in 320,000+ children lost. https://t.co/Rha2VbTghl",[],1854984851415257088,False,False,https://twitter.com/ByronDonalds/status/1854984851415257250,"""{'id': 96015533, 'id_str': '96015533', 'url': 'https://twitter.com/Byron Donalds', 'username': 'Byron Donalds', 'rawDescription': 'Congressman, husband, father and follower of Christ proudly serving #SWFL fighting for freedom, liberty, 2A & school choice. Official Account: @RepDonaldsPress', 'created': datetime.datetime(2009, 12, 11, 0, 6, 54, tzinfo=datetime.timezone.utc), 'followersCount': 926769, 'friendsCount': 531, 'statusesCount': 15040, 'favouritesCount': 2813, 'listedCount': 1800, 'mediaCount': 1966, 'location': 'Naples, Collier County #FL19', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1186140886775848960/_boneI0N_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","Harris–Biden broke our border ON PURPOSE with 94+ direct actions &amp; let-in 10,000,000+ illegal aliens.

This includes 425,431+ convicted criminals, 13,099+ murderers, &amp; 15,811+ sexual assaulters.

This resulted in innocent Americans killed.
This resulted in 320,000+ children lost. https://t.co/Rha2VbTghl",,,stratified_engagement,2026-02-16 15:30:39.137595
119,2024-11-10,tweet,en,2037,340,355,48,0,"If Biden were to resign and Harris become president for the next 70 days, it would...

1. Break the ultimate glass ceiling and free any future woman presidential candidate from fighting to be the first.

2. Mess up all Trump's 47th president merch.",[],1855675432080723968,False,False,https://twitter.com/apiper13/status/1855675432080724234,"""{'id': 486019777, 'id_str': '486019777', 'url': 'https://twitter.com/Allan Piper', 'username': 'Allan Piper', 'rawDescription': 'Filmmaker, @InequalityMedia head of content, @CourierNewsroom correspondent, @eVilsublet director, previously @nowthisnews sr politics producer\\nHe/Him/His', 'created': datetime.datetime(2012, 2, 7, 20, 47, 50, tzinfo=datetime.timezone.utc), 'followersCount': 8441, 'friendsCount': 1725, 'statusesCount': 14014, 'favouritesCount': 15110, 'listedCount': 61, 'mediaCount': 1277, 'location': 'New York', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1347167576888123392/OrGtT-XU_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","If Biden were to resign and Harris become president for the next 70 days, it would...

1. Break the ultimate glass ceiling and free any future woman presidential candidate from fighting to be the first.

2. Mess up all Trump's 47th president merch.",,,stratified_engagement,2026-02-16 15:30:39.137595
120,2024-11-06,tweet,en,24720,5506,356,168,0,"Dan Bongino @dbongino :
“And you know what happened? The garbage people, deplorable, hayseed people, redneck, fascist, Nazi, whatever you called us, you know what I call those people? I call them PATRIOTS and HEROES! They collectively gave the BIGGEST double-barreled middle https://t.co/jsPZzYeUIx",[],1854198079903178752,False,False,https://twitter.com/SaveUSAKitty/status/1854198079903178782,"""{'id': 1519041477384585218, 'id_str': '1519041477384585218', 'url': 'https://twitter.com/MAGA Kitty', 'username': 'MAGA Kitty', 'rawDescription': 'KITTY IS MY NAME, GRITTY IS MY NATURE\u203c\ufe0f I write things and stuff. #MAGA #TRUMP2024 #WARROOMPOSSE #BONGINOARMY #ALEXJONES \ud83c\uddfa\ud83c\uddf8\ud83c\uddfa\ud83c\uddf8\ud83c\uddfa\ud83c\uddf8', 'created': datetime.datetime(2022, 4, 26, 19, 52, 41, tzinfo=datetime.timezone.utc), 'followersCount': 34118, 'friendsCount': 6205, 'statusesCount': 58423, 'favouritesCount': 130645, 'listedCount': 10, 'mediaCount': 8898, 'location': 'In the Shadow of Mar-a-Lago', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1780033826833510400/JBgAWDl2_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","Dan Bongino @dbongino :
“And you know what happened? The garbage people, deplorable, hayseed people, redneck, fascist, Nazi, whatever you called us, you know what I call those people? I call them PATRIOTS and HEROES! They collectively gave the BIGGEST double-barreled middle https://t.co/jsPZzYeUIx",,,stratified_engagement,2026-02-16 15:30:39.137595
121,2024-11-08,tweet,en,2050,639,151,19,0,"“The FBI has informed one of President-elect Donald Trump’s lead attorneys that his cellphone was tapped by Chinese hackers.”

The report did not clarify if “Chinese hackers” was a euphemism for the FBI https://t.co/ROp195Ibyr",[],1854703591828718080,False,False,https://twitter.com/kylenabecker/status/1854703591828718076,"""{'id': 321954654, 'id_str': '321954654', 'url': 'https://twitter.com/Kyle Becker', 'username': 'Kyle Becker', 'rawDescription': 'Independent journalist. Previous: Writer/Assoc. Producer for #1 Fox News primetime show. Director of Viral Media & Sr. Mg. Ed. for Top 5 News & Politics website', 'created': datetime.datetime(2011, 6, 22, 12, 6, 56, tzinfo=datetime.timezone.utc), 'followersCount': 617614, 'friendsCount': 2891, 'statusesCount': 120357, 'favouritesCount': 392692, 'listedCount': 3010, 'mediaCount': 12192, 'location': 'Dallas, TX', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1758497181210734593/GTx_3XCf_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","“The FBI has informed one of President-elect Donald Trump’s lead attorneys that his cellphone was tapped by Chinese hackers.”

The report did not clarify if “Chinese hackers” was a euphemism for the FBI https://t.co/ROp195Ibyr",,,stratified_engagement,2026-02-16 15:30:39.137595
122,2024-11-03,tweet,en,119,23,5,0,0,"WATCH: Massive MAGA crowd waits in the cold to get into the Trump rally this morning in Lititz, Pennsylvania, near Lancaster https://t.co/1x9oG4g4oV",[],1853079058256482304,False,False,https://twitter.com/overton_news/status/1853079058256482467,"""{'id': 1653800539698737173, 'id_str': '1653800539698737173', 'url': 'https://twitter.com/Overton', 'username': 'Overton', 'rawDescription': 'Breaking. Decentralized. Uncensored. Telegram: https://t.co/f3EAseRUY1', 'created': datetime.datetime(2023, 5, 3, 16, 36, 17, tzinfo=datetime.timezone.utc), 'followersCount': 108830, 'friendsCount': 572, 'statusesCount': 12825, 'favouritesCount': 2103, 'listedCount': 411, 'mediaCount': 4910, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1660093699819274242/n7d3Tv0j_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","WATCH: Massive MAGA crowd waits in the cold to get into the Trump rally this morning in Lititz, Pennsylvania, near Lancaster https://t.co/1x9oG4g4oV",,,stratified_engagement,2026-02-16 15:30:39.137595
123,2024-11-08,tweet,en,106,15,6,0,0,The Department of Justice is reportedly looking to wind down the criminal cases against President-elect Donald Trump after his historic victory in the 2024 election. https://t.co/ks4ZELJ2wP,[],1854701020431237120,False,False,https://twitter.com/EpochTimesPrint/status/1854701020431237151,"""{'id': 1644436145160466432, 'id_str': '1644436145160466432', 'url': 'https://twitter.com/Epoch Times Print Edition', 'username': 'Epoch Times Print Edition', 'rawDescription': 'Discover Why Our Readers Love the Traditional Journalism Exclusively Found in Our Print Edition. Subscribe here \ud83d\udc49 https://t.co/633UuvkNAB', 'created': datetime.datetime(2023, 4, 7, 20, 25, 44, tzinfo=datetime.timezone.utc), 'followersCount': 3489, 'friendsCount': 22, 'statusesCount': 3560, 'favouritesCount': 2657, 'listedCount': 28, 'mediaCount': 959, 'location': 'Irvine, CA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1810461339179200512/EJzVc13j_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",The Department of Justice is reportedly looking to wind down the criminal cases against President-elect Donald Trump after his historic victory in the 2024 election. https://t.co/ks4ZELJ2wP,,,stratified_engagement,2026-02-16 15:30:39.137595
124,2024-11-04,tweet,en,428,108,34,6,0,We are excited to announce @gate_io has launched the official $MAGA coin perpetual contract trading (USDT margin) with 10X leverage! 🇺🇸🔥 https://t.co/XzyEGlvIE2,[],1853316584510558464,False,False,https://twitter.com/MAGACoinX/status/1853316584510558398,"""{'id': 1785952634337431552, 'id_str': '1785952634337431552', 'url': 'https://twitter.com/MAGA Coin', 'username': 'MAGA Coin', 'rawDescription': 'Welcome to the Official X Account for $MAGA Coin \ud83c\uddfa\ud83c\uddf8 \\nVote for Trump! #MAGA', 'created': datetime.datetime(2024, 5, 2, 8, 41, 14, tzinfo=datetime.timezone.utc), 'followersCount': 33020, 'friendsCount': 319, 'statusesCount': 2800, 'favouritesCount': 12258, 'listedCount': 94, 'mediaCount': 1386, 'location': 'MAGA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1791134452690923520/s4T-A-mF_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",We are excited to announce @gate_io has launched the official $MAGA coin perpetual contract trading (USDT margin) with 10X leverage! 🇺🇸🔥 https://t.co/XzyEGlvIE2,,,stratified_engagement,2026-02-16 15:30:39.137595
125,2024-11-10,quote,en,8992,3334,612,366,0,When Donald Trump sees this tweet: https://t.co/RnDb8gmN0G,[],1855603198783840512,False,True,https://twitter.com/saniology/status/1855603198783840335,"""{'id': 474336510, 'id_str': '474336510', 'url': 'https://twitter.com/Sanruk Musa\u2728\ud83c\udfd6', 'username': 'Sanruk Musa\u2728\ud83c\udfd6', 'rawDescription': 'Slave of Allah | Aspiring Politician | \ud83c\udff8 |Forex | \u0627\u0644\u0644\u064e\u0651\u0647\u064f\u0645\u064e\u0651 \u0625\u0650\u0646\u0650\u0651\u0646\u0627 \u0646\u064e\u0633\u0652\u0623\u064e\u0644\u064f\u0643\u064e \u0627\u0644\u0652\u0639\u064e\u0627\u0641\u0650\u064a\u064e\u0629\u064e | 2:286| 65:3| @Manutd | Power System Engineer | MIAENG', 'created': datetime.datetime(2012, 1, 25, 22, 4, 23, tzinfo=datetime.timezone.utc), 'followersCount': 24618, 'friendsCount': 11143, 'statusesCount': 156057, 'favouritesCount': 286606, 'listedCount': 12, 'mediaCount': 3899, 'location': 'Abuja | Kaduna', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1705324669790748672/pxUOqpZ8_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",When Donald Trump sees this tweet: https://t.co/RnDb8gmN0G,,,stratified_engagement,2026-02-16 15:30:39.137595
126,2024-11-08,tweet,en,277,18,91,2,0,what are you drinking? https://t.co/sIU1Shk46M,[],1854675202900475904,False,False,https://twitter.com/MagaGirlKate/status/1854675202900476012,"""{'id': 1198489498100867072, 'id_str': '1198489498100867072', 'url': 'https://twitter.com/Kate (Nellie-Kate)\ud83d\ude0d\ud83c\uddfa\ud83c\uddf8\ud83c\uddfa\ud83c\uddf8\\u200f', 'username': 'Kate (Nellie-Kate)\ud83d\ude0d\ud83c\uddfa\ud83c\uddf8\ud83c\uddfa\ud83c\uddf8\\u200f', 'rawDescription': '21 #SouthernBelle #Countrygirl #TrumpVance2024 #MAGA #NoDMs\\n\\nBe positive&respectful!\\n\\nIf you attack me in any way, you get blocked so stop crying!', 'created': datetime.datetime(2019, 11, 24, 6, 32, 43, tzinfo=datetime.timezone.utc), 'followersCount': 51694, 'friendsCount': 32809, 'statusesCount': 22956, 'favouritesCount': 57831, 'listedCount': 30, 'mediaCount': 1252, 'location': 'Southern, USA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1838075302569730049/9yt40td0_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",what are you drinking? https://t.co/sIU1Shk46M,,,stratified_engagement,2026-02-16 15:30:39.137595
127,2024-11-04,tweet,en,86335,7876,1926,224,0,"I voted against Donald Trump for the third time.

And for the third time I’m wondering why someone like Donald Trump is on the ballot.",[],1853418676516474880,False,False,https://twitter.com/lifesafeast/status/1853418676516474982,"""{'id': 42074224, 'id_str': '42074224', 'url': 'https://twitter.com/Jamie Schler', 'username': 'Jamie Schler', 'rawDescription': \""Food detective.  Writer, cookbook author, podcaster, jam maker, hotel owner. Discover me at https://t.co/p7pavjwL52 and let's #endALS\"", 'created': datetime.datetime(2009, 5, 23, 18, 36, 12, tzinfo=datetime.timezone.utc), 'followersCount': 73145, 'friendsCount': 14794, 'statusesCount': 316047, 'favouritesCount': 234128, 'listedCount': 794, 'mediaCount': 20623, 'location': 'Chinon, France', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1824484874108981257/xORuhvFl_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","I voted against Donald Trump for the third time.

And for the third time I’m wondering why someone like Donald Trump is on the ballot.",,,stratified_engagement,2026-02-16 15:30:39.137595
128,2024-11-04,tweet,en,53906,13621,1451,289,0,"🚨🚨🚨Donald Trump Jr. says Celebrities are Endorsing Kamala because of BLACKMAIL in the Diddy tapes:

""All these celebs were sitting out 2024 because they know nothing about politics - then the Diddy tapes drop and everyone starts endorsing. Not a conspiracy. There are photos!"" https://t.co/IDW5FmhcdV",[],1853523473500356864,False,False,https://twitter.com/bennyjohnson/status/1853523473500356704,"""{'id': 15212187, 'id_str': '15212187', 'url': 'https://twitter.com/Benny Johnson', 'username': 'Benny Johnson', 'rawDescription': 'i make internet', 'created': datetime.datetime(2008, 6, 23, 21, 33, 20, tzinfo=datetime.timezone.utc), 'followersCount': 2971262, 'friendsCount': 3474, 'statusesCount': 100874, 'favouritesCount': 23228, 'listedCount': 8539, 'mediaCount': 35049, 'location': 'Tampa Florida ', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1628474658583457793/KRPfh8Zb_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","🚨🚨🚨Donald Trump Jr. says Celebrities are Endorsing Kamala because of BLACKMAIL in the Diddy tapes:

""All these celebs were sitting out 2024 because they know nothing about politics - then the Diddy tapes drop and everyone starts endorsing. Not a conspiracy. There are photos!"" https://t.co/IDW5FmhcdV",,,stratified_engagement,2026-02-16 15:30:39.137595
129,2024-11-05,tweet,en,866,340,427,17,0,"🚂 TUESDAY ELECTION TRAIN 🚃

🔥 LET'S GROW TOGETHER 🔥 

💥 DROP YOUR HANDLES 💥 

💫 CONNECT WITH OTHER PATRIOTS 💫

MAGA &amp; MAHA UNITE NOW TO SAVE AMERICA https://t.co/orrlnX4jVL",[],1853770866363912704,False,False,https://twitter.com/DonnaBarford/status/1853770866363912696,"""{'id': 1587054771210534919, 'id_str': '1587054771210534919', 'url': 'https://twitter.com/Donna Barford', 'username': 'Donna Barford', 'rawDescription': \""Married, MAGA, Constitution Conservative, Christian, Pro-Life, IFBAP, NO DM's #Trump2024 #NoList\"", 'created': datetime.datetime(2022, 10, 31, 12, 12, 13, tzinfo=datetime.timezone.utc), 'followersCount': 77678, 'friendsCount': 62383, 'statusesCount': 96562, 'favouritesCount': 848985, 'listedCount': 19, 'mediaCount': 14482, 'location': 'Texas', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1823814538241662976/8RUL-Jmd_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","🚂 TUESDAY ELECTION TRAIN 🚃

🔥 LET'S GROW TOGETHER 🔥 

💥 DROP YOUR HANDLES 💥 

💫 CONNECT WITH OTHER PATRIOTS 💫

MAGA &amp; MAHA UNITE NOW TO SAVE AMERICA https://t.co/orrlnX4jVL",,,stratified_engagement,2026-02-16 15:30:39.137595
130,2024-11-08,tweet,en,6029,370,123,105,0,"“I’m a big Lord of the Rings guy, and I think, not realizing it at the time, but a lot of my conservative worldview was influenced by Tolkien growing up,” Vance said on a podcast in 2021 https://t.co/6Tn14xtIVa",[],1854735824979739136,False,False,https://twitter.com/Sachinettiyil/status/1854735824979739110,"""{'id': 923113340548784128, 'id_str': '923113340548784128', 'url': 'https://twitter.com/Sachin Jose', 'username': 'Sachin Jose', 'rawDescription': 'Founder: @frassatidigital | Digital Consultant | Catholic Journalist | DM for marketing consultation | To support my work\ud83d\udc49: https://t.co/wRl2nEiZJP', 'created': datetime.datetime(2017, 10, 25, 9, 5, 45, tzinfo=datetime.timezone.utc), 'followersCount': 182719, 'friendsCount': 20150, 'statusesCount': 26155, 'favouritesCount': 172545, 'listedCount': 573, 'mediaCount': 12608, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1805637371586822145/Em0PAvCc_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","“I’m a big Lord of the Rings guy, and I think, not realizing it at the time, but a lot of my conservative worldview was influenced by Tolkien growing up,” Vance said on a podcast in 2021 https://t.co/6Tn14xtIVa",,,stratified_engagement,2026-02-16 15:30:39.137595
131,2024-11-08,tweet,en,104368,10774,870,214,0,"Jon Voight says he is SO PROUD to call Donald Trump 'My President!'

Me too, Jon! https://t.co/wkJ0zVkkBd",[],1855002110200627200,False,False,https://twitter.com/ACTBrigitte/status/1855002110200627253,"""{'id': 722528529716383744, 'id_str': '722528529716383744', 'url': 'https://twitter.com/Brigitte Gabriel', 'username': 'Brigitte Gabriel', 'rawDescription': 'Survivor of Terrorism. @ACTforAmerica Founder & Chairman. NYT Best-Selling Author. National Security Expert. RTs/Likes are NOT Endorsements. OFFICIAL ACCOUNT.', 'created': datetime.datetime(2016, 4, 19, 20, 53, 20, tzinfo=datetime.timezone.utc), 'followersCount': 1242265, 'friendsCount': 2219, 'statusesCount': 47840, 'favouritesCount': 79332, 'listedCount': 3301, 'mediaCount': 4943, 'location': 'USA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1001845274476797954/TbklBZ1r_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","Jon Voight says he is SO PROUD to call Donald Trump 'My President!'

Me too, Jon! https://t.co/wkJ0zVkkBd",,,stratified_engagement,2026-02-16 15:30:39.137595
132,2024-11-08,tweet,en,2715,661,65,23,0,"Alex Hawke: “Whether you’re progressive, whether you’re conservative, whether you’re from the left or right, you need to rise up and oppose this bill…the government’s role is not to adjudicate the content of people’s minds.”

https://t.co/v1ErQbU57w",[],1854689152316624896,False,False,https://twitter.com/FSUofAustralia/status/1854689152316624917,"""{'id': 1702052037742280705, 'id_str': '1702052037742280705', 'url': 'https://twitter.com/Free Speech Union of Australia', 'username': 'Free Speech Union of Australia', 'rawDescription': 'Our mission is to protect and promote Free Speech Rights in Australia. Join us!\ud83d\udc47', 'created': datetime.datetime(2023, 9, 13, 20, 10, 6, tzinfo=datetime.timezone.utc), 'followersCount': 10510, 'friendsCount': 1796, 'statusesCount': 1762, 'favouritesCount': 1019, 'listedCount': 61, 'mediaCount': 412, 'location': 'Australia', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1702052116528087040/QBJmc5Ly_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","Alex Hawke: “Whether you’re progressive, whether you’re conservative, whether you’re from the left or right, you need to rise up and oppose this bill…the government’s role is not to adjudicate the content of people’s minds.”

https://t.co/v1ErQbU57w",,,stratified_engagement,2026-02-16 15:30:39.137595
133,2024-11-02,tweet,en,13583,3635,2085,489,0,"NEW: President Joe Biden says Republicans like Donald Trump are the type of guys you'd ""like to smack in the a$$.""

Is this an endorsement for Trump?

""But I'm serious, these are the kind of guys you'd like to smack in the a$$.""

The comment comes as the Harris campaign is https://t.co/4p1XENYKJH",[],1852803166120648960,False,False,https://twitter.com/CollinRugg/status/1852803166120648854,"""{'id': 890061634181373952, 'id_str': '890061634181373952', 'url': 'https://twitter.com/Collin Rugg', 'username': 'Collin Rugg', 'rawDescription': 'Co-Owner of Trending Politics | Investor | American \ud83c\uddfa\ud83c\uddf8', 'created': datetime.datetime(2017, 7, 26, 4, 10, 4, tzinfo=datetime.timezone.utc), 'followersCount': 1623026, 'friendsCount': 558, 'statusesCount': 20171, 'favouritesCount': 6782, 'listedCount': 4967, 'mediaCount': 6053, 'location': 'United States', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1325087660428447746/4DL2iq76_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","NEW: President Joe Biden says Republicans like Donald Trump are the type of guys you'd ""like to smack in the a$$.""

Is this an endorsement for Trump?

""But I'm serious, these are the kind of guys you'd like to smack in the a$$.""

The comment comes as the Harris campaign is https://t.co/4p1XENYKJH",,,stratified_engagement,2026-02-16 15:30:39.137595
134,2024-11-08,tweet,en,96,32,12,4,0,"Russian President Vladimir Putin congratulated Donald Trump on winning the US election, praised him for showing courage when a gunman tried to assassinate him, and said Moscow was ready for dialogue with the Republican president-elect https://t.co/h36MkYHX2n https://t.co/KHziV345Hh",[],1854763279610266112,False,False,https://twitter.com/Reuters/status/1854763279610266074,"""{'id': 1652541, 'id_str': '1652541', 'url': 'https://twitter.com/Reuters', 'username': 'Reuters', 'rawDescription': 'Top and breaking news, pictures and videos from Reuters. For breaking business news, follow @ReutersBiz. Our daily podcast is here: https://t.co/KO0QFy0d3a', 'created': datetime.datetime(2007, 3, 20, 17, 46, 5, tzinfo=datetime.timezone.utc), 'followersCount': 25652758, 'friendsCount': 1227, 'statusesCount': 1201794, 'favouritesCount': 724, 'listedCount': 136294, 'mediaCount': 943059, 'location': 'Around the world', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1793009465060372480/iNK3rOcu_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","Russian President Vladimir Putin congratulated Donald Trump on winning the US election, praised him for showing courage when a gunman tried to assassinate him, and said Moscow was ready for dialogue with the Republican president-elect https://t.co/h36MkYHX2n https://t.co/KHziV345Hh",,,stratified_engagement,2026-02-16 15:30:39.137595
