row_id,post_type,text,keyword_category,hashtags,like_count,date
59,reply,"@RpsAgainstTrump @seatedinperil My favorite was #26, truly gives the perspective of the enormity at stake https://t.co/SWG4a73VUf",republican,[],11,2024-08-12
60,reply,"@GuntherEagleman it started cause the white man didn't like seeing a black man become commander in chief. it's how we get to project 2025, Trump puppet wants to implement..    but gop Maga supporting an old weak man who yells on X and rambles wil be disappointed just like his loss in 2020.",republican,[],0,2024-08-09
61,reply,@akafacehots Yeah Yeah yeah and Hillary’s emails…  MAGA  ploys  are  so predictable and  stale.,republican,[],0,2024-08-10
62,reply,"@RonFilipkowski That's more than weird, that's a threat. Can you even imagine a time before MAGA where someone would drive down the road with something like that on their vehicle? 

Trump and his followers have changed America for the worse.",republican,[],4,2024-08-18
63,reply,@JaniceTibbetts1 @quadcarl_carl @patriotmary4 @realDonaldTrump I did Google it and Yahoo Finance tells a completely different story. It states Trump will leave it unchanged and the retirement age will not be changed either. Nikki Haley had proposed that.,republican,[],0,2024-08-13
64,reply,"@pr0ud_americans @NowPammsy Nooooooo!!!  Then I won’t be able to wear my 45,47 SHIRT!!  lol😅😂because then Trump will be 45,48!!!",republican,[],0,2024-08-17
65,reply,"@deanteamscene @DocNetyoutube Regardless, it says if Merchan denies the motion for dismissal, Trump has a right to file an interlocutory appeal immediately to SCOTUS… they won’t appreciate a lower court trying to say, “well, we only used a sliver of Presidential immunity activities to prosecute Trump”.

😉👍🏻",republican,[],1,2024-08-20
66,reply,@DefiantLs If she gets a Donald Trump trial that’s fixed and corrupt she’ll probably get awarded $50 billion. if she gets an actual real trial will find out that she has an XY chromosome and other juicy details that will damage her reputation and possibly lose her gold medal,republican,[],0,2024-08-14
67,reply,@RonFilipkowski When republicans screw up they sue like all losers. They rarely win and usually cry in the media first.,republican,[],0,2024-08-13
68,reply,@_johnnymaga Forced enthusiasm,republican,[],0,2024-08-21
69,reply,"@ChrisDJackson @JohnJoh10388787 @POTUS @JoeBiden Trump was a great President! We need four more years of low interest rates, affordable food and gas prices, and no wars. A very likeable, badarse, and seasoned business man. Love Trump! MAGA’s very best to you! Trump to bring America out of the ashes. 🇺🇸❤️🔥✝️🙏👏🇺🇸",republican,[],0,2024-08-11
70,reply,"@90sLoverMissIt MAGA hates conservatives. I’ve lost count of the number of Trump supporters who believe that DeSantis is a fascist, far-right extremist, authoritarian, or anti-women.",republican,[],3,2024-08-12
71,reply,"@krassenstein @PKurzin ""Shit Pivots"" as they say in the tech world. If the GOP was blindsided by the fact that a 80-year-old guy may drop (or worse)out of a presidential race why the hell would we put them in charge of the nuclear triad? ""I was caught unawares"" -not the right answer from a president.",republican,[],0,2024-08-11
72,reply,"@SicCoP1 This is exactly how they get simplistic and naive people. They make you think its a simple transparency issue, meanwhile you have no clue who or what you re really supporting, and what will happen. It's like 'Save the Children"" of maga trolls, who wouldn't want to save them! 🙄",republican,[],0,2024-08-13
73,reply,@TheRichFromCali If we had an AG Donald Trump would be  going to jail.,republican,[],0,2024-08-13
74,reply,"@GOP Why debate when you are in the lead.
Just ask Trump....",republican,[],0,2024-08-09
75,reply,@realJennaEllis MAGA hates you. We hate you. Just go away.,republican,[],0,2024-08-12
76,quote,"@emilthrockmore @MikeSington Here are multiple angles and videos MAGA 🤡🤡🤡's:

https://t.co/EykCo3fvZI",republican,[],0,2024-08-11
77,reply,"@Socket1Sophie Did a news feature back in the 80s when there was the switch from DHSS to Housing Benefit. 
We had a property company and met the Conservative Minister in Parliament to try and sort the shambles.",republican,[],0,2024-08-15
78,reply,"@elonmusk @AutismCapital After the assassination attempt I did a Google search. 

Could not find a conservative outlet but I found two or three links to Al Jazeera...

Been using Duck-Duck-Go a little more since then",republican,[],0,2024-08-13
79,reply,@atensnut No that's what they performed on Donald Trump after his fifth scourge child,republican,[],0,2024-08-19
80,reply,@realLizUSA Holy crap. The RNC actually did something in support of election integrity. This is a first.,republican,[],3,2024-08-19
81,tweet,Abortion  is already illegal in 1/3 of states because of Donald Trump. We can’t let the GOP fill any more seats until Trump is history ... https://t.co/yU3j0UvzuU via @YouTube,republican,[],0,2024-08-19
82,quote,The DNC Convention is helping Trump 😂🖕🏼🇺🇸 #MAGA #Trump2024IsTheOnlyChoice #DemocratsAreDestroyingAmerica,republican,"""[{'indices': [42, 47], 'text': 'MAGA'}, {'indices': [48, 73], 'text': 'Trump2024IsTheOnlyChoice'}, {'indices': [74, 104], 'text': 'DemocratsAreDestroyingAmerica'}]""",2,2024-08-21
83,tweet,"Donald Trump golf course set to have the highest green fees on the planet in 2025

#Trump #DonaldTrump @TrumpTurnberry @TrumpGolf 
https://t.co/ajbOiCEaHN",republican,"""[{'indices': [83, 89], 'text': 'Trump'}, {'indices': [90, 102], 'text': 'DonaldTrump'}]""",1,2024-08-20
84,reply,@The_Real_BiM @terrymbs2 @AdorablePodcast @RossGilroy @memequeenkimmy @SecularSmurf @OsingaPeter @America1Eagle1 @TreatHunterDog @56tweets4 @petewoodward0 @OnlyaMoment3 @hellosf77 @NewfMom29 @edielizzard1 @L331024 @zypisfy @scottstocker4 @ReganLieutenant @EMNODAERTTONOD @IZMKS44 @Jetson77 @UndeC08 @justasimplema20 @BettyBoop8209 @Woody4123 @BuckSatanLives @Missy10013Kathy @AdamTarver6 @cherylhart00 @carolyn_from @NatashaForTrump @TastyMorsel6 @mccuan_lois @Sofie_Z1 @AnnoyedTaurus @Theresa51332 @MsPeabiddy @bubba6186422393 @GnosticMessiah @lucy_neuwirth @BobBComedy @ThereseOSulliv2 @RaylynCurtis @RightDaisy @doggebukser @GrishamHun11462 @zipthwung @warmachineofgod sore loser... Trump and his kult of maga morons is DONE... https://t.co/m2oVznwFzn,republican,[],2,2024-08-14
85,reply,@the_1_Barber @brui4ns1 @JoeyMannarinoUS Trump is a scumbag. Been that way since the 80s. He's not fit for any public office bc he's not about serving others. He's about himself. He and Maga cult will be studied in future yrs to determine how he manipulated so many to join his movement. It truly is a psychological study,republican,[],1,2024-08-15
86,tweet,If y'all are an American and a Christian. Y'all will vote for Donald Trump.,republican,[],0,2024-08-19
87,reply,@RosenforNevada Trump2024,republican,[],0,2024-08-09
88,reply,"@rattlecans I wrote a piece - a little bit touching on this exact subject- for my Substack a while back. In that I was decrying the demise of this fine old English conservative tradition, being replaced by Farage empty US populist shite.
The English tradition of conservatism is shrivelling",republican,[],0,2024-08-08
89,reply,@DWPippy It seems he also owns several members of the GOP Congress.,republican,[],0,2024-08-11
90,reply,@lsferguson Yes you are right! I feel the same way Steve! I pray @realDonaldTrump wins! Our Country is in Bad shape because of the MSM and corrupt politicians from the evil traitors in the Deep State communist @DNC and RINO @GOP ! Patriots who love our great Country will vote for Trump!🙏🇺🇲 https://t.co/slOonOY6Zf,republican,[],0,2024-08-13
91,reply,@RealCandaceO The problem is that Progressives are a moving target and the GOP are slow to adapt. The right still operate as if it is still a contest between Republicans and Democrats. Fortunately Progressives react like super-balls in a small room. Quirky but manageable.,republican,[],0,2024-08-10
92,reply,"@AmericaPapaBear She’s not Donald Trump.
I say this frustrated.. because I’m a huge Trump fan.
Trump needs to shut up and be optimistic",republican,[],0,2024-08-11
93,reply,"@GNQ__ MAGA brainwashing ok.

The problem is, you see 99% of current issues through the lens of your own sexuality and ignore everything else. You’re young. You have a lot of maturing to do.",republican,[],5,2024-08-19
94,reply,"@MichaelSteele @susanrwncomau @MichaelSteele you are not a Conservative not a Republican, &amp; not even a RINO.  You're just trying to take over for Mitt Romney and get some attention as the 'conservative' CNN hauls out with their propaganda.  It's shameful and disgusting.",republican,[],0,2024-08-09
95,reply,"@texan_maga Why call it MPOX and not Monkey Pox? 
 Remember those monkeys that escaped in PA??  They were being transferred from one laboratory to another when the truck wrecked and they issued a state of emergency over it until all the monkeys were caught dead or alive???  Just",republican,[],1,2024-08-15
96,reply,"@thestustustudio @ChicagoDNC24 @FBI They’re honestly haters, chant for hate-war-intifada, hate America, w major effort to impress terrorist jihadhi they’re not infidels. 😂

Sans masks, their parasitic facade holds a day job while being misogynistic racists. 

The jihadi infidel cult like MAGA hopes for Trump? https://t.co/fWkuFRKwkH",republican,[],0,2024-08-13
97,reply,"@NJ_Timothy Nick.

Why don't you just face facts?

May, Johnson and Sunak wilfully sent the Conservative Party up the swanny.

The UK is now firmly in the grip of the Deep State as a result.

@reformparty_uk know this, as do the majority of former Tory voters.",republican,[],0,2024-08-15
98,tweet,Opinion | Elon Musk and Donald Trump share the worst similarities https://t.co/dD6t0G3QvA via @msnbc,republican,[],2,2024-08-11
99,reply,"@GuntherEagleman House GOP wasted two years and millions of taxpayer dollars producing a report that didn’t even recommend impeachment and you’re like “Yeah, please feed me some more bullshit”.",republican,[],1,2024-08-19
100,reply,"@Lynnebf_2846 @RNC Fake poll, fake news.",republican,[],0,2024-08-09
101,reply,"@jkloc420 @RyanWarIsGood @SwissWatchGuy @DanielBarkeley And when Trump, Don Jr., or Vivek run in 2028 MAGA will be so excited and tell us that it's the most important election ever.",republican,[],2,2024-08-14
102,tweet,"Mark Robinson and the GOP want a total abortion ban in NC  

 https://t.co/gxANTxWf3Y",republican,[],1,2024-08-14
103,reply,"@CPAC @mschlapp @mercedesschlapp Nice cope, MAGAts",republican,[],0,2024-08-21
104,reply,"@tltown2019 Republicans had it out for the Dept of Education and the public school system since public schools were integrated. The rise of Jerry Falwell, the “moral majority”, the “contract with America”, the right’s obsession with abortion and birth control, all started with integration",republican,[],0,2024-08-14
105,reply,@saras76 @harryjsisson Then why won’t she debate Trump on the 4th at FOX?,republican,[],0,2024-08-09
106,reply,"@harryjsisson The Maga Folks have 1000 trucks decorated to 1 Harris/Walz truck or car. 
Trump/Vance are are wining it! LFG https://t.co/IbnVbhxiWa",republican,[],0,2024-08-17
107,reply,"@HuffPost Joke. Whats old like donald trump, lumpy like donald trump, fading and incoherent by donald trump.. and calls themselves a republican..? ====@LindseyGrahamSC",republican,[],0,2024-08-15
108,quote,The MAGA Movement is almost gone. This is what defeat looks like.,republican,[],0,2024-08-09
109,reply,@SaveUSAKitty I thought melania was the maga kitty,republican,[],0,2024-08-17
110,reply,"@mdm03710 @EdmundSmirk On this, to an extent, we can agree: I think his complaints about Conservative women in bikinis (on the beach, BTW) is BS, for example, and frankly delegitimizes his Finer Point Straussian satire regarding mermaids....

Nonetheless, he IS correct in his general critique on...",republican,[],1,2024-08-20
111,reply,@BillSewell11 @DontPanic404 @jakefromgeorgia @YourWebmiester @Jason @TheDemocrats @GOP @realDonaldTrump @JDVance So if your grandmother can't breathe without the assistance of oxygen in a hospital she's no longer a person.  Got it.,republican,[],0,2024-08-12
112,reply,"@NikkiHaley You are part of the Trump government that shows Trump doesnt give a shit about the people, neither GOP or DEM give a shit about the people, even the people dont guve a shit abt them otherwise they wont be voting these two pirate organisations",republican,[],0,2024-08-14
113,reply,"@RonFilipkowski Well at least he’s talking to a camera and not an empty chair at the GOP convention. Oh wait, the GOP convention had Hulk Hogan tearing of his shirt. 🤦‍♀️",republican,[],0,2024-08-08
114,reply,"@realDannyLucas_ @RealAlexJones These kind of things are what we need to get our administration away from in fact we need our administration away from us. We need Donald Trump back in the office. We need world peace, and we need to be with the Lord. God bless United States and everyone in the world.",republican,[],0,2024-08-15
115,tweet,"Jenrick is a conman who used his power to fidde funding to punish Labour areas &amp; reward Conservative ones.
Now he's reading from the painfully obvious culture war playbook appealling to Conservative members who haven't been within a mile of a Muslim and vote led by racism &amp; fear",republican,[],2,2024-08-08
116,tweet,Donald Trump Built a National Debt So Big (Even Before the Pandemic) That It’ll Weigh Down the Economy for Years https://t.co/xFZhbsLkpX,republican,[],0,2024-08-19
117,reply,@Lissa4Trump @MassholeJay @misfitnici @45mx_7 @PriamtheB @TJDOGMANR2 @Tweeklives @TwinsBus @bdonesem @1109Patricia @SirFlyzalot @DesireeAmerica4 @Zegdie @ZeTeamZ @Ms_Betty_Bop @ZadeSmith4 @smow2104 @StarxFire @candace_lo70387 @Amy95474055 Thank you my Dear Friend Lisa for the honor ♥️🥰,republican,[],1,2024-08-15
118,reply,"@KO51056 @hodgetwins The MAGA crowd has become like school children left out of the cool kids party.  It’s embarrassing. We all know it just lies, propaganda, evil, and TDS.",republican,[],0,2024-08-20
119,reply,@GOP You know she's only the VP right?,republican,[],1,2024-08-15
120,reply,@MailOnline MAGA PROPAGANDA FROM A REPULSIVE EXCUSE FOR A NEWSPAPER WITH A SEWER FUELLED LIAR POSTING GOT IT,republican,[],2,2024-08-19
121,reply,@KeneAkers What did Donald Trump do for anyone 🤔?,republican,[],0,2024-08-05
122,reply,@AgentSelf99B GOP successfully stole the election in the coup of 2000.  Of course they will try again,republican,[],0,2024-08-17
123,reply,@Maga_47_FKH @Victorious329 @Larry_in_TX @gotrice2024 @SoCalRuss1983 @WithinLimits24 @perseverare1776 @tbfreespeach @KeyserSoese @1776General_ @Landofillusion1 @Tyler_Fritz76 @LaylaLovesLays Where is the real Joe Gatto?,republican,[],0,2024-08-13
124,tweet,"Police officers okay with this picture rode around town such image this is very dangerous
Its a treat what they want to do.They need lock him up.
Terrorist action to kidnap vice President of #America unacceptable pure hatred for a difference race MAGA are racist terrorist group. https://t.co/HaBNMAgORA",republican,"""[{'indices': [191, 199], 'text': 'America'}]""",0,2024-08-18
125,tweet,American Politics Central: Donald Trump Suffers Double Polling Blow Over Econ... https://t.co/6aa6RO9MWy,republican,[],0,2024-08-13
126,reply,"@BklynP8triot NOBODY stole the election in 2020, so I'm gonna say NO.
It's funny how American elections were respected, applauded, and watched all over the world until a D-list failed businessman told you they weren't. With ZERO PROOF! 
Donald Trump is the Amber Heard of politics. 🤔🤣😎",republican,[],0,2024-08-12
127,reply,@simonateba @realannapaulina So her biggest accomplishment is having a nice ass? Perhaps she should try posting some political policies instead of swim suit pictures? I suppose the bathing suit pics carry more weight to a Maga crowd than policies. They are supposed to voting for a state rep not a prom queen,republican,[],0,2024-08-15
128,reply,@TheHorizonsCall @bee_boring17890 What is your feel like though? Mine is 90% conservative including accounts that I have muted that still for some reason show up.,republican,[],0,2024-08-18
129,quote,MAGA demonstrates it's gonna cry RIGGED no matter how badly Trump loses in November.,republican,[],2,2024-08-13
130,reply,"@agiletopper Good morning, R MAGA! Hope you have a lovely day!🇺🇸😁🌺❤️☕️☕️🇺🇸",republican,[],1,2024-08-15
131,reply,@afrisagacity Donald Trump all the way.,republican,[],0,2024-08-20
132,tweet,"“It is time for all Americans to stand and affirm whether they believe in American Democracy, the Constitution, and the Rule of Law, and want for America the same – or whether they do not.” #Democracy #Freedom #conservative ⁦@VP⁩ ⁦@GOP⁩ ⁦ https://t.co/zOECuUqIgS",republican,"""[{'indices': [190, 200], 'text': 'Democracy'}, {'indices': [201, 209], 'text': 'Freedom'}, {'indices': [210, 223], 'text': 'conservative'}]""",0,2024-08-19
133,reply,"@timeburns1 Bernie would have washed Trump and none of this ever would have happened, countless war crimes as Sec of state, scummy family that treats women incredibly poorly, she’s conservative asf, no personality or genuine aspects to her. Somehow the worst candidate of the last 3 elections",republican,[],1,2024-08-21
134,reply,@KeneAkers You can thank MAGA for nominating a 34 time convicted narcissist and grifter for that. #NeverTrumpAgain,republican,"""[{'indices': [98, 114], 'text': 'NeverTrumpAgain'}]""",1,2024-08-11
135,quote,"""The one thing I like about Donald Trump is that he almost treats my wife like she's human.""",republican,[],0,2024-08-11
136,reply,@newrepublic @KuckelmanAshley Are we shocked? The conservative justices are bought and paid for!,republican,[],1,2024-08-11
137,reply,@GanVinkel @hodgetwins @UAW He's not appealing to new voters.  MAGA will support him not matter what even if they're in a union.  They vote against their own interests.,republican,[],0,2024-08-13
138,reply,@Ishii12321 Donald Trump is a criminal and a pedophile.,republican,[],5,2024-08-08
139,reply,@Lynnebf_2846 @RNC Just remember that Fox News is a business. They want to report the race is close so you will watch .,republican,[],0,2024-08-09
140,reply,@Jason_dahl1 @IlhanMN @DonSamuelsMN GOP weirdos worried about what Dems do in a primary. Go worry about Trump. He's struggling.,republican,[],0,2024-08-13
141,reply,"@whyvotetuesday @vardman13 @CoreyHardinX @krassenstein When congress asked head of fbi if they had boots on the ground dressed as MAGA to infiltrate.. his response,”no comment”..  the answer should have Bn NO!. Everything trump has done has been shed in negative light. 
With an open mind, look what he has tried to do for America",republican,[],0,2024-08-12
142,reply,@TiffMoodNukes I’d be buying him a hat or shirt immediately! Congrats! I’ve seen a few posts like this today! Encouraging! LFG!🇺🇸 #Trump2024,republican,"""[{'indices': [130, 140], 'text': 'Trump2024'}]""",0,2024-08-05
143,tweet,Donald Trump will save social security #DonaldTrump,republican,"""[{'indices': [39, 51], 'text': 'DonaldTrump'}]""",0,2024-08-15
144,reply,@elonmusk Donald Trump is the one who Lies All the Time!!!!! If his mouth is open then he is Lying 🤥,republican,[],0,2024-08-13
145,tweet,"@giangyhai @gallymeroreboot No, Hai. We, as democrats and ESPECIALLY as members of the LGBTQ+ community need to do everything in our power to stop Donald Trump from getting elected in November. It’s that simple. Either get on board or you’re making his win an inevitability.",republican,[],3,2024-08-08
