row_id,political_leaning,text,hashtags,post_type,like_count,date
34,republican,“I love how clear it is: that Donald Trump is now the oldest f***ing guy in this race.” @sethmeyers #ACloserLook https://t.co/rTiHrT3NT5,"""[{'indices': [100, 112], 'text': 'ACloserLook'}]""",tweet,407,2024-08-20
35,republican,"That Trump has to sure-up and spend money to keep North Carolina red is delightful. Too bad, it is so going blue. The GOP candidate for Governor is horrible, and behind by double-digits. #HarrisWalz2024","""[{'indices': [187, 202], 'text': 'HarrisWalz2024'}]""",tweet,132,2024-08-14
36,republican,Holy shit! I wouldn't let Donald Trump around my TV remote let alone America's nuclear bombs.,[],tweet,971,2024-08-08
37,republican,"Why do I call Donald Trump a SCAB, because that’s what he is, if you don’t believe me, let him tell you in his own words!",[],quote,13399,2024-08-13
38,republican,"Saying ""Hamas-run health ministry"" is like  the ""Labour Party run NHS"" (earlier this year it was the ""Conservative Party run NHS""). It's a deliberate effort by the BBC to cast doubt on the published figures, part of the BBC's consistent orientation of genocidal denial and cover",[],quote,304,2024-08-15
39,republican,"I am proud and honored to be the only Republican candidate in #FL25 endorsed by three of Florida's leading #AmericaFirst Congressmen and @CPAC! Thank you @ByronDonalds, @CoryMillsFL, @BrianMastFL, and CPAC! 

@BrowardGOP @RJC @FloridaGOP https://t.co/bovfnzYrmD","""[{'indices': [62, 67], 'text': 'FL25'}, {'indices': [107, 120], 'text': 'AmericaFirst'}]""",tweet,123,2024-08-15
40,republican,"Good morning to everyone who knows that we will soon be called upon to stand and defend our freedoms, our families, and our communities. 
#MAGA #Trump2024 https://t.co/hhgQYvE7Mw","""[{'indices': [138, 143], 'text': 'MAGA'}, {'indices': [144, 154], 'text': 'Trump2024'}]""",tweet,810,2024-08-09
41,republican,"Former US President Barack Obama took aim at Donald Trump, calling out the Republican presidential candidate's 'weird obsession' with crowd sizes, at the Democratic National Convention https://t.co/yKfM3b4fDt https://t.co/fp0b5YaIj6",[],tweet,103,2024-08-21
42,republican,"What new level of insanity is this! 

James Carville says GOP supports Israel because ‘Jews are whiter than the Palestinians’ https://t.co/oqgcQ3BL8c",[],tweet,1942,2024-08-15
43,republican,Donald Trump is setting himself on fire on Truth Social right now https://t.co/zEPATAWMsU,[],tweet,1047,2024-08-18
44,republican,@Zoomer_Doomer_ this is what the map looks like in 2028 if he wins the GOP nom lmaoo https://t.co/VmuxJkH2S1,[],reply,143,2024-08-13
45,republican,@Acyn Ohhhh AOC is going after Donald Trump hard tonight! He’s going to be posting on truth social all night long about her now.,[],reply,1003,2024-08-20
46,republican,"J.D. Vance can lie all day long about Donald Trump not being anti-Semitic. 

Trump had dinner with Nick Fuentes who makes no secret of his hatred for Jewish people.  

J.D. Vance can try to lie for Trump but in the past he  actually compared Trump to Adolf Hitler.

This says",[],quote,163,2024-08-11
47,republican,"Amen! 👍🔥 💋 

✔️ #TRUMP 🇺🇲 #MAGA 🦅 https://t.co/KypPIF6nUb","""[{'indices': [16, 22], 'text': 'TRUMP'}, {'indices': [26, 31], 'text': 'MAGA'}]""",quote,5548,2024-08-16
48,republican,"@KemiBadenoch The Conservative Party record on immigration is unforgivable. Utterly unforgivable. We need more than words, we need a clear and actionable day one plan which includes limiting British passport and repatriation incentives. It is not enough anymore to “promise to lower numbers”.",[],reply,132,2024-08-12
49,republican,"""In the words of the great Steph Curry, we can tell Donald Trump... night night!""

Steve Kerr at the Democratic National Convention 🤣

https://t.co/HcGs9jv4UQ",[],tweet,27719,2024-08-20
50,republican,"@regrttes YASSSSSS IM SO HAPPY FOR HERRR🥳 who do i get in contact with i would like to submit a couple of names that SHOULDNT BE LEFT OUT of the lawsuit! JK Rowling, Elon Musk, Jake Paul, Megan Kelly, Donald Trump. https://t.co/6gN4Ovw7O5",[],reply,914,2024-08-10
51,republican,"Why is Lara Trump the RNC chair again?
Oh right. Merit....",[],quote,150,2024-08-08
52,republican,I've never begrudged the Americans for using imperial over metric. But red for conservative and blue for progressive is wrong.,[],tweet,279,2024-08-10
53,republican,"This will be fabulous. 
Elon Musk confirms interview with President Donald Trump on Monday will be on X. I’m assuming this coming up Monday. https://t.co/xDjJy1r8by",[],tweet,328,2024-08-08
54,republican,"MAGA is absolutely devastated right now. 
More people than a Trump rally. Ever. https://t.co/JIkudi0uQr",[],tweet,459,2024-08-09
55,republican,"Disavowing Nick Fuentes does not bring anyone to the GOP and will not earn Trump any voters in November.

Moderates and Liberals don't actually care about this virtue-signaling.

All it does it alienate Nick Fuentes and his followers and cause them to turn on Trump even more.",[],tweet,779,2024-08-11
56,republican,@YeonmiParkNK @realDonaldTrump That's awesome. I will be voting for Trump too. #Trump2024 https://t.co/XpVP0zEzPe,"""[{'indices': [79, 89], 'text': 'Trump2024'}]""",quote,138,2024-08-18
57,republican,"⚡️Far Right Overplays its Hand 

America’s Far Right oligarchs dream of a Handmaid’s Tale slave society implemented by Project 2025. 

England’s Far Right’s Brexitey Jan 6 race looting riots are just England’s version of the same global battle: paleo-conservative oligarchs vs. https://t.co/nba26D543v",[],quote,127,2024-08-11
58,republican,"Good morning Patriots. I hope everyone has an amazing day. Let's Make America Great Again. 
God bless MAGA America. L n' L https://t.co/R5kCgop06t",[],tweet,245,2024-08-20
59,republican,"This is how every groyper thinks btw, this is why I attack them relentlessly - they're Democratic party subversives trying to sink Donald Trump's campaign. https://t.co/6G8XcklGaR",[],tweet,2277,2024-08-15
60,republican,"Donald Trump is guilty of raping children with Jeffrey Epstein.

Pass it on.

#TrumpPedoFiles https://t.co/grvSWzcP9H","""[{'indices': [78, 93], 'text': 'TrumpPedoFiles'}]""",quote,228,2024-08-13
61,republican,".@NicolleDWallace 
Trump to Jesus: I like people who don't get captured. 
Jesus to Trump: So I should have claimed bone spurs &amp; stayed in Nazareth? 
#deadlinewh #maga #Veterans #thefive","""[{'indices': [153, 164], 'text': 'deadlinewh'}, {'indices': [165, 170], 'text': 'maga'}, {'indices': [171, 180], 'text': 'Veterans'}, {'indices': [181, 189], 'text': 'thefive'}]""",tweet,5,2024-08-16
62,republican,"@JeannieO20 @stephenlynnward @TrumpWarRoom Project 25 is dead in the water, and so are MAGA!",[],reply,0,2024-08-20
63,republican,"@MTGrepp Marjorie, we support Donald Trump.",[],reply,2,2024-08-09
64,republican,"Make me your advisor 
❤🇺🇸🗽🇺🇸🦅🇺🇸🦮🇺🇸❤🇺🇸 #Trump2024 🇺🇸❤","""[{'indices': [38, 48], 'text': 'Trump2024'}]""",quote,0,2024-08-15
65,republican,@TheAtlantic @RadioFreeTom If in doubt read The Dangerous Case of Donald Trump written by 27 mental health professionals who warn that DJT' is a clear &amp; present danger due to his mental health issues. Good mental health is an imperative for our president who makes constant war/peace; life/death decisions,[],reply,8,2024-08-11
66,republican,"@elonmusk Being not on the side of Maga, the super rich and the global mega businesses is considered siding with the resistance.
You're just pissed you've switched sides over the last couple of years",[],reply,0,2024-08-10
67,republican,"@RonFilipkowski Irony is completely lost on MAGA, isn’t it.",[],reply,0,2024-08-08
68,republican,@DanScavino Groyper War...Make Trump MAGA Again.,[],reply,1,2024-08-13
69,republican,@Byedon2 @OurShallowState @SwissWatchGuy They will always go for the easy explanation -- we lost because the election was stolen or we were sabotaged by the Deep State Washington consultants. There's no incentive for future candidates not to pander to narratives like this that push the GOP even more to the fringe.,[],reply,1,2024-08-11
70,republican,Two highly litigious rich men were served a dose of their own lawyerly medicine this week when the United Auto Workers filed federal labor charges against former President Donald Trump and Tesla CEO Elon Musk.  https://t.co/eU4qLlKVNS,[],tweet,1,2024-08-15
71,republican,"@OnlyaMoment3 @petewoodward0 @NewfMom29 @edielizzard1 @L331024 @zypisfy @TreatHunterDog @scottstocker4 @SecularSmurf @AdorablePodcast @terrymbs2 @ReganLieutenant @56tweets4 @kali8989 @EMNODAERTTONOD @RossGilroy @OsingaPeter @The_Real_BiM @IZMKS44 @Jetson77 @UndeC08 @America1Eagle1 @justasimplema20 @BettyBoop8209 @Woody4123 @BuckSatanLives @Missy10013Kathy @AdamTarver6 @cherylhart00 @carolyn_from @memequeenkimmy @NatashaForTrump @TastyMorsel6 @mccuan_lois @Sofie_Z1 @AnnoyedTaurus @Theresa51332 @MsPeabiddy @bubba6186422393 @GnosticMessiah @lucy_neuwirth @BobBComedy @ThereseOSulliv2 @RaylynCurtis @RightDaisy @doggebukser @GrishamHun11462 @zipthwung @warmachineofgod Searching for Trump’s honor and respect, integrity and fidelity, but the cupboard is bare. 

@GOP you got NOTHING. Maybe you should’ve thought about the Americans that elected you guys to represent us? Instead of turning your back on the working class. https://t.co/tDKWM0dvJz",[],reply,1,2024-08-14
72,republican,"@EmmaJoNYC Exactly, that’s the way a person holds a leash when the dog really loves and trusts them and naturally follows them. JD Vance is the GOP Bill Clinton without the baggage and the left is scared",[],reply,0,2024-08-17
73,republican,@spangdooler @CPAC @TeamTrump Why does he couch it in those terms?,[],reply,1,2024-08-12
74,republican,@OnlyNakedTruth The modalities of such a conservative and slow system. It's best we keep experts in more focused roles. As IAS their talent would be wasted in managing files tbh.,[],reply,0,2024-08-20
75,republican,"@HonestRepCanada @TheHillTimes @GwynneDyer Thanks for bringing attention to this important point. Indeed, civilian deaths have far outweighed any possible military attrition. The Lancet estimates 180,000 killed, far beyond the conservative estimates that the gaza health ministry has released of confirmed, identified dead.",[],reply,9,2024-08-05
76,republican,"@GOP No he didn’t! 
@Gop = LIARS",[],reply,0,2024-08-11
77,republican,"@patdeklotz I’m also a conservative, left the Republican Party in May 2016. I still can’t believe what it has turned into.",[],reply,0,2024-08-04
78,republican,"@NFLFrascella Nope. Not at all. He is talking about an electoral win. If you want to compare Trump overtly mocking the Disabled, or slamming  veterans, let's have that debate. I don't think the GOP or Trump can defend the inflammatory speech they have spoken. You are manufacturing controversy.",[],reply,0,2024-08-20
79,republican,@Tennessean The biggest state GOP scam next to school vouchers,[],reply,0,2024-08-12
80,republican,"@elephantbridge @ArmandDoma My main issue is Trans and enby people (which I am) and our rights considering that the GOP literally wants to kill all of us and force us into closets and hiding, and codoning and promoting hatecrimes. This hits home, and yet I still want to wait for her Palestine positions",[],reply,0,2024-08-10
81,republican,"@Pickuptruckdude You could replace ""Rick Scott"" with ""Donald Trump"" and this statement would still be the same. Js",[],reply,1,2024-08-20
82,republican,Donald Trump just opened a twitter space to show off his new Garage Band project ??? https://t.co/LK8PZR02rc,[],tweet,8,2024-08-13
83,republican,GOP Rep. Won’t Seek Re-Election After Pennsylvania Redraws Districts. Congressman Ryan Costello called the announcement the most difficult decision I can recall having to make. $BOME $XRP,[],tweet,0,2024-08-15
84,republican,"@RealPatrickWebb I suggest people call their gop reps.. be they local or state, and ask them about hand counting at the district level (which they are designed to handle a hand count by size), and Ask them Why they don’t want a hand count WITH the machine generated results",[],reply,0,2024-08-16
85,republican,@Arlin4US @leslibless Damn maga is clearly losing bad lol,[],reply,0,2024-08-08
86,republican,"#Elections2024  in perspective ... USA, our country, is strongest (both economy and military) it has ever been. It is largest (both economy and military) country in history. #MAGA slogan is a crock of #nonsense.","""[{'indices': [0, 14], 'text': 'Elections2024'}, {'indices': [174, 179], 'text': 'MAGA'}, {'indices': [201, 210], 'text': 'nonsense'}]""",tweet,0,2024-08-11
87,republican,"I happily vote for My commander and chief and outlaw (convicted felon) Donald Trump. No matter how the media lies and magnified every issue that Biden propagated, he will forever be America's most effective president. Fuck anyone that has an issue with Trump. Learn to read.",[],tweet,0,2024-08-20
88,republican,"@catturd2 Dude you're becoming worst everyday. You're a loser, as a person. #trump2024","""[{'indices': [76, 86], 'text': 'trump2024'}]""",reply,25,2024-08-21
89,republican,"@peacemomma67 exactly, as a vet it made me so angry that Dems just allowed GOP to claim the flag, patriotism, etc. BS. Dems are way more for US than those traitors",[],reply,1,2024-08-08
90,republican,@Timodc It's probably just a coincidence that since Lara Trump took over the RNC Trump is campaigning from home.,[],reply,0,2024-08-15
91,republican,"I found this on NewsBreak: Conservative group sues Arizona county for failing to verify citizenship status of over 25,000 voters  https://t.co/i0crqm4sop",[],tweet,0,2024-08-08
92,republican,@harris_wins Mrs Giggles?  She had 3 1/2 years to do anything.   She did nothing.   Name 1 thing.  Please.  Oh she did state she would not tax on tips after Trump already said it.  Trump will fix this country.   MAGA,[],reply,1,2024-08-20
93,republican,"RNC Chairman Michael Whatley Announces Over 157,000 Election Integrity Volunteers Registered Nationwide, Surpassing Initial Goal of 100,000 Poll Workers and Observers https://t.co/lCMqFWPDnX",[],tweet,3,2024-08-12
94,republican,"@RepThomasMassie Both are failures, but but more broadly the house GOP , despite all of the efforts of a few, is a failure",[],reply,0,2024-08-16
95,republican,"1. Check the final day of voter registration in your state. 

2. Verify that you are registered IN THE COUNTY where you live.

3. If you vote absentee, check the MAILING ADDRESS they have on file. 

4. A week before the deadline, check again. 

MAGA is purging voter records.",[],quote,0,2024-08-12
96,republican,"@lesliehubertwi @GOP @TeamTrump @WisGOP Certainly don’t have the monies that the Democrats have. Yet, money doesn’t always buy you a Presidency. Yep!",[],reply,1,2024-08-13
97,republican,@TheBeatWithAri @TheBeatWithAri doing his #MAGAt Overlords bidding yet again.,"""[{'indices': [42, 48], 'text': 'MAGAt'}]""",reply,0,2024-08-08
98,republican,"@Logically_JC Reprehensible  trump is a dangerous, deranged, democracy-ending #Project2025 Trump-Christo-Fascist @GOP despot.","""[{'indices': [78, 90], 'text': 'Project2025'}]""",reply,0,2024-08-20
99,republican,"-Democrats 

When we see Republicans march Donald Trump's ancient ass out on stage. https://t.co/PuqgIU4i3P",[],tweet,0,2024-08-11
100,republican,"@GOP The only thing he succeeded in putting America first was as the country with the highest mortality rate from covid.

*1.2 Million Americans who would now vote against him cannot be reached for comment.",[],reply,0,2024-08-20
101,republican,@DougWahl1 Just a stunt for the MAGA base!,[],reply,0,2024-08-19
102,republican,Donald Trump Is Not Having a Good Day https://t.co/9gjUZeYqiA,[],tweet,0,2024-08-19
103,republican,@PaulWoods007 @1UnrulySquirrel @GOP Would a successful businessman have the time to do TV?,[],reply,1,2024-08-16
104,republican,"Is Arizona an ‘emerging problem’ for Donald Trump? Trump might head to Arizona border county next week (during DNC), per @stephanie_murr.  https://t.co/fNRlhnfd9W via @azcentral",[],tweet,19,2024-08-15
105,republican,"@soldierspeaks @realDonaldTrump @DonaldJTrumpJr @IvankaTrump guys smoking gun… #ISI led by @OfficialDGISPR from #Pakistan was behind the gunman who tried to kill #Trump2024. 

Look into it and &amp; let’s join forces to say no to terror networks led by the corrupt military generals of Pak.","""[{'indices': [79, 83], 'text': 'ISI'}, {'indices': [112, 121], 'text': 'Pakistan'}, {'indices': [162, 172], 'text': 'Trump2024'}]""",reply,2,2024-08-21
106,republican,"@TheTNHoller @brotherjones_ @VoteGloriaJ @Justinjpearson HELLZ TO THE YES!!!

Showing America what DEMOCRACY means!
Are you watching TN GOP MAFIA?!?

You better be...",[],reply,4,2024-08-19
107,republican,"@Bubblebathgirl The GOP’s new, Russia-friendly campaign-trail buddy: Tulsi Gabbard https://t.co/lKyxbxIsrX",[],reply,1,2024-08-10
108,republican,Draft an emergency bill allowing the military to transport major presidential candidates @freedomcaucus @SpeakerJohnson @USNorthernCmd,[],quote,0,2024-08-16
109,republican,"In 2020, we had an RNC that was run by an inept loser.  Someone who cared more about makeovers than securing our elections.  That's not the case anymore. @ChairmanWhatley
@LaraLeaTrump @realDonaldTrump",[],quote,1,2024-08-10
110,republican,"@elonmusk https://t.co/5IVWvlNEyc
Navarro: Let's be serious. Donald Trump and his minions call Kamala a communist. I know communism. I fled communism from Nicaragua when I was 8 years old. I don't take it lightly. And let me tell you what communist dictators do. And it's never just for one",[],quote,1,2024-08-21
111,republican,"The entire world knows Trump is a mentally dysfunctional, desperate narcissist thug seeking support by any means necessary...but how stupid and deranged is MAGA.
Well, they actually believe Harris's rally turn outs are the result of AI.
Why? Because Trump said so. WEIRDO'S!",[],tweet,0,2024-08-13
112,republican,@RpsAgainstTrump This is what MAGA does. This is why I can’t hold it against many Republicans who choose to remain silent.,[],reply,0,2024-08-20
113,republican,@RonFilipkowski The Maga Moron’s Old Man Felon Trump https://t.co/3RqfkWSq6U,[],reply,0,2024-08-19
114,republican,"@mrddmia So much for free speech MAGA - now they're threatening to sue people for telling the truth.

The last throw of the dice.",[],reply,0,2024-08-19
115,republican,@steevig123 @Rothmus Except he was a member of the conservative party,[],reply,0,2024-08-14
116,republican,"Jessica Burbank and Robby Soave react to Donald Trump's alleged call with Benjamin Netanyahu, #trump #bibi

Source: The Hill https://t.co/ncgRQ4ykS1","""[{'indices': [94, 100], 'text': 'trump'}, {'indices': [101, 106], 'text': 'bibi'}]""",tweet,0,2024-08-21
117,republican,@cbouzy I want Donald Trump to win,[],reply,0,2024-08-08
118,republican,Reminds me of fugly @Liz_Cheney losing her seat all over again.🤣 Oh how glad I am that President Trump took down the Cheney dynasty with one conservative woman!🇺🇸👊 https://t.co/sPPAra94ED,[],quote,0,2024-08-21
119,republican,@9lackboxx @EastEndJoe @catturd2 Phil the Maga Furry is going rogue!,[],reply,2,2024-08-21
120,republican,"Elon Musk and Donald Trump a good combo?

I think so, how about you?",[],tweet,9,2024-08-13
121,republican,"@PeterSchiff Trump knows, he doesn’t care. The MAGA fan base is who doesn’t know but really needs to. Either way the election goes we are hosed",[],reply,0,2024-08-13
122,republican,"@GOP How, PRECISELY, are you going to ""end inflation""?",[],reply,0,2024-08-12
123,republican,"@HowardMortman God bless him. He deserves every piece if rest he gets.
He was the target of 4 years of vile attacks by Trump and MAGA. Yet, he produced a lot good for the country, again overshadowed by the vetos of the R’s ( who subsequently would take credit for Biden’s achievements).",[],reply,1,2024-08-10
124,republican,@MiguelQ08126420 @mmpadellan Typically MaGa then https://t.co/c1Cyub0wBu,[],reply,0,2024-08-13
125,republican,@naomirwolf @RNC Agreed not he's never been one to stand down from a fight.,[],reply,0,2024-08-09
126,republican,"@TimothyDSnyder Yes, violence was always in his plan. The GOP knew it would come to this again and still gave him the nomination. It's a disgrace. Gift article: https://t.co/owxdMWuVRD",[],reply,8,2024-08-19
127,republican,@LJersey @Gecko1114 @darwintojesus If you're MAGA you worship Trump and not God.,[],reply,1,2024-08-11
128,republican,"@TommyPigott @GOP @TeamTrump Okay, is this contagious dementia, because none of that shit happened",[],reply,0,2024-08-14
129,republican,@AJDelgado13 MAGA &amp; the MSM forgets the stolen valor candidate in 2024 is Sheehy of Montana https://t.co/GVcMoZwisY,[],reply,0,2024-08-08
130,republican,@VividProwess They didnt!! Remember the election was stolen!! Trump2024,[],reply,0,2024-08-09
131,republican,"@DC_Draino The GOP is as corrupt as the Dems.  If they weren't they'd have been on these things like a dog with a bone. I will vote Trump but many, including the lazy reps from my state, have lost my faith in them and their actions.",[],reply,0,2024-08-20
132,republican,@WholeMarsBlog Let's face it. If you were any good at policy making and drafting laws you wouldn't be here bragging about elon tesla and maga,[],reply,0,2024-08-20
133,republican,"thank you donald trump

https://t.co/jLDg53EteV",[],tweet,0,2024-08-15
134,republican,The Trump campaign is surging.,[],quote,0,2024-08-12
135,republican,@Meat_MAGA @Leerose1985 Brilliant ! Just followed you,[],reply,1,2024-08-21
136,republican,Donald Trump Jr. - the nations biggest coke fiend. 🖕🏽🤡,[],quote,0,2024-08-13
137,republican,"@nexusothecrisis Who cares what Maga thinks.They lost midterms in 18, fizzled red wave in 22 (Red wave only came to Florida). They lost to Biden in 20+probably to Harris in 24. Bush did 2 terms. Gop controlled house 10-18 until Trump lost it. GOP doesn't need Trump+Maga if they lose again in Nov.",[],reply,1,2024-08-20
138,republican,@InlandCaGuy these people fundamentally misunderstand blue maga! they’re patriots 😤,[],reply,1,2024-08-15
139,republican,@CPAC Looks better than you inbred republican Incels.,[],reply,0,2024-08-11
140,republican,"John F Kelly, an American former political advisor and retired U.S. Marine Corps general who served as White House chief of staff for President Donald Trump from 2017 to 2019 condemns Trump as a significantly flawed person. https://t.co/q4lHmdwff4",[],tweet,0,2024-08-20
141,republican,@RobertRBryant @CandJ_GOP @TTuberville Care to back up that statistic with evidence?,[],reply,0,2024-08-13
142,republican,#Trump #MAGA cultist flipping off a store clerk because they sell a sticker the woman didn't like. These people are fascist fucks who want to DESTROY the US as we know it &amp; create their own cultist country. #FuckTrump #VoteBlue,"""[{'indices': [0, 6], 'text': 'Trump'}, {'indices': [7, 12], 'text': 'MAGA'}, {'indices': [211, 221], 'text': 'FuckTrump'}, {'indices': [222, 231], 'text': 'VoteBlue'}]""",quote,1,2024-08-17
143,republican,These are the weird and crazy radical freaks that are surrounding Donald Trump and wanting to help him take over our country.,[],quote,0,2024-08-08
144,republican,"Donald Trump is an entertainer #fact

@cthagod sits for an interview with @jonkarl this morning.

What's your take?

Charlamagne tha God on the new Democratic presidential ticket
https://t.co/kw69r9ZoxM
via ABC News App","""[{'indices': [31, 36], 'text': 'fact'}]""",tweet,0,2024-08-11
145,republican,"@DesireeAmerica4 Only 2 people really care to Save America.   Why is GOP doing nothing against all lies Slander, all other BS Trump had endured.   U know why there in on it!! Worried about Donors and lobbyists more than American People !!! # Facts",[],reply,0,2024-08-12
146,republican,@MuellerSheWrote I get a little hit of dopamine every time I find another MAGA to block🤣,[],reply,0,2024-08-13
147,republican,Donald Trump’s First Year Sets Record For U.S. Special Ops. Elite commandos deployed to 149 countries in 2017. $BOME $XRP,[],tweet,0,2024-08-15
148,republican,Who would have ever thought the day would come that putin could offer a better quality of life then here in the US. Just goes to show the magnitude of destruction this fraudulent administration  has caused AND our worthless GOP has allowed.,[],quote,1,2024-08-20
149,republican,@bennyjohnson Trump2024 he said it and I agree,[],reply,0,2024-08-21
